"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Italy (IT)","25.06.2017 14:00 - 25.06.2017 15:00 (CET/CEST)","333","n/e","237","4925","860","195","n/e","n/e","646","0","455","4024","327","n/e","n/e","8840","n/e","7296","39","n/e","2246"
"Italy (IT)","25.06.2017 15:00 - 25.06.2017 16:00 (CET/CEST)","335","n/e","236","5129","840","194","n/e","n/e","644","0","544","4013","357","n/e","n/e","8924","n/e","6965","37","n/e","2650"
"Italy (IT)","25.06.2017 16:00 - 25.06.2017 17:00 (CET/CEST)","334","n/e","237","5276","852","194","n/e","n/e","646","0","395","4319","594","n/e","n/e","9227","n/e","5997","38","n/e","2976"
"Italy (IT)","25.06.2017 17:00 - 25.06.2017 18:00 (CET/CEST)","337","n/e","264","5309","889","194","n/e","n/e","645","47","180","4789","699","n/e","n/e","9162","n/e","4320","38","n/e","3035"
"Italy (IT)","25.06.2017 18:00 - 25.06.2017 19:00 (CET/CEST)","338","n/e","278","5460","982","194","n/e","n/e","646","332","39","5042","808","n/e","n/e","9551","n/e","2515","38","n/e","3002"
"Italy (IT)","25.06.2017 19:00 - 25.06.2017 20:00 (CET/CEST)","337","n/e","258","5802","980","193","n/e","n/e","649","321","","5373","924","n/e","n/e","9739","n/e","806","37","n/e","3011"
"Italy (IT)","25.06.2017 20:00 - 25.06.2017 21:00 (CET/CEST)","340","n/e","239","5694","1142","194","n/e","n/e","651","301","","5435","1048","n/e","n/e","9436","n/e","89","39","n/e","3005"
"Italy (IT)","25.06.2017 21:00 - 25.06.2017 22:00 (CET/CEST)","339","n/e","244","5948","1226","194","n/e","n/e","652","366","","5736","1161","n/e","n/e","9726","n/e","0","41","n/e","2834"
"Italy (IT)","25.06.2017 22:00 - 25.06.2017 23:00 (CET/CEST)","338","n/e","244","5914","1235","194","n/e","n/e","657","195","","5374","981","n/e","n/e","9637","n/e","0","41","n/e","2950"
"Italy (IT)","25.06.2017 23:00 - 26.06.2017 00:00 (CET/CEST)","340","n/e","271","5618","981","194","n/e","n/e","658","0","9","4505","682","n/e","n/e","9237","n/e","0","39","n/e","2442"
"Italy (IT)","26.06.2017 00:00 - 26.06.2017 01:00 (CET/CEST)","341","n/e","241","5714","925","195","n/e","n/e","659","0","270","3870","466","n/e","n/e","9042","n/e","0","40","n/e","1890"
"Italy (IT)","26.06.2017 01:00 - 26.06.2017 02:00 (CET/CEST)","341","n/e","242","5100","836","194","n/e","n/e","658","0","782","3730","464","n/e","n/e","8529","n/e","0","40","n/e","1766"
"Italy (IT)","26.06.2017 02:00 - 26.06.2017 03:00 (CET/CEST)","342","n/e","247","4870","686","194","n/e","n/e","660","0","823","3566","447","n/e","n/e","8220","n/e","0","37","n/e","1651"
"Italy (IT)","26.06.2017 03:00 - 26.06.2017 04:00 (CET/CEST)","341","n/e","270","4871","703","199","n/e","n/e","661","0","826","3524","443","n/e","n/e","7950","n/e","0","40","n/e","1512"
"Italy (IT)","26.06.2017 04:00 - 26.06.2017 05:00 (CET/CEST)","339","n/e","259","4978","808","241","n/e","n/e","663","0","859","3600","480","n/e","n/e","7965","n/e","0","37","n/e","1400"
"Italy (IT)","26.06.2017 05:00 - 26.06.2017 06:00 (CET/CEST)","339","n/e","263","5658","872","251","n/e","n/e","663","0","858","3685","574","n/e","n/e","8242","n/e","3","39","n/e","1218"
"Italy (IT)","26.06.2017 06:00 - 26.06.2017 07:00 (CET/CEST)","341","n/e","262","6761","1063","251","n/e","n/e","663","0","281","3897","654","n/e","n/e","9981","n/e","338","37","n/e","1094"
"Italy (IT)","26.06.2017 07:00 - 26.06.2017 08:00 (CET/CEST)","332","n/e","250","8392","1331","263","n/e","n/e","660","171","23","4308","829","n/e","n/e","11892","n/e","1717","38","n/e","867"
"Italy (IT)","26.06.2017 08:00 - 26.06.2017 09:00 (CET/CEST)","337","n/e","253","9047","1481","343","n/e","n/e","659","489","","5115","1565","n/e","n/e","12659","n/e","3702","37","n/e","761"
"Italy (IT)","26.06.2017 09:00 - 26.06.2017 10:00 (CET/CEST)","337","n/e","261","9641","1548","338","n/e","n/e","658","569","","5318","1440","n/e","n/e","12669","n/e","5896","37","n/e","644"
"Italy (IT)","26.06.2017 10:00 - 26.06.2017 11:00 (CET/CEST)","327","n/e","264","10173","1588","253","n/e","n/e","658","317","","5338","1491","n/e","n/e","12518","n/e","7378","37","n/e","554"
"Italy (IT)","26.06.2017 11:00 - 26.06.2017 12:00 (CET/CEST)","331","n/e","245","10425","1598","253","n/e","n/e","658","205","74","5215","1438","n/e","n/e","12929","n/e","8522","39","n/e","599"
"Italy (IT)","26.06.2017 12:00 - 26.06.2017 13:00 (CET/CEST)","331","n/e","253","9605","1600","253","n/e","n/e","655","216","12","5040","1341","n/e","n/e","12664","n/e","9156","33","n/e","712"
"Italy (IT)","26.06.2017 13:00 - 26.06.2017 14:00 (CET/CEST)","332","n/e","253","9759","1603","252","n/e","n/e","654","256","","4776","1384","n/e","n/e","12384","n/e","9250","37","n/e","835"
"Italy (IT)","26.06.2017 14:00 - 26.06.2017 15:00 (CET/CEST)","330","n/e","236","9686","1598","253","n/e","n/e","650","311","","5110","1456","n/e","n/e","13082","n/e","8802","38","n/e","973"
"Italy (IT)","26.06.2017 15:00 - 26.06.2017 16:00 (CET/CEST)","323","n/e","236","10258","1598","253","n/e","n/e","642","637","","5498","1687","n/e","n/e","13333","n/e","7937","35","n/e","1154"
"Italy (IT)","26.06.2017 16:00 - 26.06.2017 17:00 (CET/CEST)","325","n/e","236","11060","1606","314","n/e","n/e","646","1233","","5961","1609","n/e","n/e","14059","n/e","6444","37","n/e","1279"
"Italy (IT)","26.06.2017 17:00 - 26.06.2017 18:00 (CET/CEST)","329","n/e","258","11105","1642","376","n/e","n/e","646","1380","","6115","1609","n/e","n/e","14340","n/e","4172","35","n/e","1202"
"Italy (IT)","26.06.2017 18:00 - 26.06.2017 19:00 (CET/CEST)","332","n/e","240","11458","1684","362","n/e","n/e","647","1088","","5765","1404","n/e","n/e","14257","n/e","2161","36","n/e","1002"
"Italy (IT)","26.06.2017 19:00 - 26.06.2017 20:00 (CET/CEST)","340","n/e","256","11394","1672","465","n/e","n/e","647","647","","5795","1397","n/e","n/e","14505","n/e","605","37","n/e","679"
"Italy (IT)","26.06.2017 20:00 - 26.06.2017 21:00 (CET/CEST)","341","n/e","245","11135","1657","491","n/e","n/e","647","853","","5892","1364","n/e","n/e","13528","n/e","61","38","n/e","552"
"Italy (IT)","26.06.2017 21:00 - 26.06.2017 22:00 (CET/CEST)","339","n/e","245","11326","1685","492","n/e","n/e","647","763","","5669","1345","n/e","n/e","13269","n/e","0","35","n/e","480"
"Italy (IT)","26.06.2017 22:00 - 26.06.2017 23:00 (CET/CEST)","338","n/e","249","10678","1689","492","n/e","n/e","653","214","","4963","1052","n/e","n/e","12473","n/e","0","36","n/e","332"
"Italy (IT)","26.06.2017 23:00 - 27.06.2017 00:00 (CET/CEST)","341","n/e","246","9913","1687","492","n/e","n/e","653","106","","4565","901","n/e","n/e","11725","n/e","0","38","n/e","355"
"Italy (IT)","27.06.2017 00:00 - 27.06.2017 01:00 (CET/CEST)","440","n/e","250","8957","3968","233","n/e","n/e","655","252","","4252","895","n/e","n/e","7426","n/e","0","37","n/e","430"
"Italy (IT)","27.06.2017 01:00 - 27.06.2017 02:00 (CET/CEST)","426","n/e","245","8150","3949","232","n/e","n/e","658","52","2","3964","528","n/e","n/e","6858","n/e","0","40","n/e","480"
"Italy (IT)","27.06.2017 02:00 - 27.06.2017 03:00 (CET/CEST)","416","n/e","256","7496","3945","256","n/e","n/e","658","52","360","3849","497","n/e","n/e","6629","n/e","0","36","n/e","501"
"Italy (IT)","27.06.2017 03:00 - 27.06.2017 04:00 (CET/CEST)","425","n/e","252","7206","3919","255","n/e","n/e","658","52","205","3730","449","n/e","n/e","6260","n/e","0","38","n/e","766"
"Italy (IT)","27.06.2017 04:00 - 27.06.2017 05:00 (CET/CEST)","434","n/e","243","6919","3920","256","n/e","n/e","658","52","16","3720","420","n/e","n/e","6107","n/e","0","44","n/e","1087"
"Italy (IT)","27.06.2017 05:00 - 27.06.2017 06:00 (CET/CEST)","435","n/e","243","7347","3872","258","n/e","n/e","658","52","271","3723","428","n/e","n/e","6474","n/e","7","47","n/e","1109"
"Italy (IT)","27.06.2017 06:00 - 27.06.2017 07:00 (CET/CEST)","438","n/e","258","8846","4003","255","n/e","n/e","656","191","","3931","565","n/e","n/e","7321","n/e","332","46","n/e","1111"
"Italy (IT)","27.06.2017 07:00 - 27.06.2017 08:00 (CET/CEST)","434","n/e","250","10638","4339","257","n/e","n/e","652","128","","4236","936","n/e","n/e","8687","n/e","1273","46","n/e","1275"
"Italy (IT)","27.06.2017 08:00 - 27.06.2017 09:00 (CET/CEST)","424","n/e","257","11394","4657","256","n/e","n/e","639","339","","5367","1254","n/e","n/e","9536","n/e","2911","45","n/e","1337"
"Italy (IT)","27.06.2017 09:00 - 27.06.2017 10:00 (CET/CEST)","409","n/e","282","12431","4650","265","n/e","n/e","623","464","","5269","1277","n/e","n/e","9663","n/e","4377","46","n/e","1263"
"Italy (IT)","27.06.2017 10:00 - 27.06.2017 11:00 (CET/CEST)","408","n/e","250","12471","4741","307","n/e","n/e","640","486","","5120","1235","n/e","n/e","9304","n/e","5932","46","n/e","1139"
"Italy (IT)","27.06.2017 11:00 - 27.06.2017 12:00 (CET/CEST)","406","n/e","242","12339","4602","258","n/e","n/e","636","356","","5116","1289","n/e","n/e","9486","n/e","7889","49","n/e","1153"
"Italy (IT)","27.06.2017 12:00 - 27.06.2017 13:00 (CET/CEST)","423","n/e","247","11498","4390","258","n/e","n/e","644","67","111","4703","947","n/e","n/e","9085","n/e","8503","49","n/e","1493"
"Italy (IT)","27.06.2017 13:00 - 27.06.2017 14:00 (CET/CEST)","417","n/e","256","11174","4397","257","n/e","n/e","642","59","111","4533","861","n/e","n/e","8874","n/e","8195","52","n/e","2010"
"Italy (IT)","27.06.2017 14:00 - 27.06.2017 15:00 (CET/CEST)","407","n/e","245","11426","4424","230","n/e","n/e","640","52","112","4718","1057","n/e","n/e","9344","n/e","8175","49","n/e","2426"
"Italy (IT)","27.06.2017 15:00 - 27.06.2017 16:00 (CET/CEST)","408","n/e","242","11821","4318","122","n/e","n/e","640","3","18","4984","1294","n/e","n/e","9327","n/e","7495","43","n/e","3084"
"Italy (IT)","27.06.2017 16:00 - 27.06.2017 17:00 (CET/CEST)","416","n/e","236","11638","4282","187","n/e","n/e","639","122","","5441","1476","n/e","n/e","9682","n/e","5670","48","n/e","3477"
"Italy (IT)","27.06.2017 17:00 - 27.06.2017 18:00 (CET/CEST)","410","n/e","237","11759","4532","262","n/e","n/e","639","380","","5734","1385","n/e","n/e","9629","n/e","3652","47","n/e","3343"
"Italy (IT)","27.06.2017 18:00 - 27.06.2017 19:00 (CET/CEST)","413","n/e","241","12112","4657","226","n/e","n/e","638","208","","5665","1281","n/e","n/e","9816","n/e","2039","50","n/e","3133"
"Italy (IT)","27.06.2017 19:00 - 27.06.2017 20:00 (CET/CEST)","416","n/e","239","12618","4560","131","n/e","n/e","640","532","","5637","1320","n/e","n/e","9938","n/e","635","49","n/e","2786"
"Italy (IT)","27.06.2017 20:00 - 27.06.2017 21:00 (CET/CEST)","427","n/e","240","12436","4392","123","n/e","n/e","640","963","","5413","1206","n/e","n/e","9520","n/e","69","49","n/e","2681"
"Italy (IT)","27.06.2017 21:00 - 27.06.2017 22:00 (CET/CEST)","431","n/e","242","12316","4332","123","n/e","n/e","648","979","1","5113","1112","n/e","n/e","9546","n/e","0","50","n/e","2989"
"Italy (IT)","27.06.2017 22:00 - 27.06.2017 23:00 (CET/CEST)","433","n/e","253","11956","4050","123","n/e","n/e","650","234","","4463","955","n/e","n/e","9060","n/e","0","50","n/e","3268"
"Italy (IT)","27.06.2017 23:00 - 28.06.2017 00:00 (CET/CEST)","428","n/e","242","10506","3998","120","n/e","n/e","652","120","","4286","722","n/e","n/e","8402","n/e","0","51","n/e","3597"
"Italy (IT)","28.06.2017 00:00 - 28.06.2017 01:00 (CET/CEST)","443","n/e","246","7388","3960","123","n/e","n/e","651","86","","4363","695","n/e","n/e","6646","n/e","0","52","n/e","4097"
"Italy (IT)","28.06.2017 01:00 - 28.06.2017 02:00 (CET/CEST)","449","n/e","243","6708","3701","123","n/e","n/e","651","0","296","4056","548","n/e","n/e","6097","n/e","0","49","n/e","3901"
"Italy (IT)","28.06.2017 02:00 - 28.06.2017 03:00 (CET/CEST)","453","n/e","243","6418","3255","123","n/e","n/e","653","0","139","3851","527","n/e","n/e","5989","n/e","0","48","n/e","3746"
"Italy (IT)","28.06.2017 03:00 - 28.06.2017 04:00 (CET/CEST)","453","n/e","249","6296","3187","121","n/e","n/e","650","0","273","3714","469","n/e","n/e","5651","n/e","0","50","n/e","3684"
"Italy (IT)","28.06.2017 04:00 - 28.06.2017 05:00 (CET/CEST)","447","n/e","244","6507","3184","123","n/e","n/e","649","0","224","3604","519","n/e","n/e","5550","n/e","0","51","n/e","3665"
"Italy (IT)","28.06.2017 05:00 - 28.06.2017 06:00 (CET/CEST)","446","n/e","243","6703","3105","121","n/e","n/e","647","37","36","3746","635","n/e","n/e","5675","n/e","4","51","n/e","3637"
"Italy (IT)","28.06.2017 06:00 - 28.06.2017 07:00 (CET/CEST)","436","n/e","242","8094","3525","121","n/e","n/e","646","233","","4116","709","n/e","n/e","6587","n/e","332","51","n/e","3352"
"Italy (IT)","28.06.2017 07:00 - 28.06.2017 08:00 (CET/CEST)","446","n/e","249","9966","4215","123","n/e","n/e","647","303","","4665","964","n/e","n/e","7681","n/e","1359","52","n/e","2807"
"Italy (IT)","28.06.2017 08:00 - 28.06.2017 09:00 (CET/CEST)","445","n/e","267","10807","4621","216","n/e","n/e","648","816","","5968","1260","n/e","n/e","9300","n/e","2768","49","n/e","2187"
"Italy (IT)","28.06.2017 09:00 - 28.06.2017 10:00 (CET/CEST)","430","n/e","249","11054","4703","253","n/e","n/e","645","1489","","6137","1386","n/e","n/e","9287","n/e","4167","47","n/e","2079"
"Italy (IT)","28.06.2017 10:00 - 28.06.2017 11:00 (CET/CEST)","440","n/e","245","11091","4635","282","n/e","n/e","641","1096","75","6004","1332","n/e","n/e","9220","n/e","5188","45","n/e","2325"
"Italy (IT)","28.06.2017 11:00 - 28.06.2017 12:00 (CET/CEST)","442","n/e","256","10884","4455","298","n/e","n/e","646","1170","123","5846","1298","n/e","n/e","8959","n/e","5740","50","n/e","3421"
"Italy (IT)","28.06.2017 12:00 - 28.06.2017 13:00 (CET/CEST)","445","n/e","261","11740","4464","264","n/e","n/e","647","302","128","5160","1110","n/e","n/e","9007","n/e","6036","51","n/e","2691"
"Italy (IT)","28.06.2017 13:00 - 28.06.2017 14:00 (CET/CEST)","443","n/e","243","12076","4933","400","n/e","n/e","648","747","161","5167","1323","n/e","n/e","8952","n/e","5335","50","n/e","2010"
"Italy (IT)","28.06.2017 14:00 - 28.06.2017 15:00 (CET/CEST)","442","n/e","239","11786","5270","492","n/e","n/e","648","931","161","5346","1726","n/e","n/e","8897","n/e","6440","52","n/e","1811"
"Italy (IT)","28.06.2017 15:00 - 28.06.2017 16:00 (CET/CEST)","426","n/e","250","11659","5209","403","n/e","n/e","647","677","161","5552","1453","n/e","n/e","8649","n/e","5667","52","n/e","2069"
"Italy (IT)","28.06.2017 16:00 - 28.06.2017 17:00 (CET/CEST)","422","n/e","238","11695","5017","255","n/e","n/e","647","1323","161","5605","1299","n/e","n/e","8844","n/e","4432","51","n/e","2539"
"Italy (IT)","28.06.2017 17:00 - 28.06.2017 18:00 (CET/CEST)","418","n/e","246","11617","4598","255","n/e","n/e","646","781","295","5758","1271","n/e","n/e","9058","n/e","3295","50","n/e","3496"
"Italy (IT)","28.06.2017 18:00 - 28.06.2017 19:00 (CET/CEST)","424","n/e","238","11811","4224","255","n/e","n/e","645","400","330","5785","1205","n/e","n/e","8733","n/e","1944","50","n/e","3449"
"Italy (IT)","28.06.2017 19:00 - 28.06.2017 20:00 (CET/CEST)","441","n/e","239","11753","4153","257","n/e","n/e","649","413","293","5934","1288","n/e","n/e","9068","n/e","694","50","n/e","2837"
"Italy (IT)","28.06.2017 20:00 - 28.06.2017 21:00 (CET/CEST)","445","n/e","240","10707","4044","256","n/e","n/e","655","284","147","5913","1290","n/e","n/e","9029","n/e","131","52","n/e","2967"
"Italy (IT)","28.06.2017 21:00 - 28.06.2017 22:00 (CET/CEST)","449","n/e","242","10454","4029","257","n/e","n/e","655","361","7","5637","1253","n/e","n/e","8768","n/e","2","53","n/e","3239"
"Italy (IT)","28.06.2017 22:00 - 28.06.2017 23:00 (CET/CEST)","442","n/e","244","9673","3990","255","n/e","n/e","657","0","380","4720","1066","n/e","n/e","7927","n/e","0","49","n/e","3841"
"Italy (IT)","28.06.2017 23:00 - 29.06.2017 00:00 (CET/CEST)","445","n/e","242","7399","3917","254","n/e","n/e","659","0","38","4705","985","n/e","n/e","6892","n/e","0","51","n/e","3893"
"Italy (IT)","29.06.2017 00:00 - 29.06.2017 01:00 (CET/CEST)","426","n/e","243","6385","3421","246","n/e","n/e","654","27","","4626","581","n/e","n/e","5863","n/e","0","47","n/e","3965"
"Italy (IT)","29.06.2017 01:00 - 29.06.2017 02:00 (CET/CEST)","425","n/e","243","5909","2933","253","n/e","n/e","655","0","538","4485","491","n/e","n/e","5286","n/e","0","50","n/e","3983"
"Italy (IT)","29.06.2017 02:00 - 29.06.2017 03:00 (CET/CEST)","428","n/e","243","5523","2724","253","n/e","n/e","655","0","899","4370","492","n/e","n/e","5161","n/e","0","49","n/e","4046"
"Italy (IT)","29.06.2017 03:00 - 29.06.2017 04:00 (CET/CEST)","425","n/e","243","5323","2722","253","n/e","n/e","657","0","1409","4372","478","n/e","n/e","5163","n/e","0","48","n/e","4010"
"Italy (IT)","29.06.2017 04:00 - 29.06.2017 05:00 (CET/CEST)","427","n/e","243","5392","2738","253","n/e","n/e","656","0","1579","4422","430","n/e","n/e","5229","n/e","0","47","n/e","4006"
"Italy (IT)","29.06.2017 05:00 - 29.06.2017 06:00 (CET/CEST)","425","n/e","243","5524","2736","253","n/e","n/e","657","0","1247","4689","454","n/e","n/e","5305","n/e","2","50","n/e","3735"
"Italy (IT)","29.06.2017 06:00 - 29.06.2017 07:00 (CET/CEST)","410","n/e","272","6233","2718","253","n/e","n/e","659","0","30","4878","653","n/e","n/e","5812","n/e","258","50","n/e","3507"
"Italy (IT)","29.06.2017 07:00 - 29.06.2017 08:00 (CET/CEST)","421","n/e","270","7961","3435","253","n/e","n/e","658","230","","5226","920","n/e","n/e","7087","n/e","1514","51","n/e","3447"
"Italy (IT)","29.06.2017 08:00 - 29.06.2017 09:00 (CET/CEST)","418","n/e","269","8413","4155","253","n/e","n/e","659","868","","5721","1260","n/e","n/e","6694","n/e","3561","49","n/e","3790"
"Italy (IT)","29.06.2017 09:00 - 29.06.2017 10:00 (CET/CEST)","421","n/e","269","8392","4263","258","n/e","n/e","657","811","","5828","1351","n/e","n/e","6236","n/e","5590","50","n/e","3986"
"Italy (IT)","29.06.2017 10:00 - 29.06.2017 11:00 (CET/CEST)","419","n/e","269","8533","4143","254","n/e","n/e","657","427","","5741","1241","n/e","n/e","6052","n/e","7255","52","n/e","4063"
"Italy (IT)","29.06.2017 11:00 - 29.06.2017 12:00 (CET/CEST)","418","n/e","269","8685","4064","300","n/e","n/e","658","311","","5702","1263","n/e","n/e","6216","n/e","8287","51","n/e","4199"
"Italy (IT)","29.06.2017 12:00 - 29.06.2017 13:00 (CET/CEST)","420","n/e","268","7808","4033","253","n/e","n/e","658","203","","5406","965","n/e","n/e","6111","n/e","9095","49","n/e","4229"
"Italy (IT)","29.06.2017 13:00 - 29.06.2017 14:00 (CET/CEST)","416","n/e","267","7397","3975","250","n/e","n/e","656","203","","5312","907","n/e","n/e","6143","n/e","9256","49","n/e","4205"
"Italy (IT)","29.06.2017 14:00 - 29.06.2017 15:00 (CET/CEST)","406","n/e","266","7558","3853","253","n/e","n/e","662","255","","5283","968","n/e","n/e","6297","n/e","8660","52","n/e","4170"
"Italy (IT)","29.06.2017 15:00 - 29.06.2017 16:00 (CET/CEST)","405","n/e","266","8430","3994","253","n/e","n/e","665","269","","5383","1064","n/e","n/e","6275","n/e","7643","48","n/e","4051"
"Italy (IT)","29.06.2017 16:00 - 29.06.2017 17:00 (CET/CEST)","406","n/e","266","8669","3958","253","n/e","n/e","670","1269","","5683","1060","n/e","n/e","6337","n/e","6269","47","n/e","3947"
"Italy (IT)","29.06.2017 17:00 - 29.06.2017 18:00 (CET/CEST)","422","n/e","237","9041","3947","253","n/e","n/e","670","1370","","5836","1155","n/e","n/e","6703","n/e","4313","45","n/e","3669"
"Italy (IT)","29.06.2017 18:00 - 29.06.2017 19:00 (CET/CEST)","439","n/e","238","9723","3878","253","n/e","n/e","671","1695","","6017","1237","n/e","n/e","6735","n/e","2345","49","n/e","3256"
"Italy (IT)","29.06.2017 19:00 - 29.06.2017 20:00 (CET/CEST)","443","n/e","239","10556","3730","253","n/e","n/e","672","1581","","6133","1349","n/e","n/e","7362","n/e","658","51","n/e","2856"
"Italy (IT)","29.06.2017 20:00 - 29.06.2017 21:00 (CET/CEST)","444","n/e","240","10380","3753","262","n/e","n/e","673","2435","","5917","1405","n/e","n/e","7341","n/e","49","50","n/e","2344"
"Italy (IT)","29.06.2017 21:00 - 29.06.2017 22:00 (CET/CEST)","444","n/e","242","10974","3788","271","n/e","n/e","675","1665","","5750","1528","n/e","n/e","7551","n/e","0","51","n/e","2043"
"Italy (IT)","29.06.2017 22:00 - 29.06.2017 23:00 (CET/CEST)","448","n/e","242","10630","3716","258","n/e","n/e","675","1063","","5256","1116","n/e","n/e","6883","n/e","0","49","n/e","1840"
"Italy (IT)","29.06.2017 23:00 - 30.06.2017 00:00 (CET/CEST)","426","n/e","242","9692","3766","254","n/e","n/e","677","211","","5073","905","n/e","n/e","6545","n/e","0","50","n/e","1607"
"Italy (IT)","30.06.2017 00:00 - 30.06.2017 01:00 (CET/CEST)","432","n/e","243","8051","3621","251","n/e","n/e","675","113","1","4783","532","n/e","n/e","6206","n/e","0","48","n/e","1416"
"Italy (IT)","30.06.2017 01:00 - 30.06.2017 02:00 (CET/CEST)","447","n/e","243","7241","3423","253","n/e","n/e","675","25","","4496","491","n/e","n/e","5621","n/e","0","52","n/e","1403"
