"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO3","01.01.2017 11:00 - 01.01.2017 12:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","104","2009","n/e","n/e","4","n/e","n/e","n/e","n/e","292"
"BZN|NO3","01.01.2017 12:00 - 01.01.2017 13:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","99","2150","n/e","n/e","4","n/e","n/e","n/e","n/e","286"
"BZN|NO3","01.01.2017 13:00 - 01.01.2017 14:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","98","2293","n/e","n/e","4","n/e","n/e","n/e","n/e","263"
"BZN|NO3","01.01.2017 14:00 - 01.01.2017 15:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","101","2250","n/e","n/e","4","n/e","n/e","n/e","n/e","269"
"BZN|NO3","01.01.2017 15:00 - 01.01.2017 16:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","102","2395","n/e","n/e","4","n/e","n/e","n/e","n/e","248"
"BZN|NO3","01.01.2017 16:00 - 01.01.2017 17:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","102","2491","n/e","n/e","4","n/e","n/e","n/e","n/e","234"
"BZN|NO3","01.01.2017 17:00 - 01.01.2017 18:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","101","2508","n/e","n/e","8","n/e","n/e","n/e","n/e","235"
"BZN|NO3","01.01.2017 18:00 - 01.01.2017 19:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","99","2496","n/e","n/e","8","n/e","n/e","n/e","n/e","231"
"BZN|NO3","01.01.2017 19:00 - 01.01.2017 20:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","101","2489","n/e","n/e","8","n/e","n/e","n/e","n/e","201"
"BZN|NO3","01.01.2017 20:00 - 01.01.2017 21:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","100","2508","n/e","n/e","8","n/e","n/e","n/e","n/e","206"
"BZN|NO3","01.01.2017 21:00 - 01.01.2017 22:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","101","2513","n/e","n/e","8","n/e","n/e","n/e","n/e","180"
"BZN|NO3","01.01.2017 22:00 - 01.01.2017 23:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","100","2446","n/e","n/e","8","n/e","n/e","n/e","n/e","176"
"BZN|NO3","01.01.2017 23:00 - 02.01.2017 00:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","100","2398","n/e","n/e","8","n/e","n/e","n/e","n/e","167"
"BZN|NO3","02.01.2017 00:00 - 02.01.2017 01:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","91","2246","n/e","n/e","8","n/e","n/e","n/e","n/e","163"
"BZN|NO3","02.01.2017 01:00 - 02.01.2017 02:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","90","1971","n/e","n/e","8","n/e","n/e","n/e","n/e","143"
"BZN|NO3","02.01.2017 02:00 - 02.01.2017 03:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","89","2031","n/e","n/e","8","n/e","n/e","n/e","n/e","134"
"BZN|NO3","02.01.2017 03:00 - 02.01.2017 04:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","89","2049","n/e","n/e","8","n/e","n/e","n/e","n/e","96"
"BZN|NO3","02.01.2017 04:00 - 02.01.2017 05:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","88","2058","n/e","n/e","8","n/e","n/e","n/e","n/e","103"
"BZN|NO3","02.01.2017 05:00 - 02.01.2017 06:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","88","2410","n/e","n/e","8","n/e","n/e","n/e","n/e","94"
"BZN|NO3","02.01.2017 06:00 - 02.01.2017 07:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","92","2660","n/e","n/e","8","n/e","n/e","n/e","n/e","75"
"BZN|NO3","02.01.2017 07:00 - 02.01.2017 08:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","93","2770","n/e","n/e","8","n/e","n/e","n/e","n/e","51"
"BZN|NO3","02.01.2017 08:00 - 02.01.2017 09:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","95","2785","n/e","n/e","8","n/e","n/e","n/e","n/e","48"
"BZN|NO3","02.01.2017 09:00 - 02.01.2017 10:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","95","2859","n/e","n/e","8","n/e","n/e","n/e","n/e","38"
"BZN|NO3","02.01.2017 10:00 - 02.01.2017 11:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","93","2915","n/e","n/e","8","n/e","n/e","n/e","n/e","29"
"BZN|NO3","02.01.2017 11:00 - 02.01.2017 12:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","2872","n/e","n/e","7","n/e","n/e","n/e","n/e","26"
"BZN|NO3","02.01.2017 12:00 - 02.01.2017 13:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","2806","n/e","n/e","6","n/e","n/e","n/e","n/e","23"
"BZN|NO3","02.01.2017 13:00 - 02.01.2017 14:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","2870","n/e","n/e","9","n/e","n/e","n/e","n/e","19"
"BZN|NO3","02.01.2017 14:00 - 02.01.2017 15:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","2913","n/e","n/e","9","n/e","n/e","n/e","n/e","20"
"BZN|NO3","02.01.2017 15:00 - 02.01.2017 16:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","93","2940","n/e","n/e","9","n/e","n/e","n/e","n/e","11"
"BZN|NO3","02.01.2017 16:00 - 02.01.2017 17:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","92","2999","n/e","n/e","11","n/e","n/e","n/e","n/e","15"
"BZN|NO3","02.01.2017 17:00 - 02.01.2017 18:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","92","2958","n/e","n/e","11","n/e","n/e","n/e","n/e","17"
"BZN|NO3","02.01.2017 18:00 - 02.01.2017 19:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","91","2860","n/e","n/e","11","n/e","n/e","n/e","n/e","12"
"BZN|NO3","02.01.2017 19:00 - 02.01.2017 20:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","85","2838","n/e","n/e","11","n/e","n/e","n/e","n/e","15"
"BZN|NO3","02.01.2017 20:00 - 02.01.2017 21:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","85","2749","n/e","n/e","11","n/e","n/e","n/e","n/e","35"
"BZN|NO3","02.01.2017 21:00 - 02.01.2017 22:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","84","2781","n/e","n/e","11","n/e","n/e","n/e","n/e","62"
"BZN|NO3","02.01.2017 22:00 - 02.01.2017 23:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","77","2721","n/e","n/e","11","n/e","n/e","n/e","n/e","77"
"BZN|NO3","02.01.2017 23:00 - 03.01.2017 00:00 (CET)","n/e","n/e","n/e","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","80","2692","n/e","n/e","11","n/e","n/e","n/e","n/e","99"
"BZN|NO3","03.01.2017 00:00 - 03.01.2017 01:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","91","2711","n/e","n/e","13","n/e","n/e","n/e","n/e","89"
"BZN|NO3","03.01.2017 01:00 - 03.01.2017 02:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","91","2615","n/e","n/e","13","n/e","n/e","n/e","n/e","84"
"BZN|NO3","03.01.2017 02:00 - 03.01.2017 03:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","91","2592","n/e","n/e","13","n/e","n/e","n/e","n/e","121"
"BZN|NO3","03.01.2017 03:00 - 03.01.2017 04:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","91","2568","n/e","n/e","12","n/e","n/e","n/e","n/e","147"
"BZN|NO3","03.01.2017 04:00 - 03.01.2017 05:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","91","2643","n/e","n/e","12","n/e","n/e","n/e","n/e","188"
"BZN|NO3","03.01.2017 05:00 - 03.01.2017 06:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","91","2667","n/e","n/e","12","n/e","n/e","n/e","n/e","207"
"BZN|NO3","03.01.2017 06:00 - 03.01.2017 07:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","97","2650","n/e","n/e","12","n/e","n/e","n/e","n/e","243"
"BZN|NO3","03.01.2017 07:00 - 03.01.2017 08:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","96","2883","n/e","n/e","12","n/e","n/e","n/e","n/e","275"
"BZN|NO3","03.01.2017 08:00 - 03.01.2017 09:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","96","3046","n/e","n/e","12","n/e","n/e","n/e","n/e","269"
"BZN|NO3","03.01.2017 09:00 - 03.01.2017 10:00 (CET)","n/e","n/e","n/e","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","96","3068","n/e","n/e","12","n/e","n/e","n/e","n/e","272"
"BZN|NO3","03.01.2017 10:00 - 03.01.2017 11:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","96","3053","n/e","n/e","11","n/e","n/e","n/e","n/e","276"
"BZN|NO3","03.01.2017 11:00 - 03.01.2017 12:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","95","3054","n/e","n/e","12","n/e","n/e","n/e","n/e","255"
"BZN|NO3","03.01.2017 12:00 - 03.01.2017 13:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","95","3048","n/e","n/e","12","n/e","n/e","n/e","n/e","244"
"BZN|NO3","03.01.2017 13:00 - 03.01.2017 14:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","92","3056","n/e","n/e","11","n/e","n/e","n/e","n/e","237"
"BZN|NO3","03.01.2017 14:00 - 03.01.2017 15:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","93","3108","n/e","n/e","11","n/e","n/e","n/e","n/e","186"
"BZN|NO3","03.01.2017 15:00 - 03.01.2017 16:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","96","3056","n/e","n/e","11","n/e","n/e","n/e","n/e","197"
"BZN|NO3","03.01.2017 16:00 - 03.01.2017 17:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","3067","n/e","n/e","11","n/e","n/e","n/e","n/e","166"
"BZN|NO3","03.01.2017 17:00 - 03.01.2017 18:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","3015","n/e","n/e","11","n/e","n/e","n/e","n/e","148"
"BZN|NO3","03.01.2017 18:00 - 03.01.2017 19:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","2899","n/e","n/e","11","n/e","n/e","n/e","n/e","132"
"BZN|NO3","03.01.2017 19:00 - 03.01.2017 20:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","2726","n/e","n/e","11","n/e","n/e","n/e","n/e","125"
"BZN|NO3","03.01.2017 20:00 - 03.01.2017 21:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","2678","n/e","n/e","11","n/e","n/e","n/e","n/e","107"
"BZN|NO3","03.01.2017 21:00 - 03.01.2017 22:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","2529","n/e","n/e","11","n/e","n/e","n/e","n/e","156"
"BZN|NO3","03.01.2017 22:00 - 03.01.2017 23:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","89","2279","n/e","n/e","11","n/e","n/e","n/e","n/e","138"
"BZN|NO3","03.01.2017 23:00 - 04.01.2017 00:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","89","2116","n/e","n/e","11","n/e","n/e","n/e","n/e","149"
"BZN|NO3","04.01.2017 00:00 - 04.01.2017 01:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","75","2108","n/e","n/e","11","n/e","n/e","n/e","n/e","173"
"BZN|NO3","04.01.2017 01:00 - 04.01.2017 02:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","75","2030","n/e","n/e","11","n/e","n/e","n/e","n/e","96"
"BZN|NO3","04.01.2017 02:00 - 04.01.2017 03:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","74","1916","n/e","n/e","11","n/e","n/e","n/e","n/e","113"
"BZN|NO3","04.01.2017 03:00 - 04.01.2017 04:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","75","1889","n/e","n/e","11","n/e","n/e","n/e","n/e","213"
"BZN|NO3","04.01.2017 04:00 - 04.01.2017 05:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","74","1890","n/e","n/e","11","n/e","n/e","n/e","n/e","209"
"BZN|NO3","04.01.2017 05:00 - 04.01.2017 06:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","73","2054","n/e","n/e","11","n/e","n/e","n/e","n/e","192"
"BZN|NO3","04.01.2017 06:00 - 04.01.2017 07:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","80","2398","n/e","n/e","11","n/e","n/e","n/e","n/e","174"
"BZN|NO3","04.01.2017 07:00 - 04.01.2017 08:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","80","2771","n/e","n/e","11","n/e","n/e","n/e","n/e","136"
"BZN|NO3","04.01.2017 08:00 - 04.01.2017 09:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","80","2969","n/e","n/e","11","n/e","n/e","n/e","n/e","98"
"BZN|NO3","04.01.2017 09:00 - 04.01.2017 10:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","80","3123","n/e","n/e","11","n/e","n/e","n/e","n/e","85"
"BZN|NO3","04.01.2017 10:00 - 04.01.2017 11:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","79","3149","n/e","n/e","11","n/e","n/e","n/e","n/e","36"
"BZN|NO3","04.01.2017 11:00 - 04.01.2017 12:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","79","3199","n/e","n/e","9","n/e","n/e","n/e","n/e","47"
"BZN|NO3","04.01.2017 12:00 - 04.01.2017 13:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","78","3174","n/e","n/e","9","n/e","n/e","n/e","n/e","51"
"BZN|NO3","04.01.2017 13:00 - 04.01.2017 14:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","78","3160","n/e","n/e","9","n/e","n/e","n/e","n/e","59"
"BZN|NO3","04.01.2017 14:00 - 04.01.2017 15:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","77","3155","n/e","n/e","9","n/e","n/e","n/e","n/e","53"
"BZN|NO3","04.01.2017 15:00 - 04.01.2017 16:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","77","3202","n/e","n/e","9","n/e","n/e","n/e","n/e","47"
"BZN|NO3","04.01.2017 16:00 - 04.01.2017 17:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","77","3234","n/e","n/e","9","n/e","n/e","n/e","n/e","53"
"BZN|NO3","04.01.2017 17:00 - 04.01.2017 18:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","81","3278","n/e","n/e","9","n/e","n/e","n/e","n/e","51"
"BZN|NO3","04.01.2017 18:00 - 04.01.2017 19:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","79","3278","n/e","n/e","9","n/e","n/e","n/e","n/e","44"
"BZN|NO3","04.01.2017 19:00 - 04.01.2017 20:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","79","3203","n/e","n/e","9","n/e","n/e","n/e","n/e","36"
"BZN|NO3","04.01.2017 20:00 - 04.01.2017 21:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","79","3169","n/e","n/e","9","n/e","n/e","n/e","n/e","34"
"BZN|NO3","04.01.2017 21:00 - 04.01.2017 22:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","79","3076","n/e","n/e","8","n/e","n/e","n/e","n/e","34"
"BZN|NO3","04.01.2017 22:00 - 04.01.2017 23:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","68","3051","n/e","n/e","8","n/e","n/e","n/e","n/e","35"
"BZN|NO3","04.01.2017 23:00 - 05.01.2017 00:00 (CET)","n/e","n/e","n/e","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","67","2783","n/e","n/e","8","n/e","n/e","n/e","n/e","37"
"BZN|NO3","05.01.2017 00:00 - 05.01.2017 01:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","59","2532","n/e","n/e","8","n/e","n/e","n/e","n/e","41"
"BZN|NO3","05.01.2017 01:00 - 05.01.2017 02:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","59","2555","n/e","n/e","8","n/e","n/e","n/e","n/e","51"
"BZN|NO3","05.01.2017 02:00 - 05.01.2017 03:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","59","2577","n/e","n/e","8","n/e","n/e","n/e","n/e","70"
"BZN|NO3","05.01.2017 03:00 - 05.01.2017 04:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","58","2585","n/e","n/e","8","n/e","n/e","n/e","n/e","93"
"BZN|NO3","05.01.2017 04:00 - 05.01.2017 05:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","58","2620","n/e","n/e","8","n/e","n/e","n/e","n/e","110"
"BZN|NO3","05.01.2017 05:00 - 05.01.2017 06:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","58","2734","n/e","n/e","8","n/e","n/e","n/e","n/e","114"
"BZN|NO3","05.01.2017 06:00 - 05.01.2017 07:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","65","2967","n/e","n/e","8","n/e","n/e","n/e","n/e","108"
"BZN|NO3","05.01.2017 07:00 - 05.01.2017 08:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","65","3145","n/e","n/e","8","n/e","n/e","n/e","n/e","118"
"BZN|NO3","05.01.2017 08:00 - 05.01.2017 09:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","65","3280","n/e","n/e","8","n/e","n/e","n/e","n/e","119"
"BZN|NO3","05.01.2017 09:00 - 05.01.2017 10:00 (CET)","n/e","n/e","n/e","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","65","3263","n/e","n/e","7","n/e","n/e","n/e","n/e","124"
"BZN|NO3","05.01.2017 10:00 - 05.01.2017 11:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","3356","n/e","n/e","7","n/e","n/e","n/e","n/e","115"
"BZN|NO3","05.01.2017 11:00 - 05.01.2017 12:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","3319","n/e","n/e","7","n/e","n/e","n/e","n/e","124"
"BZN|NO3","05.01.2017 12:00 - 05.01.2017 13:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","65","3237","n/e","n/e","7","n/e","n/e","n/e","n/e","140"
"BZN|NO3","05.01.2017 13:00 - 05.01.2017 14:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","3109","n/e","n/e","7","n/e","n/e","n/e","n/e","153"
"BZN|NO3","05.01.2017 14:00 - 05.01.2017 15:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","3186","n/e","n/e","6","n/e","n/e","n/e","n/e","164"
"BZN|NO3","05.01.2017 15:00 - 05.01.2017 16:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","3158","n/e","n/e","6","n/e","n/e","n/e","n/e","176"
"BZN|NO3","05.01.2017 16:00 - 05.01.2017 17:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","3128","n/e","n/e","6","n/e","n/e","n/e","n/e","194"
"BZN|NO3","05.01.2017 17:00 - 05.01.2017 18:00 (CET)","n/e","n/e","n/e","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","3096","n/e","n/e","6","n/e","n/e","n/e","n/e","185"
