"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO2","02.01.2017 03:00 - 02.01.2017 04:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","228","4295","n/e","n/e","10","n/e","n/e","n/e","n/e","65"
"BZN|NO2","02.01.2017 04:00 - 02.01.2017 05:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","228","5062","n/e","n/e","10","n/e","n/e","n/e","n/e","60"
"BZN|NO2","02.01.2017 05:00 - 02.01.2017 06:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","227","6284","n/e","n/e","10","n/e","n/e","n/e","n/e","61"
"BZN|NO2","02.01.2017 06:00 - 02.01.2017 07:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","7362","n/e","n/e","10","n/e","n/e","n/e","n/e","53"
"BZN|NO2","02.01.2017 07:00 - 02.01.2017 08:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","237","8126","n/e","n/e","10","n/e","n/e","n/e","n/e","51"
"BZN|NO2","02.01.2017 08:00 - 02.01.2017 09:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","243","8421","n/e","n/e","10","n/e","n/e","n/e","n/e","46"
"BZN|NO2","02.01.2017 09:00 - 02.01.2017 10:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","263","8390","n/e","n/e","10","n/e","n/e","n/e","n/e","48"
"BZN|NO2","02.01.2017 10:00 - 02.01.2017 11:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","279","8494","n/e","n/e","9","n/e","n/e","n/e","n/e","53"
"BZN|NO2","02.01.2017 11:00 - 02.01.2017 12:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","280","8396","n/e","n/e","10","n/e","n/e","n/e","n/e","51"
"BZN|NO2","02.01.2017 12:00 - 02.01.2017 13:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","284","8435","n/e","n/e","10","n/e","n/e","n/e","n/e","50"
"BZN|NO2","02.01.2017 13:00 - 02.01.2017 14:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","280","8526","n/e","n/e","10","n/e","n/e","n/e","n/e","48"
"BZN|NO2","02.01.2017 14:00 - 02.01.2017 15:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","282","8572","n/e","n/e","10","n/e","n/e","n/e","n/e","51"
"BZN|NO2","02.01.2017 15:00 - 02.01.2017 16:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","279","8722","n/e","n/e","10","n/e","n/e","n/e","n/e","47"
"BZN|NO2","02.01.2017 16:00 - 02.01.2017 17:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","283","8801","n/e","n/e","9","n/e","n/e","n/e","n/e","50"
"BZN|NO2","02.01.2017 17:00 - 02.01.2017 18:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","284","8796","n/e","n/e","9","n/e","n/e","n/e","n/e","46"
"BZN|NO2","02.01.2017 18:00 - 02.01.2017 19:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","283","8611","n/e","n/e","9","n/e","n/e","n/e","n/e","36"
"BZN|NO2","02.01.2017 19:00 - 02.01.2017 20:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","282","8501","n/e","n/e","9","n/e","n/e","n/e","n/e","22"
"BZN|NO2","02.01.2017 20:00 - 02.01.2017 21:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","279","8240","n/e","n/e","9","n/e","n/e","n/e","n/e","14"
"BZN|NO2","02.01.2017 21:00 - 02.01.2017 22:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","279","8362","n/e","n/e","9","n/e","n/e","n/e","n/e","12"
"BZN|NO2","02.01.2017 22:00 - 02.01.2017 23:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","279","8213","n/e","n/e","9","n/e","n/e","n/e","n/e","10"
"BZN|NO2","02.01.2017 23:00 - 03.01.2017 00:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","279","7770","n/e","n/e","9","n/e","n/e","n/e","n/e","10"
"BZN|NO2","03.01.2017 00:00 - 03.01.2017 01:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","284","7344","n/e","n/e","8","n/e","n/e","n/e","n/e","43"
"BZN|NO2","03.01.2017 01:00 - 03.01.2017 02:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","286","6827","n/e","n/e","8","n/e","n/e","n/e","n/e","58"
"BZN|NO2","03.01.2017 02:00 - 03.01.2017 03:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","285","6387","n/e","n/e","8","n/e","n/e","n/e","n/e","67"
"BZN|NO2","03.01.2017 03:00 - 03.01.2017 04:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","286","6485","n/e","n/e","8","n/e","n/e","n/e","n/e","55"
"BZN|NO2","03.01.2017 04:00 - 03.01.2017 05:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","286","6812","n/e","n/e","7","n/e","n/e","n/e","n/e","44"
"BZN|NO2","03.01.2017 05:00 - 03.01.2017 06:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","284","7288","n/e","n/e","7","n/e","n/e","n/e","n/e","38"
"BZN|NO2","03.01.2017 06:00 - 03.01.2017 07:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","286","7961","n/e","n/e","7","n/e","n/e","n/e","n/e","46"
"BZN|NO2","03.01.2017 07:00 - 03.01.2017 08:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","288","8426","n/e","n/e","7","n/e","n/e","n/e","n/e","103"
"BZN|NO2","03.01.2017 08:00 - 03.01.2017 09:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","289","8171","n/e","n/e","7","n/e","n/e","n/e","n/e","159"
"BZN|NO2","03.01.2017 09:00 - 03.01.2017 10:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","292","7913","n/e","n/e","8","n/e","n/e","n/e","n/e","186"
"BZN|NO2","03.01.2017 10:00 - 03.01.2017 11:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","295","7711","n/e","n/e","8","n/e","n/e","n/e","n/e","207"
"BZN|NO2","03.01.2017 11:00 - 03.01.2017 12:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","299","7349","n/e","n/e","8","n/e","n/e","n/e","n/e","231"
"BZN|NO2","03.01.2017 12:00 - 03.01.2017 13:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","303","6937","n/e","n/e","8","n/e","n/e","n/e","n/e","219"
"BZN|NO2","03.01.2017 13:00 - 03.01.2017 14:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","303","6589","n/e","n/e","8","n/e","n/e","n/e","n/e","239"
"BZN|NO2","03.01.2017 14:00 - 03.01.2017 15:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","304","6477","n/e","n/e","8","n/e","n/e","n/e","n/e","242"
"BZN|NO2","03.01.2017 15:00 - 03.01.2017 16:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","306","6265","n/e","n/e","8","n/e","n/e","n/e","n/e","243"
"BZN|NO2","03.01.2017 16:00 - 03.01.2017 17:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","305","6166","n/e","n/e","8","n/e","n/e","n/e","n/e","241"
"BZN|NO2","03.01.2017 17:00 - 03.01.2017 18:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","306","6329","n/e","n/e","8","n/e","n/e","n/e","n/e","235"
"BZN|NO2","03.01.2017 18:00 - 03.01.2017 19:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","305","6194","n/e","n/e","8","n/e","n/e","n/e","n/e","226"
"BZN|NO2","03.01.2017 19:00 - 03.01.2017 20:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","306","6009","n/e","n/e","8","n/e","n/e","n/e","n/e","230"
"BZN|NO2","03.01.2017 20:00 - 03.01.2017 21:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","305","5703","n/e","n/e","8","n/e","n/e","n/e","n/e","235"
"BZN|NO2","03.01.2017 21:00 - 03.01.2017 22:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","305","5737","n/e","n/e","8","n/e","n/e","n/e","n/e","232"
"BZN|NO2","03.01.2017 22:00 - 03.01.2017 23:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","305","5467","n/e","n/e","8","n/e","n/e","n/e","n/e","231"
"BZN|NO2","03.01.2017 23:00 - 04.01.2017 00:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","306","4935","n/e","n/e","8","n/e","n/e","n/e","n/e","237"
"BZN|NO2","04.01.2017 00:00 - 04.01.2017 01:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","297","4408","n/e","n/e","8","n/e","n/e","n/e","n/e","242"
"BZN|NO2","04.01.2017 01:00 - 04.01.2017 02:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","296","4446","n/e","n/e","8","n/e","n/e","n/e","n/e","239"
"BZN|NO2","04.01.2017 02:00 - 04.01.2017 03:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","297","4171","n/e","n/e","8","n/e","n/e","n/e","n/e","227"
"BZN|NO2","04.01.2017 03:00 - 04.01.2017 04:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","297","4100","n/e","n/e","8","n/e","n/e","n/e","n/e","210"
"BZN|NO2","04.01.2017 04:00 - 04.01.2017 05:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","296","4005","n/e","n/e","7","n/e","n/e","n/e","n/e","210"
"BZN|NO2","04.01.2017 05:00 - 04.01.2017 06:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","297","4305","n/e","n/e","8","n/e","n/e","n/e","n/e","212"
"BZN|NO2","04.01.2017 06:00 - 04.01.2017 07:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","298","5513","n/e","n/e","8","n/e","n/e","n/e","n/e","200"
"BZN|NO2","04.01.2017 07:00 - 04.01.2017 08:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","296","6452","n/e","n/e","7","n/e","n/e","n/e","n/e","185"
"BZN|NO2","04.01.2017 08:00 - 04.01.2017 09:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","296","7046","n/e","n/e","7","n/e","n/e","n/e","n/e","199"
"BZN|NO2","04.01.2017 09:00 - 04.01.2017 10:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","297","7282","n/e","n/e","7","n/e","n/e","n/e","n/e","199"
"BZN|NO2","04.01.2017 10:00 - 04.01.2017 11:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","297","7340","n/e","n/e","7","n/e","n/e","n/e","n/e","211"
"BZN|NO2","04.01.2017 11:00 - 04.01.2017 12:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","297","7348","n/e","n/e","7","n/e","n/e","n/e","n/e","202"
"BZN|NO2","04.01.2017 12:00 - 04.01.2017 13:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","297","7233","n/e","n/e","7","n/e","n/e","n/e","n/e","177"
"BZN|NO2","04.01.2017 13:00 - 04.01.2017 14:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","297","7155","n/e","n/e","7","n/e","n/e","n/e","n/e","165"
"BZN|NO2","04.01.2017 14:00 - 04.01.2017 15:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","296","7170","n/e","n/e","7","n/e","n/e","n/e","n/e","156"
"BZN|NO2","04.01.2017 15:00 - 04.01.2017 16:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","296","7237","n/e","n/e","7","n/e","n/e","n/e","n/e","134"
"BZN|NO2","04.01.2017 16:00 - 04.01.2017 17:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","295","7473","n/e","n/e","7","n/e","n/e","n/e","n/e","117"
"BZN|NO2","04.01.2017 17:00 - 04.01.2017 18:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","297","7838","n/e","n/e","6","n/e","n/e","n/e","n/e","94"
"BZN|NO2","04.01.2017 18:00 - 04.01.2017 19:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","296","7639","n/e","n/e","6","n/e","n/e","n/e","n/e","89"
"BZN|NO2","04.01.2017 19:00 - 04.01.2017 20:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","295","7812","n/e","n/e","6","n/e","n/e","n/e","n/e","77"
"BZN|NO2","04.01.2017 20:00 - 04.01.2017 21:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","295","7916","n/e","n/e","6","n/e","n/e","n/e","n/e","53"
"BZN|NO2","04.01.2017 21:00 - 04.01.2017 22:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","295","7910","n/e","n/e","6","n/e","n/e","n/e","n/e","48"
"BZN|NO2","04.01.2017 22:00 - 04.01.2017 23:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","292","7657","n/e","n/e","6","n/e","n/e","n/e","n/e","32"
"BZN|NO2","04.01.2017 23:00 - 05.01.2017 00:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","291","6927","n/e","n/e","6","n/e","n/e","n/e","n/e","32"
"BZN|NO2","05.01.2017 00:00 - 05.01.2017 01:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","291","6919","n/e","n/e","5","n/e","n/e","n/e","n/e","44"
"BZN|NO2","05.01.2017 01:00 - 05.01.2017 02:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","290","6600","n/e","n/e","5","n/e","n/e","n/e","n/e","43"
"BZN|NO2","05.01.2017 02:00 - 05.01.2017 03:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","291","6483","n/e","n/e","5","n/e","n/e","n/e","n/e","45"
"BZN|NO2","05.01.2017 03:00 - 05.01.2017 04:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","291","6555","n/e","n/e","5","n/e","n/e","n/e","n/e","38"
"BZN|NO2","05.01.2017 04:00 - 05.01.2017 05:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","291","7232","n/e","n/e","5","n/e","n/e","n/e","n/e","34"
"BZN|NO2","05.01.2017 05:00 - 05.01.2017 06:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","290","7927","n/e","n/e","4","n/e","n/e","n/e","n/e","27"
"BZN|NO2","05.01.2017 06:00 - 05.01.2017 07:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","288","8310","n/e","n/e","4","n/e","n/e","n/e","n/e","27"
"BZN|NO2","05.01.2017 07:00 - 05.01.2017 08:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","288","8992","n/e","n/e","4","n/e","n/e","n/e","n/e","22"
"BZN|NO2","05.01.2017 08:00 - 05.01.2017 09:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","288","8969","n/e","n/e","4","n/e","n/e","n/e","n/e","20"
"BZN|NO2","05.01.2017 09:00 - 05.01.2017 10:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","287","8900","n/e","n/e","4","n/e","n/e","n/e","n/e","23"
"BZN|NO2","05.01.2017 10:00 - 05.01.2017 11:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","287","8978","n/e","n/e","4","n/e","n/e","n/e","n/e","27"
"BZN|NO2","05.01.2017 11:00 - 05.01.2017 12:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","286","8898","n/e","n/e","4","n/e","n/e","n/e","n/e","31"
"BZN|NO2","05.01.2017 12:00 - 05.01.2017 13:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","285","8833","n/e","n/e","4","n/e","n/e","n/e","n/e","35"
"BZN|NO2","05.01.2017 13:00 - 05.01.2017 14:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","284","8917","n/e","n/e","4","n/e","n/e","n/e","n/e","37"
"BZN|NO2","05.01.2017 14:00 - 05.01.2017 15:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","285","8995","n/e","n/e","4","n/e","n/e","n/e","n/e","42"
"BZN|NO2","05.01.2017 15:00 - 05.01.2017 16:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","285","8995","n/e","n/e","4","n/e","n/e","n/e","n/e","76"
"BZN|NO2","05.01.2017 16:00 - 05.01.2017 17:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","285","9228","n/e","n/e","4","n/e","n/e","n/e","n/e","81"
"BZN|NO2","05.01.2017 17:00 - 05.01.2017 18:00 (CET)","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","285","9219","n/e","n/e","4","n/e","n/e","n/e","n/e","87"
