"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO1","01.01.2017 00:00 - 01.01.2017 01:00 (CET)","n/e","n/e","n/e","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","633","836","n/e","n/e","0","n/e","n/e","n/e","n/e","0"
"BZN|NO1","01.01.2017 01:00 - 01.01.2017 02:00 (CET)","n/e","n/e","n/e","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","629","839","n/e","n/e","0","n/e","n/e","n/e","n/e","0"
"BZN|NO1","01.01.2017 02:00 - 01.01.2017 03:00 (CET)","n/e","n/e","n/e","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","614","826","n/e","n/e","0","n/e","n/e","n/e","n/e","0"
"BZN|NO1","01.01.2017 03:00 - 01.01.2017 04:00 (CET)","n/e","n/e","n/e","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","611","823","n/e","n/e","0","n/e","n/e","n/e","n/e","0"
"BZN|NO1","01.01.2017 04:00 - 01.01.2017 05:00 (CET)","n/e","n/e","n/e","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","613","801","n/e","n/e","0","n/e","n/e","n/e","n/e","0"
"BZN|NO1","01.01.2017 05:00 - 01.01.2017 06:00 (CET)","n/e","n/e","n/e","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","610","792","n/e","n/e","0","n/e","n/e","n/e","n/e","0"
"BZN|NO1","01.01.2017 06:00 - 01.01.2017 07:00 (CET)","n/e","n/e","n/e","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","614","792","n/e","n/e","0","n/e","n/e","n/e","n/e","0"
"BZN|NO1","01.01.2017 07:00 - 01.01.2017 08:00 (CET)","n/e","n/e","n/e","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","620","860","n/e","n/e","0","n/e","n/e","n/e","n/e","0"
"BZN|NO1","01.01.2017 08:00 - 01.01.2017 09:00 (CET)","n/e","n/e","n/e","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","618","915","n/e","n/e","0","n/e","n/e","n/e","n/e","0"
"BZN|NO1","01.01.2017 09:00 - 01.01.2017 10:00 (CET)","n/e","n/e","n/e","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","619","915","n/e","n/e","0","n/e","n/e","n/e","n/e","0"
