"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|PL","03.01.2017 06:00 - 03.01.2017 07:00 (CET)","193","6196","55","648","9782","228","n/e","n/e","n/e","17","","223","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2433"
"BZN|PL","03.01.2017 07:00 - 03.01.2017 08:00 (CET)","192","6471","55","658","10256","228","n/e","n/e","n/e","37","","224","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2471"
"BZN|PL","03.01.2017 08:00 - 03.01.2017 09:00 (CET)","192","6598","56","660","10722","228","n/e","n/e","n/e","18","","256","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2333"
"BZN|PL","03.01.2017 09:00 - 03.01.2017 10:00 (CET)","191","6835","55","659","11320","228","n/e","n/e","n/e","254","","276","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2070"
"BZN|PL","03.01.2017 10:00 - 03.01.2017 11:00 (CET)","192","6977","55","660","11223","228","n/e","n/e","n/e","314","","275","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2147"
"BZN|PL","03.01.2017 11:00 - 03.01.2017 12:00 (CET)","190","6936","55","660","11273","228","n/e","n/e","n/e","339","","275","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2342"
"BZN|PL","03.01.2017 12:00 - 03.01.2017 13:00 (CET)","191","6907","55","660","10712","227","n/e","n/e","n/e","293","","268","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2468"
"BZN|PL","03.01.2017 13:00 - 03.01.2017 14:00 (CET)","191","6931","55","659","10547","227","n/e","n/e","n/e","398","","268","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2536"
"BZN|PL","03.01.2017 14:00 - 03.01.2017 15:00 (CET)","191","6702","55","658","10280","227","n/e","n/e","n/e","292","","258","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2808"
"BZN|PL","03.01.2017 15:00 - 03.01.2017 16:00 (CET)","192","6485","55","659","10194","227","n/e","n/e","n/e","293","","259","50","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3160"
"BZN|PL","03.01.2017 16:00 - 03.01.2017 17:00 (CET)","191","6289","55","658","10380","226","n/e","n/e","n/e","667","","263","58","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3550"
"BZN|PL","03.01.2017 17:00 - 03.01.2017 18:00 (CET)","191","5887","55","659","10336","226","n/e","n/e","n/e","952","","279","58","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3999"
"BZN|PL","03.01.2017 18:00 - 03.01.2017 19:00 (CET)","192","5529","55","659","10137","228","n/e","n/e","n/e","923","","286","58","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4376"
"BZN|PL","03.01.2017 19:00 - 03.01.2017 20:00 (CET)","191","5699","55","659","9936","229","n/e","n/e","n/e","756","","283","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4698"
"BZN|PL","03.01.2017 20:00 - 03.01.2017 21:00 (CET)","191","5409","54","659","9603","229","n/e","n/e","n/e","439","","274","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4888"
"BZN|PL","03.01.2017 21:00 - 03.01.2017 22:00 (CET)","191","4748","55","658","9349","230","n/e","n/e","n/e","242","","259","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5006"
"BZN|PL","03.01.2017 22:00 - 03.01.2017 23:00 (CET)","191","4218","56","610","8782","230","n/e","n/e","n/e","0","","229","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4977"
"BZN|PL","03.01.2017 23:00 - 04.01.2017 00:00 (CET)","191","3793","55","592","7903","230","n/e","n/e","n/e","0","","214","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4963"
"BZN|PL","04.01.2017 00:00 - 04.01.2017 01:00 (CET)","192","3470","55","589","7652","230","n/e","n/e","n/e","0","","213","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4976"
"BZN|PL","04.01.2017 01:00 - 04.01.2017 02:00 (CET)","191","3642","55","588","7662","230","n/e","n/e","n/e","0","","212","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4920"
"BZN|PL","04.01.2017 02:00 - 04.01.2017 03:00 (CET)","192","3591","55","587","7515","229","n/e","n/e","n/e","0","","212","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4875"
"BZN|PL","04.01.2017 03:00 - 04.01.2017 04:00 (CET)","191","3723","55","588","7532","229","n/e","n/e","n/e","0","","212","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4831"
"BZN|PL","04.01.2017 04:00 - 04.01.2017 05:00 (CET)","191","4064","55","587","8030","229","n/e","n/e","n/e","0","","212","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4802"
"BZN|PL","04.01.2017 05:00 - 04.01.2017 06:00 (CET)","191","4158","55","586","8098","229","n/e","n/e","n/e","0","","212","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4746"
"BZN|PL","04.01.2017 06:00 - 04.01.2017 07:00 (CET)","192","4938","55","591","8385","229","n/e","n/e","n/e","0","","212","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4715"
"BZN|PL","04.01.2017 07:00 - 04.01.2017 08:00 (CET)","192","5856","55","613","9354","229","n/e","n/e","n/e","0","","214","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4657"
"BZN|PL","04.01.2017 08:00 - 04.01.2017 09:00 (CET)","191","6160","55","651","10002","230","n/e","n/e","n/e","112","","234","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4636"
"BZN|PL","04.01.2017 09:00 - 04.01.2017 10:00 (CET)","191","6372","54","651","9873","231","n/e","n/e","n/e","152","","240","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4601"
"BZN|PL","04.01.2017 10:00 - 04.01.2017 11:00 (CET)","191","6407","55","651","9586","232","n/e","n/e","n/e","154","","243","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4697"
"BZN|PL","04.01.2017 11:00 - 04.01.2017 12:00 (CET)","191","6506","55","650","9588","234","n/e","n/e","n/e","229","","233","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4666"
"BZN|PL","04.01.2017 12:00 - 04.01.2017 13:00 (CET)","191","6545","55","650","9695","234","n/e","n/e","n/e","212","","235","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4644"
"BZN|PL","04.01.2017 13:00 - 04.01.2017 14:00 (CET)","191","6632","54","649","9862","235","n/e","n/e","n/e","293","","236","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4519"
"BZN|PL","04.01.2017 14:00 - 04.01.2017 15:00 (CET)","192","6588","54","649","9732","234","n/e","n/e","n/e","276","","230","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4487"
"BZN|PL","04.01.2017 15:00 - 04.01.2017 16:00 (CET)","193","6520","53","651","9576","235","n/e","n/e","n/e","357","","227","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4529"
"BZN|PL","04.01.2017 16:00 - 04.01.2017 17:00 (CET)","191","6632","53","651","10016","236","n/e","n/e","n/e","669","","235","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4626"
"BZN|PL","04.01.2017 17:00 - 04.01.2017 18:00 (CET)","191","6558","52","650","10002","237","n/e","n/e","n/e","837","","246","50","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4641"
"BZN|PL","04.01.2017 18:00 - 04.01.2017 19:00 (CET)","191","6593","51","651","9880","235","n/e","n/e","n/e","613","","265","58","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4559"
"BZN|PL","04.01.2017 19:00 - 04.01.2017 20:00 (CET)","192","6721","49","652","9892","235","n/e","n/e","n/e","288","","267","58","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4621"
