"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|FR","01.07.2017 09:00 - 01.07.2017 10:00 (CET)","311","n/e","n/e","1943","375","271","n/e","n/e","n/e","109","","4758","1084","n/e","34427","n/e","n/e","1612","253","n/e","3061"
"BZN|FR","01.07.2017 10:00 - 01.07.2017 11:00 (CET)","308","n/e","n/e","1923","374","273","n/e","n/e","n/e","349","","4717","1386","n/e","34474","n/e","n/e","2148","250","n/e","3085"
"BZN|FR","01.07.2017 11:00 - 01.07.2017 12:00 (CET)","307","n/e","n/e","1863","381","273","n/e","n/e","n/e","92","","4828","1529","n/e","34502","n/e","n/e","2556","251","n/e","3187"
"BZN|FR","01.07.2017 12:00 - 01.07.2017 13:00 (CET)","308","n/e","n/e","1854","375","273","n/e","n/e","n/e","844","","4928","1710","n/e","34420","n/e","n/e","2732","247","n/e","3459"
"BZN|FR","01.07.2017 13:00 - 01.07.2017 14:00 (CET)","311","n/e","n/e","1858","351","272","n/e","n/e","n/e","59","","4773","1490","n/e","34152","n/e","n/e","2707","244","n/e","3770"
"BZN|FR","01.07.2017 14:00 - 01.07.2017 15:00 (CET)","309","n/e","n/e","1823","331","271","n/e","n/e","n/e","","1097","4585","902","n/e","33910","n/e","n/e","2578","247","n/e","3638"
"BZN|FR","01.07.2017 15:00 - 01.07.2017 16:00 (CET)","298","n/e","n/e","1659","318","271","n/e","n/e","n/e","","1264","4511","715","n/e","33368","n/e","n/e","2476","255","n/e","3656"
"BZN|FR","01.07.2017 16:00 - 01.07.2017 17:00 (CET)","302","n/e","n/e","1699","336","271","n/e","n/e","n/e","","1257","4437","720","n/e","33392","n/e","n/e","2285","252","n/e","3597"
"BZN|FR","01.07.2017 17:00 - 01.07.2017 18:00 (CET)","299","n/e","n/e","1759","337","271","n/e","n/e","n/e","","668","4464","875","n/e","33511","n/e","n/e","1925","255","n/e","3435"
"BZN|FR","01.07.2017 18:00 - 01.07.2017 19:00 (CET)","298","n/e","n/e","2010","330","271","n/e","n/e","n/e","","305","4802","1212","n/e","33457","n/e","n/e","1378","259","n/e","3113"
"BZN|FR","01.07.2017 19:00 - 01.07.2017 20:00 (CET)","298","n/e","n/e","2060","350","271","n/e","n/e","n/e","325","","5117","1396","n/e","33615","n/e","n/e","735","261","n/e","2803"
"BZN|FR","01.07.2017 20:00 - 01.07.2017 21:00 (CET)","300","n/e","n/e","1937","328","271","n/e","n/e","n/e","4","","5095","1478","n/e","33595","n/e","n/e","291","262","n/e","2826"
