Datum;von;bis;50Hertz (MW);Amprion (MW);TenneT TSO (MW);TransnetBW (MW)
01.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
01.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
01.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
01.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
01.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
01.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
01.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
01.01.2017;07:00;08:00;0,00;0,00;0,00;0,75
01.01.2017;08:00;09:00;90,00;40,08;99,53;44,25
01.01.2017;09:00;10:00;683,18;346,90;703,19;350,25
01.01.2017;10:00;11:00;1421,89;881,56;1574,30;809,75
01.01.2017;11:00;12:00;1926,01;1455,46;2333,71;1142,50
01.01.2017;12:00;13:00;2107,24;1841,77;2641,36;1373,00
01.01.2017;13:00;14:00;1702,37;1728,14;2398,60;1298,00
01.01.2017;14:00;15:00;991,11;1125,09;1632,12;922,25
01.01.2017;15:00;16:00;259,17;423,48;630,78;367,00
01.01.2017;16:00;17:00;2,77;27,74;48,38;40,50
01.01.2017;17:00;18:00;0,00;0,00;0,00;0,25
01.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
01.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
01.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
01.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
01.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
01.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
02.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
02.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
02.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
02.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
02.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
02.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
02.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
02.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
02.01.2017;08:00;09:00;16,50;25,04;42,07;21,75
02.01.2017;09:00;10:00;126,72;180,97;344,50;122,00
02.01.2017;10:00;11:00;309,66;395,79;649,12;273,00
02.01.2017;11:00;12:00;578,09;587,84;903,83;335,25
02.01.2017;12:00;13:00;704,58;821,63;1029,59;324,50
02.01.2017;13:00;14:00;557,73;838,08;905,31;240,50
02.01.2017;14:00;15:00;324,48;590,11;527,15;141,50
02.01.2017;15:00;16:00;84,07;267,89;172,60;38,00
02.01.2017;16:00;17:00;0,83;27,52;12,74;7,00
02.01.2017;17:00;18:00;0,00;0,00;0,00;0,00
02.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
02.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
02.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
02.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
02.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
02.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
03.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
03.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
03.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
03.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
03.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
03.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
03.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
03.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
03.01.2017;08:00;09:00;11,50;3,95;16,76;37,25
03.01.2017;09:00;10:00;122,25;109,01;107,87;198,50
03.01.2017;10:00;11:00;287,07;312,50;235,01;334,00
03.01.2017;11:00;12:00;373,08;633,65;396,16;419,75
03.01.2017;12:00;13:00;380,16;834,50;462,39;476,75
03.01.2017;13:00;14:00;338,92;680,19;450,22;445,75
03.01.2017;14:00;15:00;210,24;397,24;289,27;330,25
03.01.2017;15:00;16:00;56,00;150,89;97,13;138,50
03.01.2017;16:00;17:00;0,99;13,58;10,24;22,00
03.01.2017;17:00;18:00;0,00;0,00;0,00;0,00
03.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
03.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
03.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
03.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
03.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
03.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
04.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
04.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
04.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
04.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
04.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
04.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
04.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
04.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
04.01.2017;08:00;09:00;24,25;3,11;15,07;6,75
04.01.2017;09:00;10:00;303,00;125,99;201,94;44,25
04.01.2017;10:00;11:00;660,58;373,97;578,44;140,25
04.01.2017;11:00;12:00;863,90;668,36;897,94;200,75
04.01.2017;12:00;13:00;909,86;897,04;962,70;214,75
04.01.2017;13:00;14:00;781,48;745,66;862,26;189,50
04.01.2017;14:00;15:00;368,83;556,28;574,11;112,00
04.01.2017;15:00;16:00;92,29;214,30;225,55;30,75
04.01.2017;16:00;17:00;1,92;18,33;18,67;6,00
04.01.2017;17:00;18:00;0,00;0,00;0,00;0,00
04.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
04.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
04.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
04.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
04.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
04.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
05.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
05.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
05.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
05.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
05.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
05.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
05.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
05.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
05.01.2017;08:00;09:00;34,25;11,10;31,04;39,25
05.01.2017;09:00;10:00;247,19;343,83;420,73;256,00
05.01.2017;10:00;11:00;454,48;1059,85;1123,46;357,00
05.01.2017;11:00;12:00;546,32;1675,42;1625,49;434,50
05.01.2017;12:00;13:00;608,01;1725,73;1639,45;489,75
05.01.2017;13:00;14:00;566,21;1520,97;1402,28;398,25
05.01.2017;14:00;15:00;382,81;1070,06;957,00;243,50
05.01.2017;15:00;16:00;114,02;471,88;376,40;123,25
05.01.2017;16:00;17:00;1,37;45,31;33,61;17,25
05.01.2017;17:00;18:00;0,00;0,00;0,00;0,00
05.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
05.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
05.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
05.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
05.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
05.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
06.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
06.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
06.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
06.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
06.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
06.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
06.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
06.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
06.01.2017;08:00;09:00;11,20;29,54;66,57;22,50
06.01.2017;09:00;10:00;365,95;469,86;672,23;168,25
06.01.2017;10:00;11:00;803,15;1188,41;1622,34;457,75
06.01.2017;11:00;12:00;1226,90;1936,38;2446,69;666,00
06.01.2017;12:00;13:00;1459,38;2210,60;2841,93;799,00
06.01.2017;13:00;14:00;1323,94;2101,60;2685,16;762,75
06.01.2017;14:00;15:00;888,04;1468,92;1940,24;582,50
06.01.2017;15:00;16:00;290,48;656,12;841,18;275,25
06.01.2017;16:00;17:00;5,33;62,53;74,43;40,75
06.01.2017;17:00;18:00;0,00;0,00;0,00;0,00
06.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
06.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
06.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
06.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
06.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
06.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
07.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
07.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
07.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
07.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
07.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
07.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
07.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
07.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
07.01.2017;08:00;09:00;14,25;10,99;40,40;27,25
07.01.2017;09:00;10:00;121,50;117,75;235,51;182,25
07.01.2017;10:00;11:00;277,73;262,26;452,76;381,50
07.01.2017;11:00;12:00;352,51;387,88;661,74;376,50
07.01.2017;12:00;13:00;339,34;418,48;688,60;346,75
07.01.2017;13:00;14:00;258,84;338,06;559,28;324,75
07.01.2017;14:00;15:00;121,93;217,75;350,60;190,00
07.01.2017;15:00;16:00;33,84;90,67;132,49;69,75
07.01.2017;16:00;17:00;0,89;7,01;11,68;9,50
07.01.2017;17:00;18:00;0,00;0,00;0,00;0,00
07.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
07.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
07.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
07.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
07.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
07.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
08.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
08.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
08.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
08.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
08.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
08.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
08.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
08.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
08.01.2017;08:00;09:00;2,30;2,48;10,91;7,00
08.01.2017;09:00;10:00;49,51;68,74;76,12;44,50
08.01.2017;10:00;11:00;128,76;215,84;177,81;97,50
08.01.2017;11:00;12:00;196,76;370,93;290,48;109,25
08.01.2017;12:00;13:00;238,09;434,86;342,00;101,25
08.01.2017;13:00;14:00;217,21;387,88;325,09;90,00
08.01.2017;14:00;15:00;150,45;287,37;217,85;58,50
08.01.2017;15:00;16:00;49,69;125,68;82,16;24,50
08.01.2017;16:00;17:00;1,44;10,42;8,66;5,00
08.01.2017;17:00;18:00;0,00;0,00;0,00;0,00
08.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
08.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
08.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
08.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
08.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
08.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
09.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
09.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
09.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
09.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
09.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
09.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
09.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
09.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
09.01.2017;08:00;09:00;9,75;2,03;11,20;11,50
09.01.2017;09:00;10:00;78,26;77,25;94,04;73,00
09.01.2017;10:00;11:00;192,22;267,05;231,93;129,25
09.01.2017;11:00;12:00;298,55;488,24;407,23;155,00
09.01.2017;12:00;13:00;354,19;617,99;528,26;144,75
09.01.2017;13:00;14:00;336,06;526,65;508,43;125,75
09.01.2017;14:00;15:00;224,43;381,81;333,64;89,25
09.01.2017;15:00;16:00;64,37;169,52;110,83;16,25
09.01.2017;16:00;17:00;1,51;21,45;11,53;3,50
09.01.2017;17:00;18:00;0,00;0,00;0,00;0,00
09.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
09.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
09.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
09.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
09.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
09.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
10.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
10.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
10.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
10.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
10.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
10.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
10.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
10.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
10.01.2017;08:00;09:00;25,00;10,69;31,72;9,25
10.01.2017;09:00;10:00;348,50;78,91;214,93;79,50
10.01.2017;10:00;11:00;988,91;252,24;439,08;161,75
10.01.2017;11:00;12:00;1384,37;435,05;606,90;166,75
10.01.2017;12:00;13:00;1491,52;475,85;734,74;122,00
10.01.2017;13:00;14:00;1282,04;439,07;714,84;117,75
10.01.2017;14:00;15:00;843,97;322,66;528,52;91,75
10.01.2017;15:00;16:00;286,71;150,94;240,67;31,00
10.01.2017;16:00;17:00;9,53;17,35;25,80;6,25
10.01.2017;17:00;18:00;0,00;0,00;0,98;0,00
10.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
10.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
10.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
10.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
10.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
10.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
11.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
11.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
11.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
11.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
11.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
11.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
11.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
11.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
11.01.2017;08:00;09:00;47,00;3,08;11,85;13,25
11.01.2017;09:00;10:00;339,84;52,22;81,03;87,00
11.01.2017;10:00;11:00;550,55;123,07;177,02;159,50
11.01.2017;11:00;12:00;678,98;207,27;271,51;225,00
11.01.2017;12:00;13:00;591,71;260,36;411,90;254,25
11.01.2017;13:00;14:00;377,41;319,85;506,24;190,50
11.01.2017;14:00;15:00;173,22;310,18;368,08;159,25
11.01.2017;15:00;16:00;48,17;160,52;153,26;70,75
11.01.2017;16:00;17:00;1,69;13,24;22,27;8,50
11.01.2017;17:00;18:00;0,00;0,00;1,63;0,00
11.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
11.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
11.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
11.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
11.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
11.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
12.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
12.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
12.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
12.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
12.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
12.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
12.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
12.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
12.01.2017;08:00;09:00;27,69;14,49;29,09;12,50
12.01.2017;09:00;10:00;275,17;242,01;302,25;85,25
12.01.2017;10:00;11:00;659,58;724,93;796,84;243,25
12.01.2017;11:00;12:00;890,47;1020,76;1229,49;347,25
12.01.2017;12:00;13:00;1057,40;1209,64;1356,25;417,75
12.01.2017;13:00;14:00;964,77;1050,44;1184,33;377,25
12.01.2017;14:00;15:00;575,64;611,87;833,33;324,50
12.01.2017;15:00;16:00;180,56;254,55;393,12;172,00
12.01.2017;16:00;17:00;6,06;25,51;59,45;23,00
12.01.2017;17:00;18:00;0,00;0,00;3,38;0,00
12.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
12.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
12.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
12.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
12.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
12.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
13.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
13.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
13.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
13.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
13.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
13.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
13.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
13.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
13.01.2017;08:00;09:00;15,75;18,51;44,78;35,75
13.01.2017;09:00;10:00;130,50;198,81;284,98;205,25
13.01.2017;10:00;11:00;282,93;448,88;684,38;408,75
13.01.2017;11:00;12:00;289,00;591,35;1109,54;552,75
13.01.2017;12:00;13:00;292,20;766,56;1216,79;663,75
13.01.2017;13:00;14:00;299,16;879,61;1044,70;581,75
13.01.2017;14:00;15:00;195,04;823,60;796,15;339,25
13.01.2017;15:00;16:00;73,61;435,76;359,39;133,00
13.01.2017;16:00;17:00;3,81;59,27;52,93;16,75
13.01.2017;17:00;18:00;0,00;0,00;3,04;0,00
13.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
13.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
13.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
13.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
13.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
13.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
14.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
14.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
14.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
14.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
14.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
14.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
14.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
14.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
14.01.2017;08:00;09:00;16,50;15,80;35,36;12,00
14.01.2017;09:00;10:00;95,44;269,59;345,60;76,50
14.01.2017;10:00;11:00;246,01;559,84;824,17;171,75
14.01.2017;11:00;12:00;419,76;984,84;1188,15;283,00
14.01.2017;12:00;13:00;705,81;1206,33;1327,13;412,25
14.01.2017;13:00;14:00;995,17;967,26;1252,47;438,50
14.01.2017;14:00;15:00;855,80;561,96;884,19;350,00
14.01.2017;15:00;16:00;322,68;240,58;433,62;189,00
14.01.2017;16:00;17:00;14,70;39,63;62,61;26,50
14.01.2017;17:00;18:00;0,00;0,00;2,75;0,25
14.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
14.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
14.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
14.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
14.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
14.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
15.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
15.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
15.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
15.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
15.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
15.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
15.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
15.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
15.01.2017;08:00;09:00;16,50;10,31;23,64;16,50
15.01.2017;09:00;10:00;109,50;177,51;188,41;95,00
15.01.2017;10:00;11:00;274,41;551,98;561,42;208,00
15.01.2017;11:00;12:00;436,19;908,69;1085,35;311,00
15.01.2017;12:00;13:00;499,78;1114,09;1440,15;348,25
15.01.2017;13:00;14:00;432,82;1070,74;1540,50;409,75
15.01.2017;14:00;15:00;271,53;854,23;1265,63;345,75
15.01.2017;15:00;16:00;114,82;455,66;627,02;182,75
15.01.2017;16:00;17:00;8,42;67,18;92,99;24,00
15.01.2017;17:00;18:00;0,00;0,00;3,20;0,00
15.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
15.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
15.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
15.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
15.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
15.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
16.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
16.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
16.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
16.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
16.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
16.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
16.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
16.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
16.01.2017;08:00;09:00;17,00;10,44;25,08;10,50
16.01.2017;09:00;10:00;142,75;145,10;289,95;78,75
16.01.2017;10:00;11:00;353,15;460,10;782,00;208,50
16.01.2017;11:00;12:00;545,91;819,80;1278,53;312,50
16.01.2017;12:00;13:00;660,47;1041,37;1703,78;354,75
16.01.2017;13:00;14:00;618,24;1120,49;1740,07;374,00
16.01.2017;14:00;15:00;417,54;950,61;1273,28;269,00
16.01.2017;15:00;16:00;161,65;501,30;602,93;151,00
16.01.2017;16:00;17:00;9,63;90,58;106,48;23,25
16.01.2017;17:00;18:00;0,00;0,00;2,80;0,00
16.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
16.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
16.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
16.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
16.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
16.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
17.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
17.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
17.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
17.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
17.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
17.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
17.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
17.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
17.01.2017;08:00;09:00;13,75;16,54;73,96;12,50
17.01.2017;09:00;10:00;180,58;281,40;544,75;125,50
17.01.2017;10:00;11:00;427,30;801,97;1258,51;300,75
17.01.2017;11:00;12:00;678,48;1167,21;1799,84;470,00
17.01.2017;12:00;13:00;906,08;1324,36;2140,31;587,00
17.01.2017;13:00;14:00;800,10;1226,79;2041,59;568,00
17.01.2017;14:00;15:00;555,07;873,22;1491,77;434,50
17.01.2017;15:00;16:00;196,62;443,51;738,31;220,75
17.01.2017;16:00;17:00;10,01;83,13;125,42;36,25
17.01.2017;17:00;18:00;0,00;0,01;3,34;0,00
17.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
17.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
17.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
17.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
17.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
17.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
18.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
18.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
18.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
18.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
18.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
18.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
18.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
18.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
18.01.2017;08:00;09:00;32,00;26,16;63,01;33,75
18.01.2017;09:00;10:00;198,31;318,49;432,46;245,00
18.01.2017;10:00;11:00;381,94;796,49;981,79;496,75
18.01.2017;11:00;12:00;519,67;1234,08;1449,27;687,00
18.01.2017;12:00;13:00;534,49;1578,06;1682,61;784,50
18.01.2017;13:00;14:00;510,89;1537,07;1725,56;798,50
18.01.2017;14:00;15:00;388,62;1152,47;1347,01;668,50
18.01.2017;15:00;16:00;153,72;602,80;680,74;387,75
18.01.2017;16:00;17:00;20,70;113,02;114,95;95,50
18.01.2017;17:00;18:00;0,00;0,07;3,77;0,00
18.01.2017;18:00;19:00;0,00;0,00;0,00;0,00
18.01.2017;19:00;20:00;0,00;0,00;0,00;0,00
18.01.2017;20:00;21:00;0,00;0,00;0,00;0,00
18.01.2017;21:00;22:00;0,00;0,00;0,00;0,00
18.01.2017;22:00;23:00;0,00;0,00;0,00;0,00
18.01.2017;23:00;00:00;0,00;0,00;0,00;0,00
19.01.2017;00:00;01:00;0,00;0,00;0,00;0,00
19.01.2017;01:00;02:00;0,00;0,00;0,00;0,00
19.01.2017;02:00;03:00;0,00;0,00;0,00;0,00
19.01.2017;03:00;04:00;0,00;0,00;0,00;0,00
19.01.2017;04:00;05:00;0,00;0,00;0,00;0,00
19.01.2017;05:00;06:00;0,00;0,00;0,00;0,00
19.01.2017;06:00;07:00;0,00;0,00;0,00;0,00
19.01.2017;07:00;08:00;0,00;0,00;0,00;0,00
19.01.2017;08:00;09:00;41,00;44,25;179,17;40,00
19.01.2017;09:00;10:00;226,24;497,09;1006,15;304,50
19.01.2017;10:00;11:00;454,06;1274,54;2085,62;618,25
19.01.2017;11:00;12:00;731,26;1927,22;2894,24;889,25
19.01.2017;12:00;13:00;1028,43;2248,65;3361,73;1051,25
19.01.2017;13:00;14:00;1083,67;2222,82;3291,23;1002,50
