new_timeindex,tcs+hoho_cluster_shift_only,hoho_cluster_shift_shed,hoho_cluster_shift_only,tcs_cluster_shift_only,ind_cluster_shed_only,ind_cluster_shift_shed,ind_cluster_shift_only
2017-01-01 00:00:00,0.3904,0.3496,0.3496,0.1739,1.0,1.0,0.7295
2017-01-01 01:00:00,0.4054,0.271,0.271,0.1747,1.0,1.0,0.7295
2017-01-01 02:00:00,0.396,0.2317,0.2317,0.1706,1.0,1.0,0.7295
2017-01-01 03:00:00,0.3732,0.2119,0.2119,0.1644,1.0,1.0,0.7295
2017-01-01 04:00:00,0.3401,0.2042,0.2042,0.162,1.0,1.0,0.7295
2017-01-01 05:00:00,0.2952,0.2152,0.2152,0.1853,1.0,1.0,0.7295
2017-01-01 06:00:00,0.1279,0.2663,0.2663,0.2158,1.0,1.0,0.7693
2017-01-01 07:00:00,0.0783,0.4287,0.4287,0.2228,1.0,1.0,0.7693
2017-01-01 08:00:00,0.1306,0.6992,0.6992,0.2251,1.0,1.0,0.7693
2017-01-01 09:00:00,0.4064,0.8494,0.8494,0.2272,1.0,1.0,0.7693
2017-01-01 10:00:00,0.461,0.8401,0.8401,0.2329,1.0,1.0,0.7693
2017-01-01 11:00:00,0.2331,0.9119,0.9119,0.2341,1.0,1.0,0.7693
2017-01-01 12:00:00,0.0471,0.8747,0.8747,0.236,1.0,1.0,0.7693
2017-01-01 13:00:00,0.1397,0.7395,0.7395,0.2387,1.0,1.0,0.7693
2017-01-01 14:00:00,0.1623,0.677,0.677,0.2338,1.0,1.0,0.7693
2017-01-01 15:00:00,0.1779,0.6839,0.6839,0.2258,1.0,1.0,0.7693
2017-01-01 16:00:00,0.1632,0.783,0.783,0.2249,1.0,1.0,0.7693
2017-01-01 17:00:00,0.1435,0.9125,0.9125,0.2215,1.0,1.0,0.7693
2017-01-01 18:00:00,0.0543,0.9107,0.9107,0.2212,1.0,1.0,0.7295
2017-01-01 19:00:00,0.1347,0.9605,0.9605,0.2242,1.0,1.0,0.7295
2017-01-01 20:00:00,0.1361,0.905,0.905,0.2042,1.0,1.0,0.7295
2017-01-01 21:00:00,0.1025,0.8795,0.8795,0.1889,1.0,1.0,0.7295
2017-01-01 22:00:00,0.2719,0.6598,0.6598,0.1826,1.0,1.0,0.7295
2017-01-01 23:00:00,0.3431,0.4087,0.4087,0.1748,1.0,1.0,0.7295
2017-01-02 00:00:00,0.7829,0.2657,0.2657,0.7283,1.0,1.0,0.7598
2017-01-02 01:00:00,0.806,0.2232,0.2232,0.7268,1.0,1.0,0.7598
2017-01-02 02:00:00,0.817,0.21,0.21,0.7239,1.0,1.0,0.7598
2017-01-02 03:00:00,0.7869,0.2036,0.2036,0.7178,1.0,1.0,0.7598
2017-01-02 04:00:00,0.737,0.2357,0.2357,0.7183,1.0,1.0,0.7598
2017-01-02 05:00:00,0.6528,0.3782,0.3782,0.7605,1.0,1.0,0.7598
2017-01-02 06:00:00,0.664,0.6625,0.6625,0.8618,1.0,1.0,0.8909
2017-01-02 07:00:00,0.3696,0.7074,0.7074,0.8874,1.0,1.0,0.8909
2017-01-02 08:00:00,0.382,0.6529,0.6529,0.9269,1.0,1.0,0.8909
2017-01-02 09:00:00,0.4215,0.6266,0.6266,0.9646,1.0,1.0,0.8909
2017-01-02 10:00:00,0.3278,0.5821,0.5821,0.9689,1.0,1.0,0.8909
2017-01-02 11:00:00,0.2661,0.6299,0.6299,0.9752,1.0,1.0,0.8909
2017-01-02 12:00:00,0.2255,0.6313,0.6313,0.9707,1.0,1.0,0.8909
2017-01-02 13:00:00,0.286,0.6001,0.6001,0.956,1.0,1.0,0.8909
2017-01-02 14:00:00,0.4319,0.5755,0.5755,0.9372,1.0,1.0,0.8909
2017-01-02 15:00:00,0.4136,0.6194,0.6194,0.9376,1.0,1.0,0.8909
2017-01-02 16:00:00,0.2939,0.7028,0.7028,0.9477,1.0,1.0,0.8909
2017-01-02 17:00:00,0.2802,0.8709,0.8709,0.934,1.0,1.0,0.8909
2017-01-02 18:00:00,0.3659,0.9333,0.9333,0.859,1.0,1.0,0.8435
2017-01-02 19:00:00,0.3769,0.942,0.942,0.8172,1.0,1.0,0.8435
2017-01-02 20:00:00,0.3428,0.9069,0.9069,0.7541,1.0,1.0,0.8435
2017-01-02 21:00:00,0.3437,0.8564,0.8564,0.7387,1.0,1.0,0.8435
2017-01-02 22:00:00,0.5892,0.6452,0.6452,0.7419,1.0,1.0,0.8435
2017-01-02 23:00:00,0.703,0.3922,0.3922,0.7348,1.0,1.0,0.7598
2017-01-03 00:00:00,0.7617,0.2657,0.2657,0.7283,1.0,1.0,0.7598
2017-01-03 01:00:00,0.7837,0.2232,0.2232,0.7268,1.0,1.0,0.7598
2017-01-03 02:00:00,0.7978,0.21,0.21,0.7239,1.0,1.0,0.7598
2017-01-03 03:00:00,0.7709,0.2036,0.2036,0.7178,1.0,1.0,0.7598
2017-01-03 04:00:00,0.7221,0.2357,0.2357,0.7183,1.0,1.0,0.7598
2017-01-03 05:00:00,0.6383,0.3782,0.3782,0.7605,1.0,1.0,0.7598
2017-01-03 06:00:00,0.6578,0.6625,0.6625,0.8618,1.0,1.0,0.8909
2017-01-03 07:00:00,0.3645,0.7074,0.7074,0.8874,1.0,1.0,0.8909
2017-01-03 08:00:00,0.3801,0.6529,0.6529,0.9269,1.0,1.0,0.8909
2017-01-03 09:00:00,0.4176,0.6266,0.6266,0.9646,1.0,1.0,0.8909
2017-01-03 10:00:00,0.3259,0.5821,0.5821,0.9689,1.0,1.0,0.8909
2017-01-03 11:00:00,0.2642,0.6299,0.6299,0.9752,1.0,1.0,0.8909
2017-01-03 12:00:00,0.2232,0.6313,0.6313,0.9707,1.0,1.0,0.8909
2017-01-03 13:00:00,0.2825,0.6001,0.6001,0.956,1.0,1.0,0.8909
2017-01-03 14:00:00,0.4284,0.5755,0.5755,0.9372,1.0,1.0,0.8909
2017-01-03 15:00:00,0.4048,0.6194,0.6194,0.9376,1.0,1.0,0.8909
2017-01-03 16:00:00,0.2892,0.7028,0.7028,0.9477,1.0,1.0,0.8909
2017-01-03 17:00:00,0.2787,0.8709,0.8709,0.934,1.0,1.0,0.8909
2017-01-03 18:00:00,0.3644,0.9333,0.9333,0.859,1.0,1.0,0.8435
2017-01-03 19:00:00,0.375,0.942,0.942,0.8172,1.0,1.0,0.8435
2017-01-03 20:00:00,0.3381,0.9069,0.9069,0.7541,1.0,1.0,0.8435
2017-01-03 21:00:00,0.3371,0.8564,0.8564,0.7387,1.0,1.0,0.8435
2017-01-03 22:00:00,0.5759,0.6452,0.6452,0.7419,1.0,1.0,0.8435
2017-01-03 23:00:00,0.6834,0.3922,0.3922,0.7348,1.0,1.0,0.7598
2017-01-04 00:00:00,0.7495,0.2657,0.2657,0.7283,1.0,1.0,0.7598
2017-01-04 01:00:00,0.7731,0.2232,0.2232,0.7268,1.0,1.0,0.7598
2017-01-04 02:00:00,0.7872,0.21,0.21,0.7239,1.0,1.0,0.7598
2017-01-04 03:00:00,0.7603,0.2036,0.2036,0.7178,1.0,1.0,0.7598
2017-01-04 04:00:00,0.7099,0.2357,0.2357,0.7183,1.0,1.0,0.7598
2017-01-04 05:00:00,0.6293,0.3782,0.3782,0.7605,1.0,1.0,0.7598
2017-01-04 06:00:00,0.6519,0.6625,0.6625,0.8618,1.0,1.0,0.8909
2017-01-04 07:00:00,0.3622,0.7074,0.7074,0.8874,1.0,1.0,0.8909
2017-01-04 08:00:00,0.3789,0.6529,0.6529,0.9269,1.0,1.0,0.8909
2017-01-04 09:00:00,0.4165,0.6266,0.6266,0.9646,1.0,1.0,0.8909
2017-01-04 10:00:00,0.3248,0.5821,0.5821,0.9689,1.0,1.0,0.8909
2017-01-04 11:00:00,0.2638,0.6299,0.6299,0.9752,1.0,1.0,0.8909
2017-01-04 12:00:00,0.2221,0.6313,0.6313,0.9707,1.0,1.0,0.8909
2017-01-04 13:00:00,0.2801,0.6001,0.6001,0.956,1.0,1.0,0.8909
2017-01-04 14:00:00,0.4241,0.5755,0.5755,0.9372,1.0,1.0,0.8909
2017-01-04 15:00:00,0.4043,0.6194,0.6194,0.9376,1.0,1.0,0.8909
2017-01-04 16:00:00,0.2869,0.7028,0.7028,0.9477,1.0,1.0,0.8909
2017-01-04 17:00:00,0.278,0.8709,0.8709,0.934,1.0,1.0,0.8909
2017-01-04 18:00:00,0.3621,0.9333,0.9333,0.859,1.0,1.0,0.8435
2017-01-04 19:00:00,0.3723,0.942,0.942,0.8172,1.0,1.0,0.8435
2017-01-04 20:00:00,0.3354,0.9069,0.9069,0.7541,1.0,1.0,0.8435
2017-01-04 21:00:00,0.3328,0.8564,0.8564,0.7387,1.0,1.0,0.8435
2017-01-04 22:00:00,0.5668,0.6452,0.6452,0.7419,1.0,1.0,0.8435
2017-01-04 23:00:00,0.6677,0.3922,0.3922,0.7348,1.0,1.0,0.7598
2017-01-05 00:00:00,0.7829,0.2657,0.2657,0.7283,1.0,1.0,0.7598
2017-01-05 01:00:00,0.806,0.2232,0.2232,0.7268,1.0,1.0,0.7598
2017-01-05 02:00:00,0.817,0.21,0.21,0.7239,1.0,1.0,0.7598
2017-01-05 03:00:00,0.7869,0.2036,0.2036,0.7178,1.0,1.0,0.7598
2017-01-05 04:00:00,0.737,0.2357,0.2357,0.7183,1.0,1.0,0.7598
2017-01-05 05:00:00,0.6528,0.3782,0.3782,0.7605,1.0,1.0,0.7598
