,,fixed_costs,installed_cap,interference_duration_neg,interference_duration_pos,interference_duration_pos_shed,maximum_activations_year,maximum_activations_year_shed,potential_neg_overall,potential_pos_overall,potential_pos_overall_shed,regeneration_duration,shifting_duration,specific_investments,variable_costs,variable_costs_shed,max_cap,country,from,year
hoho_cluster_shift_only,shift_only,735.1,160114.0,1.0,1.0,1.0,626.0,0.0,812.0,1457.0,0.0,1.0,1.0,830.9,0.01,0.01,16011.0,DE,DE_bus_el,SQ
hoho_cluster_shift_only,shift_only,734.4,132049.0,1.0,1.0,1.0,626.0,0.0,776.0,1349.0,0.0,1.0,1.0,743.7,0.01,0.01,13205.0,DE,DE_bus_el,2020
hoho_cluster_shift_only,shift_only,810.0641,103984.0,1.0,1.0,1.0,626.0,0.0,740.0,1242.0,0.0,1.0,1.0,724.9395,0.011,0.011,10398.0,DE,DE_bus_el,2025
hoho_cluster_shift_only,shift_only,893.401,75919.0,1.0,1.0,1.0,626.0,0.0,704.0,1135.0,0.0,1.0,1.0,694.0954,0.0122,0.0122,7592.0,DE,DE_bus_el,2030
hoho_cluster_shift_only,shift_only,985.4448,68502.0,1.0,1.0,1.0,626.0,0.0,687.0,1082.0,0.0,1.0,1.0,648.9777,0.0135,0.0135,6850.0,DE,DE_bus_el,2035
hoho_cluster_shift_only,shift_only,1086.9705,61085.0,1.0,1.0,1.0,626.0,0.0,671.0,1030.0,0.0,1.0,1.0,586.9492,0.0149,0.0149,6108.0,DE,DE_bus_el,2040
hoho_cluster_shift_only,shift_only,1198.9549,53668.0,1.0,1.0,1.0,626.0,0.0,655.0,977.0,0.0,1.0,1.0,504.9785,0.0164,0.0164,5367.0,DE,DE_bus_el,2045
hoho_cluster_shift_only,shift_only,1322.4751,46250.0,1.0,1.0,1.0,626.0,0.0,638.0,924.0,0.0,1.0,1.0,399.5864,0.0181,0.0181,4625.0,DE,DE_bus_el,2050
