,,fixed_costs,installed_cap,interference_duration_neg,interference_duration_pos,interference_duration_pos_shed,maximum_activations_year,maximum_activations_year_shed,potential_neg_overall,potential_pos_overall,potential_pos_overall_shed,regeneration_duration,shifting_duration,specific_investments,variable_costs,variable_costs_shed,max_cap,country,from,unit_lifetime,year
hoho_cluster_shift_shed,shift_shed,2.7,2928.0,1.0,20.0,1.0,924.0,396.45,2316.0,293.0,2716.18,1.0,1.0,135.3,0.01,0.01,293.0,DE,DE_bus_el,15,SQ
hoho_cluster_shift_shed,shift_shed,2.4,2557.0,1.0,20.0,1.0,924.0,396.45,1544.0,256.0,2372.13,1.0,1.0,121.5,0.01,0.01,256.0,DE,DE_bus_el,15,2020
hoho_cluster_shift_shed,shift_shed,2.429,2186.0,1.0,20.0,1.0,924.0,396.45,772.0,219.0,2028.08,1.0,1.0,118.7991,0.011,0.011,219.0,DE,DE_bus_el,15,2025
hoho_cluster_shift_shed,shift_shed,2.3161,1815.0,1.0,20.0,1.0,924.0,396.45,0.0,182.0,1684.03,1.0,1.0,114.2198,0.0122,0.0122,182.0,DE,DE_bus_el,15,2030
hoho_cluster_shift_shed,shift_shed,2.1534,1822.0,1.0,20.0,1.0,924.0,396.45,0.0,182.0,1690.82,1.0,1.0,107.4003,0.0135,0.0135,182.0,DE,DE_bus_el,15,2035
hoho_cluster_shift_shed,shift_shed,1.9317,1830.0,1.0,20.0,1.0,924.0,396.45,0.0,183.0,1697.61,1.0,1.0,98.0725,0.0149,0.0149,183.0,DE,DE_bus_el,15,2040
hoho_cluster_shift_shed,shift_shed,1.6406,1837.0,1.0,20.0,1.0,924.0,396.45,0.0,184.0,1704.4,1.0,1.0,85.4756,0.0164,0.0164,184.0,DE,DE_bus_el,15,2045
hoho_cluster_shift_shed,shift_shed,1.4491,1844.0,1.0,20.0,1.0,924.0,396.45,0.0,184.0,1711.19,1.0,1.0,69.194,0.0181,0.0181,184.0,DE,DE_bus_el,15,2050
