new_timeindex,tcs+hoho_cluster_shift_only,hoho_cluster_shift_shed,hoho_cluster_shift_only,tcs_cluster_shift_only,ind_cluster_shed_only,ind_cluster_shift_shed,ind_cluster_shift_only
2017-01-01 00:00:00,0.8329,0.5,0.4044,0.6377,0,0.7034,0.8937
2017-01-01 01:00:00,0.8329,0.5,0.4518,0.6377,0,0.7034,0.8879
2017-01-01 02:00:00,0.8329,0.5,0.461,0.6377,0,0.7034,0.8763
2017-01-01 03:00:00,0.8329,0.5,0.474,0.6377,0,0.7034,0.8763
2017-01-01 04:00:00,0.8329,0.5,0.4582,0.6377,0,0.7034,0.8763
2017-01-01 05:00:00,0.8329,0.5,0.4413,0.5098,0,0.7034,0.8937
2017-01-01 06:00:00,0.8329,0.25,0.3774,0.2866,0,0.7034,0.7006
2017-01-01 07:00:00,0.8329,0.25,0.5411,0.2453,0,0.7034,0.7246
2017-01-01 08:00:00,0.8329,0.25,0.506,0.2687,0,0.7034,0.7246
2017-01-01 09:00:00,0.8329,0.25,0.8139,0.2687,0,0.7034,0.7246
2017-01-01 10:00:00,0.8329,0.25,0.565,0.2687,0,0.7034,0.7246
2017-01-01 11:00:00,0.8329,0.25,0.5896,0.2687,0,0.7034,0.7188
2017-01-01 12:00:00,0.8329,0.25,0.3081,0.2687,0,0.7034,0.713
2017-01-01 13:00:00,0.8329,0.25,0.3682,0.2687,0,0.7034,0.7072
2017-01-01 14:00:00,0.8329,0.25,0.2312,0.2687,0,0.7034,0.7006
2017-01-01 15:00:00,0.8329,0.25,0.535,0.2687,0,0.7034,0.6948
2017-01-01 16:00:00,0.8329,0.25,0.6222,0.2687,0,0.7034,0.7006
2017-01-01 17:00:00,0.8329,0.25,0.5982,0.3327,0,0.7034,0.713
2017-01-01 18:00:00,0.8329,0.5,0.5446,0.4919,0,0.7034,0.9236
2017-01-01 19:00:00,0.8329,0.5,0.5175,0.5325,0,0.7034,0.9003
2017-01-01 20:00:00,0.8329,0.5,0.5933,0.6377,0,0.7034,0.8995
2017-01-01 21:00:00,0.8329,0.5,0.4369,0.6377,0,0.7034,0.8821
2017-01-01 22:00:00,0.8329,0.5,0.3393,0.6377,0,0.7034,0.8821
2017-01-01 23:00:00,0.8329,0.5,0.3447,0.6377,0,0.7034,0.8821
2017-01-02 00:00:00,0.0481,0.5,0.4017,0.743,0,0.7034,0.7116
2017-01-02 01:00:00,0.0385,0.5,0.4533,0.743,0,0.7034,0.7077
2017-01-02 02:00:00,0.0,0.5,0.4727,0.743,0,0.7034,0.6999
2017-01-02 03:00:00,0.0192,0.5,0.4798,0.743,0,0.7034,0.6999
2017-01-02 04:00:00,0.0577,0.5,0.4611,0.743,0,0.7034,0.6999
2017-01-02 05:00:00,0.1538,0.5,0.4442,0.4871,0,0.7034,0.7116
2017-01-02 06:00:00,0.5292,0.25,0.6173,0.2155,0,0.7034,0.6282
2017-01-02 07:00:00,0.6638,0.25,0.4753,0.0515,0,0.7034,0.6443
2017-01-02 08:00:00,0.7215,0.25,0.3633,0.0761,0,0.7034,0.6443
2017-01-02 09:00:00,0.683,0.25,0.6775,0.1074,0,0.7034,0.6443
2017-01-02 10:00:00,0.683,0.25,0.6602,0.1086,0,0.7034,0.6443
2017-01-02 11:00:00,0.726,0.25,0.7204,0.1098,0,0.7034,0.6404
2017-01-02 12:00:00,0.687,0.25,0.6876,0.1111,0,0.7034,0.6365
2017-01-02 13:00:00,0.6485,0.25,0.696,0.1086,0,0.7034,0.6326
2017-01-02 14:00:00,0.6027,0.25,0.5612,0.1098,0,0.7034,0.6282
2017-01-02 15:00:00,0.5835,0.25,0.7011,0.1111,0,0.7034,0.6243
2017-01-02 16:00:00,0.6293,0.25,0.8205,0.1123,0,0.7034,0.6282
2017-01-02 17:00:00,0.6321,0.25,0.8319,0.2115,0,0.7034,0.6365
2017-01-02 18:00:00,0.683,0.5,0.7128,0.3576,0,0.7034,0.7628
2017-01-02 19:00:00,0.683,0.5,0.6125,0.4621,0,0.7034,0.7473
2017-01-02 20:00:00,0.6254,0.5,0.6177,0.7554,0,0.7034,0.7467
2017-01-02 21:00:00,0.5292,0.5,0.4494,0.7554,0,0.7034,0.735
2017-01-02 22:00:00,0.2307,0.5,0.5651,0.743,0,0.7034,0.7038
2017-01-02 23:00:00,0.1154,0.5,0.3431,0.743,0,0.7034,0.7038
2017-01-03 00:00:00,0.0481,0.5,0.4017,0.743,0,0.7034,0.7116
2017-01-03 01:00:00,0.0385,0.5,0.4533,0.743,0,0.7034,0.7077
2017-01-03 02:00:00,0.0,0.5,0.4727,0.743,0,0.7034,0.6999
2017-01-03 03:00:00,0.0192,0.5,0.4798,0.743,0,0.7034,0.6999
2017-01-03 04:00:00,0.0577,0.5,0.4611,0.743,0,0.7034,0.6999
2017-01-03 05:00:00,0.1538,0.5,0.4442,0.4871,0,0.7034,0.7116
2017-01-03 06:00:00,0.5292,0.25,0.6173,0.2155,0,0.7034,0.6282
2017-01-03 07:00:00,0.6638,0.25,0.4753,0.0515,0,0.7034,0.6443
2017-01-03 08:00:00,0.7215,0.25,0.3633,0.0761,0,0.7034,0.6443
2017-01-03 09:00:00,0.683,0.25,0.6775,0.1074,0,0.7034,0.6443
2017-01-03 10:00:00,0.683,0.25,0.6602,0.1086,0,0.7034,0.6443
2017-01-03 11:00:00,0.726,0.25,0.7204,0.1098,0,0.7034,0.6404
2017-01-03 12:00:00,0.687,0.25,0.6876,0.1111,0,0.7034,0.6365
2017-01-03 13:00:00,0.6485,0.25,0.696,0.1086,0,0.7034,0.6326
2017-01-03 14:00:00,0.6027,0.25,0.5612,0.1098,0,0.7034,0.6282
2017-01-03 15:00:00,0.5835,0.25,0.7011,0.1111,0,0.7034,0.6243
2017-01-03 16:00:00,0.6293,0.25,0.8205,0.1123,0,0.7034,0.6282
2017-01-03 17:00:00,0.6321,0.25,0.8319,0.2115,0,0.7034,0.6365
2017-01-03 18:00:00,0.683,0.5,0.7128,0.3576,0,0.7034,0.7628
2017-01-03 19:00:00,0.683,0.5,0.6125,0.4621,0,0.7034,0.7473
2017-01-03 20:00:00,0.6254,0.5,0.6177,0.7554,0,0.7034,0.7467
2017-01-03 21:00:00,0.5292,0.5,0.4494,0.7554,0,0.7034,0.735
2017-01-03 22:00:00,0.2307,0.5,0.5651,0.743,0,0.7034,0.7038
2017-01-03 23:00:00,0.1154,0.5,0.3431,0.743,0,0.7034,0.7038
2017-01-04 00:00:00,0.0481,0.5,0.4017,0.743,0,0.7034,0.7116
2017-01-04 01:00:00,0.0385,0.5,0.4533,0.743,0,0.7034,0.7077
2017-01-04 02:00:00,0.0,0.5,0.4727,0.743,0,0.7034,0.6999
2017-01-04 03:00:00,0.0192,0.5,0.4798,0.743,0,0.7034,0.6999
2017-01-04 04:00:00,0.0577,0.5,0.4611,0.743,0,0.7034,0.6999
2017-01-04 05:00:00,0.1538,0.5,0.4442,0.4871,0,0.7034,0.7116
2017-01-04 06:00:00,0.5292,0.25,0.6173,0.2155,0,0.7034,0.6282
2017-01-04 07:00:00,0.6638,0.25,0.4753,0.0515,0,0.7034,0.6443
2017-01-04 08:00:00,0.7215,0.25,0.3633,0.0761,0,0.7034,0.6443
2017-01-04 09:00:00,0.683,0.25,0.6775,0.1074,0,0.7034,0.6443
2017-01-04 10:00:00,0.683,0.25,0.6602,0.1086,0,0.7034,0.6443
2017-01-04 11:00:00,0.726,0.25,0.7204,0.1098,0,0.7034,0.6404
2017-01-04 12:00:00,0.687,0.25,0.6876,0.1111,0,0.7034,0.6365
2017-01-04 13:00:00,0.6485,0.25,0.696,0.1086,0,0.7034,0.6326
2017-01-04 14:00:00,0.6027,0.25,0.5612,0.1098,0,0.7034,0.6282
2017-01-04 15:00:00,0.5835,0.25,0.7011,0.1111,0,0.7034,0.6243
2017-01-04 16:00:00,0.6293,0.25,0.8205,0.1123,0,0.7034,0.6282
2017-01-04 17:00:00,0.6321,0.25,0.8319,0.2115,0,0.7034,0.6365
