,,fixed_costs,installed_cap,interference_duration_neg,interference_duration_pos,interference_duration_pos_shed,maximum_activations_year,maximum_activations_year_shed,potential_neg_overall,potential_pos_overall,potential_pos_overall_shed,regeneration_duration,shifting_duration,specific_investments,variable_costs,variable_costs_shed,max_cap,country,from,year
hoho_cluster_shift_shed,shift_shed,68.0,2072.0,1.0,1.0,1.0,112.0,333.55,1468.0,207.0,615.6,1.0,1.0,6798.2,0.01,0.01,207.0,DE,DE_bus_el,SQ
hoho_cluster_shift_shed,shift_shed,60.4,1810.0,1.0,1.0,1.0,112.0,333.55,979.0,181.0,537.62,1.0,1.0,5924.2,0.01,0.01,181.0,DE,DE_bus_el,2020
hoho_cluster_shift_shed,shift_shed,58.2955,1547.0,1.0,1.0,1.0,112.0,333.55,489.0,155.0,459.65,1.0,1.0,5575.7185,0.011,0.011,155.0,DE,DE_bus_el,2025
hoho_cluster_shift_shed,shift_shed,55.0985,1285.0,1.0,1.0,1.0,112.0,333.55,0.0,128.0,381.67,1.0,1.0,5090.6426,0.0122,0.0122,128.0,DE,DE_bus_el,2030
hoho_cluster_shift_shed,shift_shed,50.6046,1290.0,1.0,1.0,1.0,112.0,333.55,0.0,129.0,383.21,1.0,1.0,4444.0573,0.0135,0.0135,129.0,DE,DE_bus_el,2035
hoho_cluster_shift_shed,shift_shed,44.5784,1295.0,1.0,1.0,1.0,112.0,333.55,0.0,130.0,384.75,1.0,1.0,3607.7317,0.0149,0.0149,130.0,DE,DE_bus_el,2040
hoho_cluster_shift_shed,shift_shed,36.7496,1300.0,1.0,1.0,1.0,112.0,333.55,0.0,130.0,386.29,1.0,1.0,2549.3377,0.0164,0.0164,130.0,DE,DE_bus_el,2045
hoho_cluster_shift_shed,shift_shed,26.8082,1306.0,1.0,1.0,1.0,112.0,333.55,0.0,131.0,387.83,1.0,1.0,1231.3636,0.0181,0.0181,131.0,DE,DE_bus_el,2050
