new_timeindex,tcs+hoho_cluster_shift_only,hoho_cluster_shift_shed,hoho_cluster_shift_only,tcs_cluster_shift_only,ind_cluster_shed_only,ind_cluster_shift_shed,ind_cluster_shift_only
2017-01-01 00:00:00,0.0062,0.333,0.7012,0.4246,1.0,0.8571,0.9884
2017-01-01 01:00:00,0.0062,0.333,0.6353,0.4246,1.0,0.8571,0.9884
2017-01-01 02:00:00,0.0062,0.333,0.6118,0.4246,1.0,0.8571,0.9884
2017-01-01 03:00:00,0.0062,0.333,0.6024,0.4246,1.0,0.8571,0.9884
2017-01-01 04:00:00,0.0062,0.4228,0.6212,0.4246,1.0,0.8571,0.9884
2017-01-01 05:00:00,0.0062,0.6002,0.6259,0.4272,1.0,0.8571,0.9884
2017-01-01 06:00:00,0.0062,0.989,0.6776,0.4347,1.0,0.8571,0.9942
2017-01-01 07:00:00,0.0062,1.0,0.7671,0.3033,1.0,0.8571,0.9942
2017-01-01 08:00:00,0.0062,1.0,0.7812,0.1746,1.0,0.8571,0.9942
2017-01-01 09:00:00,0.0062,1.0,0.7906,0.1746,1.0,0.8571,0.9942
2017-01-01 10:00:00,0.0062,1.0,0.8047,0.1746,1.0,0.8571,0.9942
2017-01-01 11:00:00,0.0062,1.0,0.8,0.1746,1.0,0.8571,0.9942
2017-01-01 12:00:00,0.0062,1.0,0.8141,0.1746,1.0,0.8571,0.9942
2017-01-01 13:00:00,0.0062,1.0,0.8188,0.1746,1.0,0.8571,0.9942
2017-01-01 14:00:00,0.0062,1.0,0.8612,0.1746,1.0,0.8571,0.9942
2017-01-01 15:00:00,0.0062,1.0,0.8282,0.1746,1.0,0.8571,0.9942
2017-01-01 16:00:00,0.0062,1.0,0.7859,0.1746,1.0,0.8571,0.9942
2017-01-01 17:00:00,0.0062,1.0,0.8094,0.1733,1.0,0.8571,0.9942
2017-01-01 18:00:00,0.0062,1.0,0.9176,0.1671,1.0,0.8571,0.9884
2017-01-01 19:00:00,0.0062,1.0,1.0,0.2946,1.0,0.8571,0.9884
2017-01-01 20:00:00,0.0062,1.0,0.9953,0.4246,1.0,0.8571,0.9884
2017-01-01 21:00:00,0.0062,1.0,0.9576,0.4246,1.0,0.8571,0.9884
2017-01-01 22:00:00,0.0062,0.9781,0.88,0.4246,1.0,0.8571,0.9884
2017-01-01 23:00:00,0.0062,0.6002,0.7718,0.4246,1.0,0.8571,0.9884
2017-01-02 00:00:00,0.587,0.333,0.7012,0.8767,1.0,0.9211,0.9961
2017-01-02 01:00:00,0.587,0.333,0.6353,0.8767,1.0,0.9211,0.9961
2017-01-02 02:00:00,0.5917,0.333,0.6118,0.8767,1.0,0.9211,0.9961
2017-01-02 03:00:00,0.5823,0.333,0.6024,0.8767,1.0,0.9211,0.9961
2017-01-02 04:00:00,0.54,0.4228,0.6212,0.8767,1.0,0.9211,0.9961
2017-01-02 05:00:00,0.4649,0.6002,0.6259,0.8818,1.0,0.9211,0.9961
2017-01-02 06:00:00,0.1095,0.989,0.6776,0.9436,1.0,0.912,0.7843
2017-01-02 07:00:00,0.0391,1.0,0.7671,0.8923,1.0,0.8936,0.7843
2017-01-02 08:00:00,0.0109,1.0,0.7812,0.7592,1.0,0.8753,0.7843
2017-01-02 09:00:00,0.0297,1.0,0.7906,0.713,1.0,0.8661,0.7843
2017-01-02 10:00:00,0.0297,1.0,0.8047,0.7086,1.0,0.8588,0.7843
2017-01-02 11:00:00,0.025,1.0,0.8,0.7041,1.0,0.8588,0.7843
2017-01-02 12:00:00,0.0391,1.0,0.8141,0.6997,1.0,0.8588,0.7843
2017-01-02 13:00:00,0.0672,1.0,0.8188,0.7086,1.0,0.8753,0.7843
2017-01-02 14:00:00,0.0907,1.0,0.8612,0.7041,1.0,0.8753,0.7843
2017-01-02 15:00:00,0.1001,1.0,0.8282,0.6997,1.0,0.8753,0.7843
2017-01-02 16:00:00,0.0672,1.0,0.7859,0.6952,1.0,0.8588,0.7843
2017-01-02 17:00:00,0.0625,1.0,0.8094,0.7299,1.0,0.8661,0.7843
2017-01-02 18:00:00,0.0344,1.0,0.9176,0.6617,1.0,0.8936,0.7766
2017-01-02 19:00:00,0.0344,1.0,1.0,0.7879,1.0,0.912,0.7766
2017-01-02 20:00:00,0.0766,1.0,0.9953,0.8321,1.0,0.9211,0.7766
2017-01-02 21:00:00,0.1517,1.0,0.9576,0.8321,1.0,0.9211,0.7766
2017-01-02 22:00:00,0.4462,0.9781,0.88,0.8767,1.0,0.9211,0.9961
2017-01-02 23:00:00,0.5353,0.6002,0.7718,0.8767,1.0,0.9211,0.9961
2017-01-03 00:00:00,0.587,0.333,0.7012,0.8767,1.0,0.9211,0.9961
2017-01-03 01:00:00,0.587,0.333,0.6353,0.8767,1.0,0.9211,0.9961
2017-01-03 02:00:00,0.5917,0.333,0.6118,0.8767,1.0,0.9211,0.9961
2017-01-03 03:00:00,0.5823,0.333,0.6024,0.8767,1.0,0.9211,0.9961
2017-01-03 04:00:00,0.54,0.4228,0.6212,0.8767,1.0,0.9211,0.9961
2017-01-03 05:00:00,0.4649,0.6002,0.6259,0.8818,1.0,0.9211,0.9961
2017-01-03 06:00:00,0.1095,0.989,0.6776,0.9436,1.0,0.912,0.7843
2017-01-03 07:00:00,0.0391,1.0,0.7671,0.8923,1.0,0.8936,0.7843
2017-01-03 08:00:00,0.0109,1.0,0.7812,0.7592,1.0,0.8753,0.7843
2017-01-03 09:00:00,0.0297,1.0,0.7906,0.713,1.0,0.8661,0.7843
2017-01-03 10:00:00,0.0297,1.0,0.8047,0.7086,1.0,0.8588,0.7843
2017-01-03 11:00:00,0.025,1.0,0.8,0.7041,1.0,0.8588,0.7843
2017-01-03 12:00:00,0.0391,1.0,0.8141,0.6997,1.0,0.8588,0.7843
2017-01-03 13:00:00,0.0672,1.0,0.8188,0.7086,1.0,0.8753,0.7843
2017-01-03 14:00:00,0.0907,1.0,0.8612,0.7041,1.0,0.8753,0.7843
2017-01-03 15:00:00,0.1001,1.0,0.8282,0.6997,1.0,0.8753,0.7843
2017-01-03 16:00:00,0.0672,1.0,0.7859,0.6952,1.0,0.8588,0.7843
2017-01-03 17:00:00,0.0625,1.0,0.8094,0.7299,1.0,0.8661,0.7843
2017-01-03 18:00:00,0.0344,1.0,0.9176,0.6617,1.0,0.8936,0.7766
2017-01-03 19:00:00,0.0344,1.0,1.0,0.7879,1.0,0.912,0.7766
2017-01-03 20:00:00,0.0766,1.0,0.9953,0.8321,1.0,0.9211,0.7766
2017-01-03 21:00:00,0.1517,1.0,0.9576,0.8321,1.0,0.9211,0.7766
2017-01-03 22:00:00,0.4462,0.9781,0.88,0.8767,1.0,0.9211,0.9961
2017-01-03 23:00:00,0.5353,0.6002,0.7718,0.8767,1.0,0.9211,0.9961
2017-01-04 00:00:00,0.587,0.333,0.7012,0.8767,1.0,0.9211,0.9961
2017-01-04 01:00:00,0.587,0.333,0.6353,0.8767,1.0,0.9211,0.9961
2017-01-04 02:00:00,0.5917,0.333,0.6118,0.8767,1.0,0.9211,0.9961
2017-01-04 03:00:00,0.5823,0.333,0.6024,0.8767,1.0,0.9211,0.9961
2017-01-04 04:00:00,0.54,0.4228,0.6212,0.8767,1.0,0.9211,0.9961
2017-01-04 05:00:00,0.4649,0.6002,0.6259,0.8818,1.0,0.9211,0.9961
2017-01-04 06:00:00,0.1095,0.989,0.6776,0.9436,1.0,0.912,0.7843
2017-01-04 07:00:00,0.0391,1.0,0.7671,0.8923,1.0,0.8936,0.7843
2017-01-04 08:00:00,0.0109,1.0,0.7812,0.7592,1.0,0.8753,0.7843
2017-01-04 09:00:00,0.0297,1.0,0.7906,0.713,1.0,0.8661,0.7843
2017-01-04 10:00:00,0.0297,1.0,0.8047,0.7086,1.0,0.8588,0.7843
2017-01-04 11:00:00,0.025,1.0,0.8,0.7041,1.0,0.8588,0.7843
2017-01-04 12:00:00,0.0391,1.0,0.8141,0.6997,1.0,0.8588,0.7843
2017-01-04 13:00:00,0.0672,1.0,0.8188,0.7086,1.0,0.8753,0.7843
2017-01-04 14:00:00,0.0907,1.0,0.8612,0.7041,1.0,0.8753,0.7843
2017-01-04 15:00:00,0.1001,1.0,0.8282,0.6997,1.0,0.8753,0.7843
2017-01-04 16:00:00,0.0672,1.0,0.7859,0.6952,1.0,0.8588,0.7843
2017-01-04 17:00:00,0.0625,1.0,0.8094,0.7299,1.0,0.8661,0.7843
2017-01-04 18:00:00,0.0344,1.0,0.9176,0.6617,1.0,0.8936,0.7766
2017-01-04 19:00:00,0.0344,1.0,1.0,0.7879,1.0,0.912,0.7766
2017-01-04 20:00:00,0.0766,1.0,0.9953,0.8321,1.0,0.9211,0.7766
2017-01-04 21:00:00,0.1517,1.0,0.9576,0.8321,1.0,0.9211,0.7766
2017-01-04 22:00:00,0.4462,0.9781,0.88,0.8767,1.0,0.9211,0.9961
2017-01-04 23:00:00,0.5353,0.6002,0.7718,0.8767,1.0,0.9211,0.9961
2017-01-05 00:00:00,0.587,0.333,0.7012,0.8767,1.0,0.9211,0.9961
2017-01-05 01:00:00,0.587,0.333,0.6353,0.8767,1.0,0.9211,0.9961
2017-01-05 02:00:00,0.5917,0.333,0.6118,0.8767,1.0,0.9211,0.9961
2017-01-05 03:00:00,0.5823,0.333,0.6024,0.8767,1.0,0.9211,0.9961
2017-01-05 04:00:00,0.54,0.4228,0.6212,0.8767,1.0,0.9211,0.9961
2017-01-05 05:00:00,0.4649,0.6002,0.6259,0.8818,1.0,0.9211,0.9961
2017-01-05 06:00:00,0.1095,0.989,0.6776,0.9436,1.0,0.912,0.7843
2017-01-05 07:00:00,0.0391,1.0,0.7671,0.8923,1.0,0.8936,0.7843
2017-01-05 08:00:00,0.0109,1.0,0.7812,0.7592,1.0,0.8753,0.7843
2017-01-05 09:00:00,0.0297,1.0,0.7906,0.713,1.0,0.8661,0.7843
2017-01-05 10:00:00,0.0297,1.0,0.8047,0.7086,1.0,0.8588,0.7843
2017-01-05 11:00:00,0.025,1.0,0.8,0.7041,1.0,0.8588,0.7843
2017-01-05 12:00:00,0.0391,1.0,0.8141,0.6997,1.0,0.8588,0.7843
2017-01-05 13:00:00,0.0672,1.0,0.8188,0.7086,1.0,0.8753,0.7843
2017-01-05 14:00:00,0.0907,1.0,0.8612,0.7041,1.0,0.8753,0.7843
2017-01-05 15:00:00,0.1001,1.0,0.8282,0.6997,1.0,0.8753,0.7843
2017-01-05 16:00:00,0.0672,1.0,0.7859,0.6952,1.0,0.8588,0.7843
2017-01-05 17:00:00,0.0625,1.0,0.8094,0.7299,1.0,0.8661,0.7843
2017-01-05 18:00:00,0.0344,1.0,0.9176,0.6617,1.0,0.8936,0.7766
2017-01-05 19:00:00,0.0344,1.0,1.0,0.7879,1.0,0.912,0.7766
2017-01-05 20:00:00,0.0766,1.0,0.9953,0.8321,1.0,0.9211,0.7766
2017-01-05 21:00:00,0.1517,1.0,0.9576,0.8321,1.0,0.9211,0.7766
2017-01-05 22:00:00,0.4462,0.9781,0.88,0.8767,1.0,0.9211,0.9961
2017-01-05 23:00:00,0.5353,0.6002,0.7718,0.8767,1.0,0.9211,0.9961
2017-01-06 00:00:00,0.587,0.333,0.7012,0.8767,1.0,0.9211,0.9961
2017-01-06 01:00:00,0.587,0.333,0.6353,0.8767,1.0,0.9211,0.9961
2017-01-06 02:00:00,0.5917,0.333,0.6118,0.8767,1.0,0.9211,0.9961
2017-01-06 03:00:00,0.5823,0.333,0.6024,0.8767,1.0,0.9211,0.9961
2017-01-06 04:00:00,0.54,0.4228,0.6212,0.8767,1.0,0.9211,0.9961
2017-01-06 05:00:00,0.4649,0.6002,0.6259,0.8818,1.0,0.9211,0.9961
2017-01-06 06:00:00,0.1095,0.989,0.6776,0.9436,1.0,0.912,0.7843
2017-01-06 07:00:00,0.0391,1.0,0.7671,0.8923,1.0,0.8936,0.7843
2017-01-06 08:00:00,0.0109,1.0,0.7812,0.7592,1.0,0.8753,0.7843
2017-01-06 09:00:00,0.0297,1.0,0.7906,0.713,1.0,0.8661,0.7843
2017-01-06 10:00:00,0.0297,1.0,0.8047,0.7086,1.0,0.8588,0.7843
2017-01-06 11:00:00,0.025,1.0,0.8,0.7041,1.0,0.8588,0.7843
2017-01-06 12:00:00,0.0391,1.0,0.8141,0.6997,1.0,0.8588,0.7843
2017-01-06 13:00:00,0.0672,1.0,0.8188,0.7086,1.0,0.8753,0.7843
2017-01-06 14:00:00,0.0907,1.0,0.8612,0.7041,1.0,0.8753,0.7843
2017-01-06 15:00:00,0.1001,1.0,0.8282,0.6997,1.0,0.8753,0.7843
2017-01-06 16:00:00,0.0672,1.0,0.7859,0.6952,1.0,0.8588,0.7843
2017-01-06 17:00:00,0.0625,1.0,0.8094,0.7299,1.0,0.8661,0.7843
2017-01-06 18:00:00,0.0344,1.0,0.9176,0.6617,1.0,0.8936,0.7766
2017-01-06 19:00:00,0.0344,1.0,1.0,0.7879,1.0,0.912,0.7766
