,,fixed_costs,installed_cap,interference_duration_neg,interference_duration_pos,interference_duration_pos_shed,maximum_activations_year,maximum_activations_year_shed,potential_neg_overall,potential_pos_overall,potential_pos_overall_shed,regeneration_duration,shifting_duration,specific_investments,variable_costs,variable_costs_shed,max_cap,country,from,unit_lifetime,efficiency,year
tcs_cluster_shift_only,shift_only,25.0,4505.0,2.0,1.0,1.0,302.0,0.0,1224.0,665.0,0.0,1.0,2.0,1250.6,477.4,0.01,1766.0,DE,DE_bus_el,15,1.0,SQ
tcs_cluster_shift_only,shift_only,23.2,4823.0,2.0,1.0,1.0,302.0,0.0,1227.0,676.0,0.0,1.0,2.0,1158.8,477.4,0.01,1894.0,DE,DE_bus_el,15,1.0,2020
tcs_cluster_shift_only,shift_only,23.5169,5141.0,2.0,1.0,1.0,302.0,0.0,1229.0,686.0,0.0,1.0,2.0,1177.9438,527.0882,0.011,2021.0,DE,DE_bus_el,15,1.0,2025
tcs_cluster_shift_only,shift_only,23.7704,5460.0,2.0,1.0,1.0,302.0,0.0,1232.0,696.0,0.0,1.0,2.0,1188.5196,581.9479,0.0122,2148.0,DE,DE_bus_el,15,1.0,2030
tcs_cluster_shift_only,shift_only,23.8219,5729.0,2.0,1.0,1.0,302.0,0.0,1237.0,718.0,0.0,1.0,2.0,1188.5363,642.5175,0.0135,2256.0,DE,DE_bus_el,15,1.0,2035
tcs_cluster_shift_only,shift_only,23.478,5998.0,2.0,1.0,1.0,302.0,0.0,1242.0,740.0,0.0,1.0,2.0,1175.6816,709.3913,0.0149,2363.0,DE,DE_bus_el,15,1.0,2040
tcs_cluster_shift_only,shift_only,22.9685,6268.0,2.0,1.0,1.0,302.0,0.0,1247.0,761.0,0.0,1.0,2.0,1147.2758,783.2253,0.0164,2471.0,DE,DE_bus_el,15,1.0,2045
tcs_cluster_shift_only,shift_only,22.0986,6537.0,2.0,1.0,1.0,302.0,0.0,1252.0,783.0,0.0,1.0,2.0,1100.221,864.744,0.0181,2579.0,DE,DE_bus_el,15,1.0,2050
