,,fixed_costs,installed_cap,interference_duration_neg,interference_duration_pos,interference_duration_pos_shed,maximum_activations_year,maximum_activations_year_shed,potential_neg_overall,potential_pos_overall,potential_pos_overall_shed,regeneration_duration,shifting_duration,specific_investments,variable_costs,variable_costs_shed,max_cap,country,from,year
tcs+hoho_cluster_shift_only,shift_only,75.0,39720.0,2.0,1.0,1.0,308.0,0.0,2981.0,557.0,0.0,1.0,1.0,443.1,3.9,0.01,2795.0,DE,DE_bus_el,SQ
tcs+hoho_cluster_shift_only,shift_only,71.4,55427.0,2.0,1.0,1.0,308.0,0.0,2761.0,518.0,0.0,1.0,1.0,389.2,3.9,0.01,4025.0,DE,DE_bus_el,2020
tcs+hoho_cluster_shift_only,shift_only,74.8567,71134.0,2.0,1.0,1.0,308.0,0.0,2540.0,479.0,0.0,1.0,1.0,370.1983,4.3059,0.011,6393.0,DE,DE_bus_el,2025
tcs+hoho_cluster_shift_only,shift_only,78.2594,86841.0,2.0,1.0,1.0,308.0,0.0,2320.0,440.0,0.0,1.0,1.0,343.1469,4.7541,0.0122,8761.0,DE,DE_bus_el,2030
tcs+hoho_cluster_shift_only,shift_only,81.5596,122690.0,2.0,1.0,1.0,308.0,0.0,2099.0,401.0,0.0,1.0,1.0,306.3196,5.2489,0.0135,13401.0,DE,DE_bus_el,2035
tcs+hoho_cluster_shift_only,shift_only,84.699,158538.0,2.0,1.0,1.0,308.0,0.0,1879.0,362.0,0.0,1.0,1.0,258.2577,5.7952,0.0149,18040.0,DE,DE_bus_el,2040
tcs+hoho_cluster_shift_only,shift_only,87.7724,194387.0,2.0,1.0,1.0,308.0,0.0,1658.0,323.0,0.0,1.0,1.0,196.7087,6.3984,0.0164,22680.0,DE,DE_bus_el,2045
tcs+hoho_cluster_shift_only,shift_only,90.3869,230236.0,2.0,1.0,1.0,308.0,0.0,1438.0,284.0,0.0,1.0,1.0,119.5499,7.0643,0.0181,27319.0,DE,DE_bus_el,2050
