Timestamp;Wind_DE;Demand_TenneT;Wind_TenneT
2016-01-01T00:00:00Z;8579;12581;5615
2016-01-01T01:00:00Z;8542;11887;5498
2016-01-01T02:00:00Z;8443;11264;5439
2016-01-01T03:00:00Z;8295;11292;5451
2016-01-01T04:00:00Z;7319;11328;4904
2016-01-01T05:00:00Z;6574;11109;4228
2016-01-01T06:00:00Z;5624;11031;3375
2016-01-01T07:00:00Z;4644;10974;2771
2016-01-01T08:00:00Z;3733;11911;2163
2016-01-01T09:00:00Z;2776;12871;1545
2016-01-01T10:00:00Z;1830;13700;897
2016-01-01T11:00:00Z;1287;13888;589
2016-01-01T12:00:00Z;790;13680;293
2016-01-01T13:00:00Z;496;13487;130
2016-01-01T14:00:00Z;405;13620;51
2016-01-01T15:00:00Z;665;14583;106
2016-01-01T16:00:00Z;1298;15543;240
2016-01-01T17:00:00Z;2146;15675;571
2016-01-01T18:00:00Z;3371;15218;1137
2016-01-01T19:00:00Z;4383;14234;1793
2016-01-01T20:00:00Z;5409;13629;2630
2016-01-01T21:00:00Z;6180;13652;3300
2016-01-01T22:00:00Z;6958;12995;3795
2016-01-01T23:00:00Z;7462;12391;4020
2016-01-02T00:00:00Z;8763;11506;4953
2016-01-02T01:00:00Z;10716;11475;6571
2016-01-02T02:00:00Z;11949;11746;7620
2016-01-02T03:00:00Z;13451;12062;8784
2016-01-02T04:00:00Z;14640;12288;9588
2016-01-02T05:00:00Z;15480;12691;9902
2016-01-02T06:00:00Z;16062;13046;10057
2016-01-02T07:00:00Z;16588;13865;9983
2016-01-02T08:00:00Z;17324;14898;10161
2016-01-02T09:00:00Z;17888;15677;10456
2016-01-02T10:00:00Z;18265;16454;10666
2016-01-02T11:00:00Z;18329;16523;10703
2016-01-02T12:00:00Z;18394;16383;10786
2016-01-02T13:00:00Z;18540;16005;10550
2016-01-02T14:00:00Z;18754;15973;10409
2016-01-02T15:00:00Z;19192;16636;10280
2016-01-02T16:00:00Z;19913;17523;10330
2016-01-02T17:00:00Z;20215;17378;10171
2016-01-02T18:00:00Z;20108;16661;10028
2016-01-02T19:00:00Z;19693;15582;9820
2016-01-02T20:00:00Z;19202;15064;9642
2016-01-02T21:00:00Z;18460;15065;9378
2016-01-02T22:00:00Z;18772;14214;9770
2016-01-02T23:00:00Z;18924;13564;10020
2016-01-03T00:00:00Z;18596;12862;9808
2016-01-03T01:00:00Z;18600;12262;9639
2016-01-03T02:00:00Z;18440;12001;9512
2016-01-03T03:00:00Z;18281;12148;9482
2016-01-03T04:00:00Z;18302;12057;9587
2016-01-03T05:00:00Z;18422;11896;9886
2016-01-03T06:00:00Z;18190;12438;9909
2016-01-03T07:00:00Z;17751;13077;9749
2016-01-03T08:00:00Z;17202;14054;9436
2016-01-03T09:00:00Z;16685;14900;9082
2016-01-03T10:00:00Z;15632;16102;8712
2016-01-03T11:00:00Z;14568;16030;8229
2016-01-03T12:00:00Z;14358;15426;8104
2016-01-03T13:00:00Z;14313;14836;7736
2016-01-03T14:00:00Z;14881;14796;7685
2016-01-03T15:00:00Z;15377;15492;7834
2016-01-03T16:00:00Z;16306;16512;8034
2016-01-03T17:00:00Z;17294;16896;7956
2016-01-03T18:00:00Z;17648;16172;7986
2016-01-03T19:00:00Z;17745;15389;8028
2016-01-03T20:00:00Z;17589;15072;8089
2016-01-03T21:00:00Z;16955;15092;7938
2016-01-03T22:00:00Z;16746;14000;8024
2016-01-03T23:00:00Z;16415;13738;7871
2016-01-04T00:00:00Z;15686;13263;7622
2016-01-04T01:00:00Z;15040;12913;7441
2016-01-04T02:00:00Z;14410;12967;7354
2016-01-04T03:00:00Z;13623;13054;7168
2016-01-04T04:00:00Z;13175;13667;7047
2016-01-04T05:00:00Z;13284;15247;7156
2016-01-04T06:00:00Z;13091;17489;7020
2016-01-04T07:00:00Z;12873;18673;6866
2016-01-04T08:00:00Z;12206;19201;6495
2016-01-04T09:00:00Z;11458;19818;6325
2016-01-04T10:00:00Z;10580;20256;6054
2016-01-04T11:00:00Z;10173;20308;5924
2016-01-04T12:00:00Z;9772;19895;5788
2016-01-04T13:00:00Z;9753;19377;5733
2016-01-04T14:00:00Z;10014;19195;5711
2016-01-04T15:00:00Z;10292;19725;5788
2016-01-04T16:00:00Z;10920;20713;5945
2016-01-04T17:00:00Z;11096;20726;6085
2016-01-04T18:00:00Z;10861;19889;5982
2016-01-04T19:00:00Z;10690;18481;6018
2016-01-04T20:00:00Z;10284;17306;5887
2016-01-04T21:00:00Z;9974;16895;5745
2016-01-04T22:00:00Z;9676;15766;5831
2016-01-04T23:00:00Z;9529;15160;5948
2016-01-05T00:00:00Z;9304;14616;5822
2016-01-05T01:00:00Z;9205;14031;5901
2016-01-05T02:00:00Z;9191;14091;6046
2016-01-05T03:00:00Z;9260;14341;5984
2016-01-05T04:00:00Z;9387;14834;5962
2016-01-05T05:00:00Z;9378;16138;6066
2016-01-05T06:00:00Z;9323;18070;6026
2016-01-05T07:00:00Z;9250;19033;6000
2016-01-05T08:00:00Z;9086;19476;5903
2016-01-05T09:00:00Z;8797;19808;5761
2016-01-05T10:00:00Z;8369;20309;5709
2016-01-05T11:00:00Z;8088;20273;5670
2016-01-05T12:00:00Z;7892;19621;5570
2016-01-05T13:00:00Z;7972;19294;5594
2016-01-05T14:00:00Z;8052;19112;5536
2016-01-05T15:00:00Z;8112;19652;5480
2016-01-05T16:00:00Z;8368;20718;5578
2016-01-05T17:00:00Z;8622;20521;5573
2016-01-05T18:00:00Z;8527;19885;5614
2016-01-05T19:00:00Z;8410;18611;5659
2016-01-05T20:00:00Z;8185;17476;5574
2016-01-05T21:00:00Z;7999;16835;5441
2016-01-05T22:00:00Z;7968;15672;5534
2016-01-05T23:00:00Z;7723;14854;5462
2016-01-06T00:00:00Z;7566;14153;5399
2016-01-06T01:00:00Z;7264;13770;5145
2016-01-06T02:00:00Z;7212;13620;5057
2016-01-06T03:00:00Z;7163;13786;5008
2016-01-06T04:00:00Z;7366;14209;5224
2016-01-06T05:00:00Z;7206;14915;5132
2016-01-06T06:00:00Z;7265;16571;5117
2016-01-06T07:00:00Z;7169;17645;5098
2016-01-06T08:00:00Z;6806;18224;4953
2016-01-06T09:00:00Z;6636;19062;5017
2016-01-06T10:00:00Z;6272;19808;4989
2016-01-06T11:00:00Z;5672;19595;4642
2016-01-06T12:00:00Z;5346;19000;4487
2016-01-06T13:00:00Z;5177;18678;4367
2016-01-06T14:00:00Z;5347;18478;4391
2016-01-06T15:00:00Z;5586;19112;4463
2016-01-06T16:00:00Z;6018;19973;4707
2016-01-06T17:00:00Z;6242;19940;4706
2016-01-06T18:00:00Z;6465;19131;4724
2016-01-06T19:00:00Z;6603;18077;4901
2016-01-06T20:00:00Z;6434;17123;4840
2016-01-06T21:00:00Z;6437;16895;4944
2016-01-06T22:00:00Z;6372;15574;4841
2016-01-06T23:00:00Z;6420;14600;4821
2016-01-07T00:00:00Z;6509;13816;4771
2016-01-07T01:00:00Z;6713;13586;5033
2016-01-07T02:00:00Z;6943;13663;5320
2016-01-07T03:00:00Z;7062;14019;5338
2016-01-07T04:00:00Z;7098;14922;5187
2016-01-07T05:00:00Z;7575;17034;5360
2016-01-07T06:00:00Z;8400;19385;5655
2016-01-07T07:00:00Z;9167;20190;6052
2016-01-07T08:00:00Z;10482;20680;6498
2016-01-07T09:00:00Z;11005;20619;6627
2016-01-07T10:00:00Z;10906;20497;6719
2016-01-07T11:00:00Z;10983;20343;6626
2016-01-07T12:00:00Z;11398;20130;6829
2016-01-07T13:00:00Z;12438;20069;7315
2016-01-07T14:00:00Z;13858;19885;8056
2016-01-07T15:00:00Z;15102;20384;8584
2016-01-07T16:00:00Z;16114;21353;8473
2016-01-07T17:00:00Z;17594;21019;8631
2016-01-07T18:00:00Z;18522;20056;8834
2016-01-07T19:00:00Z;19609;18252;9095
2016-01-07T20:00:00Z;20734;16801;9122
2016-01-07T21:00:00Z;21372;16408;9152
2016-01-07T22:00:00Z;21563;15236;9091
2016-01-07T23:00:00Z;22456;14498;9535
2016-01-08T00:00:00Z;22810;13741;9820
2016-01-08T01:00:00Z;22868;13268;10020
2016-01-08T02:00:00Z;23458;13098;10605
2016-01-08T03:00:00Z;23700;13500;10742
2016-01-08T04:00:00Z;24682;14237;11522
2016-01-08T05:00:00Z;25880;16173;12550
2016-01-08T06:00:00Z;26073;18302;12713
2016-01-08T07:00:00Z;26408;19303;12712
2016-01-08T08:00:00Z;26070;19379;12547
2016-01-08T09:00:00Z;25515;19393;12318
2016-01-08T10:00:00Z;25106;19636;12164
2016-01-08T11:00:00Z;23671;19455;11533
2016-01-08T12:00:00Z;21322;18912;10203
2016-01-08T13:00:00Z;18643;18427;8208
2016-01-08T14:00:00Z;16149;17980;5969
2016-01-08T15:00:00Z;15412;18682;4729
2016-01-08T16:00:00Z;14731;20172;3782
2016-01-08T17:00:00Z;13577;19588;2860
2016-01-08T18:00:00Z;12775;18598;2753
2016-01-08T19:00:00Z;11888;17264;2912
2016-01-08T20:00:00Z;11230;16281;3453
2016-01-08T21:00:00Z;10311;15972;3826
2016-01-08T22:00:00Z;9782;15176;4398
2016-01-08T23:00:00Z;8815;14385;4844
2016-01-09T00:00:00Z;8121;13543;4936
2016-01-09T01:00:00Z;7671;12953;5128
2016-01-09T02:00:00Z;7198;12779;4992
2016-01-09T03:00:00Z;7355;12962;5096
2016-01-09T04:00:00Z;7094;12998;5084
2016-01-09T05:00:00Z;7464;13193;5330
2016-01-09T06:00:00Z;7537;14072;4998
2016-01-09T07:00:00Z;7807;15096;4824
2016-01-09T08:00:00Z;7990;15774;4526
2016-01-09T09:00:00Z;7728;16477;4176
2016-01-09T10:00:00Z;6464;16791;3470
2016-01-09T11:00:00Z;5640;16689;3193
2016-01-09T12:00:00Z;5292;16418;3122
2016-01-09T13:00:00Z;5173;16093;3036
2016-01-09T14:00:00Z;6124;16101;3410
2016-01-09T15:00:00Z;7979;16694;4086
2016-01-09T16:00:00Z;9648;17695;4702
2016-01-09T17:00:00Z;10718;17625;5098
2016-01-09T18:00:00Z;11450;17024;5448
2016-01-09T19:00:00Z;11629;15759;5706
2016-01-09T20:00:00Z;11666;15092;5752
2016-01-09T21:00:00Z;12193;15202;6119
2016-01-09T22:00:00Z;12602;14378;6348
2016-01-09T23:00:00Z;13086;13669;6750
2016-01-10T00:00:00Z;13590;13267;7050
2016-01-10T01:00:00Z;14377;12926;7688
2016-01-10T02:00:00Z;15121;13033;8408
2016-01-10T03:00:00Z;15188;12919;8155
2016-01-10T04:00:00Z;15749;12640;8125
2016-01-10T05:00:00Z;16646;12256;8410
2016-01-10T06:00:00Z;17234;12886;8356
2016-01-10T07:00:00Z;17175;13881;8343
2016-01-10T08:00:00Z;16838;14954;7862
2016-01-10T09:00:00Z;16607;15990;7488
2016-01-10T10:00:00Z;16256;16635;7208
2016-01-10T11:00:00Z;15297;16359;6690
2016-01-10T12:00:00Z;14348;15568;6415
2016-01-10T13:00:00Z;13428;15292;6138
2016-01-10T14:00:00Z;12548;15083;5848
2016-01-10T15:00:00Z;12871;15590;6125
2016-01-10T16:00:00Z;13438;16923;6638
2016-01-10T17:00:00Z;13767;17312;6947
2016-01-10T18:00:00Z;14325;16681;7281
2016-01-10T19:00:00Z;13727;15971;7256
2016-01-10T20:00:00Z;12371;15629;6390
2016-01-10T21:00:00Z;11575;15636;5975
2016-01-10T22:00:00Z;11273;14450;5916
2016-01-10T23:00:00Z;10728;13728;5606
2016-01-11T00:00:00Z;10013;13024;5074
2016-01-11T01:00:00Z;9387;12885;4910
2016-01-11T02:00:00Z;8030;13271;4182
2016-01-11T03:00:00Z;7316;13580;4051
2016-01-11T04:00:00Z;6474;14584;3779
2016-01-11T05:00:00Z;6188;17377;3502
2016-01-11T06:00:00Z;6382;19503;3630
2016-01-11T07:00:00Z;6817;20568;3726
2016-01-11T08:00:00Z;7204;20628;3719
2016-01-11T09:00:00Z;7137;20802;3568
2016-01-11T10:00:00Z;6793;21348;3398
2016-01-11T11:00:00Z;6240;21140;3157
2016-01-11T12:00:00Z;6038;20821;3092
2016-01-11T13:00:00Z;6398;20773;3324
2016-01-11T14:00:00Z;7476;20762;3978
2016-01-11T15:00:00Z;8467;21246;4672
2016-01-11T16:00:00Z;9729;21797;5297
2016-01-11T17:00:00Z;10479;21615;5582
2016-01-11T18:00:00Z;10726;20850;5280
2016-01-11T19:00:00Z;10824;19228;5098
2016-01-11T20:00:00Z;10748;18044;4987
2016-01-11T21:00:00Z;10604;17338;4932
2016-01-11T22:00:00Z;10300;16032;4887
2016-01-11T23:00:00Z;10106;15297;5015
2016-01-12T00:00:00Z;9849;14697;4672
2016-01-12T01:00:00Z;9681;14387;4445
2016-01-12T02:00:00Z;9863;14517;4322
2016-01-12T03:00:00Z;10305;14874;4293
2016-01-12T04:00:00Z;10822;15650;4329
2016-01-12T05:00:00Z;11436;17586;4833
2016-01-12T06:00:00Z;11621;19567;5236
2016-01-12T07:00:00Z;11797;20512;5455
2016-01-12T08:00:00Z;12120;20717;5701
2016-01-12T09:00:00Z;12748;20846;6229
2016-01-12T10:00:00Z;12975;21022;6311
2016-01-12T11:00:00Z;13248;20997;6087
2016-01-12T12:00:00Z;13553;20792;6120
2016-01-12T13:00:00Z;13435;20381;6117
2016-01-12T14:00:00Z;12850;20422;5697
2016-01-12T15:00:00Z;13023;20676;5544
2016-01-12T16:00:00Z;13584;21478;5736
2016-01-12T17:00:00Z;13919;21225;5939
2016-01-12T18:00:00Z;14524;20464;5853
2016-01-12T19:00:00Z;15350;19042;5947
2016-01-12T20:00:00Z;15537;17818;5948
2016-01-12T21:00:00Z;15507;17384;5676
2016-01-12T22:00:00Z;15597;15892;5650
2016-01-12T23:00:00Z;15809;14993;5629
2016-01-13T00:00:00Z;16090;14247;5736
2016-01-13T01:00:00Z;16516;13918;5870
2016-01-13T02:00:00Z;17244;13961;6293
2016-01-13T03:00:00Z;17520;14397;6774
2016-01-13T04:00:00Z;18230;15304;7326
2016-01-13T05:00:00Z;19194;17604;8086
2016-01-13T06:00:00Z;19309;19932;8848
2016-01-13T07:00:00Z;18275;21018;8442
2016-01-13T08:00:00Z;17223;21084;7732
2016-01-13T09:00:00Z;16594;21248;6820
2016-01-13T10:00:00Z;15837;21238;5960
2016-01-13T11:00:00Z;15398;21199;5063
2016-01-13T12:00:00Z;14673;20725;4154
2016-01-13T13:00:00Z;13976;20355;3252
2016-01-13T14:00:00Z;13336;19978;2536
2016-01-13T15:00:00Z;13012;20248;2430
2016-01-13T16:00:00Z;12136;21079;3092
2016-01-13T17:00:00Z;10898;21231;4118
2016-01-13T18:00:00Z;9909;20696;4545
2016-01-13T19:00:00Z;9212;19503;4686
2016-01-13T20:00:00Z;8514;18163;4456
2016-01-13T21:00:00Z;8676;17589;4662
2016-01-13T22:00:00Z;9194;16214;5056
2016-01-13T23:00:00Z;9833;15168;5326
2016-01-14T00:00:00Z;9532;14403;4870
2016-01-14T01:00:00Z;9152;14145;4484
2016-01-14T02:00:00Z;8990;14414;4041
2016-01-14T03:00:00Z;8285;14614;3402
2016-01-14T04:00:00Z;8370;15410;3345
2016-01-14T05:00:00Z;9000;17773;3672
2016-01-14T06:00:00Z;9734;19931;4044
2016-01-14T07:00:00Z;10273;20754;4228
2016-01-14T08:00:00Z;10525;20728;4495
2016-01-14T09:00:00Z;10369;21144;4870
2016-01-14T10:00:00Z;10483;21515;5344
2016-01-14T11:00:00Z;10506;21383;5467
2016-01-14T12:00:00Z;10268;21104;5692
2016-01-14T13:00:00Z;9868;20737;5847
2016-01-14T14:00:00Z;9567;20438;5680
2016-01-14T15:00:00Z;9721;20649;5634
2016-01-14T16:00:00Z;10369;21434;5283
2016-01-14T17:00:00Z;11076;21247;4899
2016-01-14T18:00:00Z;10633;20617;4130
2016-01-14T19:00:00Z;10494;19354;3864
2016-01-14T20:00:00Z;10391;18233;3812
2016-01-14T21:00:00Z;9926;17768;3713
2016-01-14T22:00:00Z;9744;16379;3590
2016-01-14T23:00:00Z;9660;15682;3574
2016-01-15T00:00:00Z;9733;14918;3688
2016-01-15T01:00:00Z;9642;14419;3624
2016-01-15T02:00:00Z;9479;14435;3816
2016-01-15T03:00:00Z;9575;14804;4077
2016-01-15T04:00:00Z;9534;15758;4356
2016-01-15T05:00:00Z;9762;18134;4772
2016-01-15T06:00:00Z;9618;20428;4816
2016-01-15T07:00:00Z;9335;21176;4774
2016-01-15T08:00:00Z;8549;21265;4414
2016-01-15T09:00:00Z;7845;21641;4012
2016-01-15T10:00:00Z;6973;22001;3386
2016-01-15T11:00:00Z;6298;21548;2957
2016-01-15T12:00:00Z;5759;21109;2708
2016-01-15T13:00:00Z;5160;20508;2370
2016-01-15T14:00:00Z;4644;20301;2005
2016-01-15T15:00:00Z;4236;20449;1797
2016-01-15T16:00:00Z;3936;21418;1498
2016-01-15T17:00:00Z;3818;21147;1280
2016-01-15T18:00:00Z;3529;20273;1103
2016-01-15T19:00:00Z;3075;18720;886
2016-01-15T20:00:00Z;2934;17437;762
2016-01-15T21:00:00Z;2625;17057;728
2016-01-15T22:00:00Z;2326;16140;676
2016-01-15T23:00:00Z;2187;15081;740
2016-01-16T00:00:00Z;2093;14144;825
2016-01-16T01:00:00Z;2006;13590;882
2016-01-16T02:00:00Z;2180;13534;1057
2016-01-16T03:00:00Z;2436;13540;1126
2016-01-16T04:00:00Z;2602;13461;1066
2016-01-16T05:00:00Z;2766;13644;1103
2016-01-16T06:00:00Z;3258;14535;1378
2016-01-16T07:00:00Z;4115;15889;1899
2016-01-16T08:00:00Z;4726;16708;2214
2016-01-16T09:00:00Z;5118;17300;2202
2016-01-16T10:00:00Z;5931;17714;2411
2016-01-16T11:00:00Z;6466;17604;2289
2016-01-16T12:00:00Z;7099;17104;2616
2016-01-16T13:00:00Z;7727;16618;3083
2016-01-16T14:00:00Z;7948;16393;3270
2016-01-16T15:00:00Z;7788;16725;3539
2016-01-16T16:00:00Z;7948;17606;3742
2016-01-16T17:00:00Z;8048;17740;4143
2016-01-16T18:00:00Z;8223;17200;4576
2016-01-16T19:00:00Z;8343;16011;4830
2016-01-16T20:00:00Z;8475;14997;4882
2016-01-16T21:00:00Z;8733;15230;5068
2016-01-16T22:00:00Z;8873;14581;5140
2016-01-16T23:00:00Z;8831;13858;5110
2016-01-17T00:00:00Z;8726;13036;5118
2016-01-17T01:00:00Z;8456;12577;5178
2016-01-17T02:00:00Z;8266;12301;5083
2016-01-17T03:00:00Z;7966;12378;4844
2016-01-17T04:00:00Z;7637;12222;4467
2016-01-17T05:00:00Z;7495;12056;4306
2016-01-17T06:00:00Z;6884;12582;3961
2016-01-17T07:00:00Z;5737;13455;3153
2016-01-17T08:00:00Z;4770;14486;2411
2016-01-17T09:00:00Z;4060;15320;1874
2016-01-17T10:00:00Z;3350;16129;1413
2016-01-17T11:00:00Z;2878;15900;1130
2016-01-17T12:00:00Z;2724;14985;1022
2016-01-17T13:00:00Z;2530;14462;950
2016-01-17T14:00:00Z;2310;14386;828
2016-01-17T15:00:00Z;2319;14964;906
2016-01-17T16:00:00Z;2079;16541;800
2016-01-17T17:00:00Z;1968;17097;791
2016-01-17T18:00:00Z;1862;16553;932
2016-01-17T19:00:00Z;1741;15660;1030
2016-01-17T20:00:00Z;1996;15354;1272
2016-01-17T21:00:00Z;2354;15864;1574
2016-01-17T22:00:00Z;2563;15107;1665
2016-01-17T23:00:00Z;2678;14718;1766
2016-01-18T00:00:00Z;2789;14116;1783
2016-01-18T01:00:00Z;2592;13888;1567
2016-01-18T02:00:00Z;2734;13789;1672
2016-01-18T03:00:00Z;2519;14201;1523
2016-01-18T04:00:00Z;2244;15172;1317
2016-01-18T05:00:00Z;2195;18024;1192
2016-01-18T06:00:00Z;2498;20271;1265
2016-01-18T07:00:00Z;2836;21202;1430
2016-01-18T08:00:00Z;3110;21366;1600
2016-01-18T09:00:00Z;3117;21530;1772
2016-01-18T10:00:00Z;2724;21848;1759
2016-01-18T11:00:00Z;2912;21688;2135
2016-01-18T12:00:00Z;3300;21459;2542
2016-01-18T13:00:00Z;3480;21020;2703
2016-01-18T14:00:00Z;3502;21003;2637
2016-01-18T15:00:00Z;3658;21187;2541
2016-01-18T16:00:00Z;4168;22548;2702
2016-01-18T17:00:00Z;4628;22650;2891
2016-01-18T18:00:00Z;5206;22156;3296
2016-01-18T19:00:00Z;5464;20601;3490
2016-01-18T20:00:00Z;5678;19189;3718
2016-01-18T21:00:00Z;5890;18830;3893
2016-01-18T22:00:00Z;6150;17937;4054
2016-01-18T23:00:00Z;6575;17213;4395
2016-01-19T00:00:00Z;6670;16506;4547
2016-01-19T01:00:00Z;6634;15926;4544
2016-01-19T02:00:00Z;6747;15807;4657
2016-01-19T03:00:00Z;6940;16032;4689
2016-01-19T04:00:00Z;7392;17217;5065
2016-01-19T05:00:00Z;7908;19623;5445
2016-01-19T06:00:00Z;8304;21827;5394
2016-01-19T07:00:00Z;8551;22190;5162
2016-01-19T08:00:00Z;7806;22149;4299
2016-01-19T09:00:00Z;7267;22052;3994
2016-01-19T10:00:00Z;6382;22666;3568
2016-01-19T11:00:00Z;5768;22295;3229
2016-01-19T12:00:00Z;5718;22008;3192
2016-01-19T13:00:00Z;6049;21758;3420
2016-01-19T14:00:00Z;5881;21439;3094
2016-01-19T15:00:00Z;6365;21449;3265
2016-01-19T16:00:00Z;6878;22474;3208
2016-01-19T17:00:00Z;7558;22471;3132
2016-01-19T18:00:00Z;7957;21691;3180
2016-01-19T19:00:00Z;7758;20241;3146
2016-01-19T20:00:00Z;7618;19100;3274
2016-01-19T21:00:00Z;7434;18590;3167
2016-01-19T22:00:00Z;7168;17554;3164
2016-01-19T23:00:00Z;6819;16485;2836
2016-01-20T00:00:00Z;6799;15735;2823
2016-01-20T01:00:00Z;6452;15114;2554
2016-01-20T02:00:00Z;6552;14965;2516
2016-01-20T03:00:00Z;6640;15240;2535
2016-01-20T04:00:00Z;6230;16500;2300
2016-01-20T05:00:00Z;6298;19274;2500
2016-01-20T06:00:00Z;6159;21549;2500
2016-01-20T07:00:00Z;6024;22224;2427
2016-01-20T08:00:00Z;5824;22141;2363
2016-01-20T09:00:00Z;5073;22363;1932
2016-01-20T10:00:00Z;4800;22503;1778
2016-01-20T11:00:00Z;4485;22385;1555
2016-01-20T12:00:00Z;4362;22108;1422
2016-01-20T13:00:00Z;4196;21500;1320
2016-01-20T14:00:00Z;4066;21329;1303
2016-01-20T15:00:00Z;4088;21366;1272
2016-01-20T16:00:00Z;4120;22371;1284
2016-01-20T17:00:00Z;4018;22426;1202
2016-01-20T18:00:00Z;4006;21738;1096
2016-01-20T19:00:00Z;3661;20341;890
2016-01-20T20:00:00Z;3216;19077;737
2016-01-20T21:00:00Z;2770;18623;596
2016-01-20T22:00:00Z;2511;17472;464
2016-01-20T23:00:00Z;2342;16582;383
2016-01-21T00:00:00Z;2035;15849;310
2016-01-21T01:00:00Z;1797;15260;272
2016-01-21T02:00:00Z;1628;15278;266
2016-01-21T03:00:00Z;1432;15628;216
2016-01-21T04:00:00Z;1410;16800;221
2016-01-21T05:00:00Z;1444;19449;262
2016-01-21T06:00:00Z;1562;21656;413
2016-01-21T07:00:00Z;1621;22095;634
2016-01-21T08:00:00Z;1652;22347;732
2016-01-21T09:00:00Z;1605;22512;810
2016-01-21T10:00:00Z;1699;22881;997
2016-01-21T11:00:00Z;1587;22495;969
2016-01-21T12:00:00Z;1680;22001;1016
2016-01-21T13:00:00Z;1551;21685;959
2016-01-21T14:00:00Z;1394;21460;897
2016-01-21T15:00:00Z;1430;21472;928
2016-01-21T16:00:00Z;1681;22644;1066
2016-01-21T17:00:00Z;2142;22873;1286
2016-01-21T18:00:00Z;2507;22131;1320
2016-01-21T19:00:00Z;2841;20749;1508
2016-01-21T20:00:00Z;2952;19497;1581
2016-01-21T21:00:00Z;3004;19557;1719
2016-01-21T22:00:00Z;3224;18624;1914
2016-01-21T23:00:00Z;3354;17800;1924
2016-01-22T00:00:00Z;3441;17158;1892
2016-01-22T01:00:00Z;3424;16462;1872
2016-01-22T02:00:00Z;3532;16203;1866
2016-01-22T03:00:00Z;3730;16302;1968
2016-01-22T04:00:00Z;4004;17350;2061
2016-01-22T05:00:00Z;4308;19682;2265
2016-01-22T06:00:00Z;4954;21895;2636
2016-01-22T07:00:00Z;5882;22767;3198
2016-01-22T08:00:00Z;6469;22768;3428
2016-01-22T09:00:00Z;6489;22650;3448
2016-01-22T10:00:00Z;6114;22526;3398
2016-01-22T11:00:00Z;5821;22045;3424
2016-01-22T12:00:00Z;5964;21243;3596
2016-01-22T13:00:00Z;6442;20478;3913
2016-01-22T14:00:00Z;7692;20165;4453
2016-01-22T15:00:00Z;9992;20225;5333
2016-01-22T16:00:00Z;12934;22022;6494
2016-01-22T17:00:00Z;15214;22161;7273
2016-01-22T18:00:00Z;15944;21010;7279
2016-01-22T19:00:00Z;16267;19342;7057
2016-01-22T20:00:00Z;15776;18117;6741
2016-01-22T21:00:00Z;15034;17967;6070
2016-01-22T22:00:00Z;14262;17000;5473
2016-01-22T23:00:00Z;13088;16121;4684
2016-01-23T00:00:00Z;11936;15322;3853
2016-01-23T01:00:00Z;10903;14370;3520
2016-01-23T02:00:00Z;10683;14086;3620
2016-01-23T03:00:00Z;10570;14099;3936
2016-01-23T04:00:00Z;11178;14090;4804
2016-01-23T05:00:00Z;11944;14163;5736
2016-01-23T06:00:00Z;12382;15395;6374
2016-01-23T07:00:00Z;12812;16769;6963
2016-01-23T08:00:00Z;13353;17751;7277
2016-01-23T09:00:00Z;12898;18642;6932
2016-01-23T10:00:00Z;11954;18836;5925
2016-01-23T11:00:00Z;12182;18504;5730
2016-01-23T12:00:00Z;12240;17840;5732
2016-01-23T13:00:00Z;12079;17280;5752
2016-01-23T14:00:00Z;11705;17122;5320
2016-01-23T15:00:00Z;12347;17362;5329
2016-01-23T16:00:00Z;12193;18599;5481
2016-01-23T17:00:00Z;11267;18748;5078
2016-01-23T18:00:00Z;11248;17664;4726
2016-01-23T19:00:00Z;11502;16602;5152
2016-01-23T20:00:00Z;10594;15725;4939
2016-01-23T21:00:00Z;10684;15748;5051
2016-01-23T22:00:00Z;10650;14634;4841
2016-01-23T23:00:00Z;10535;13876;4948
2016-01-24T00:00:00Z;10120;12816;4961
2016-01-24T01:00:00Z;9829;12173;5146
2016-01-24T02:00:00Z;9755;11848;5638
2016-01-24T03:00:00Z;9922;12050;5779
2016-01-24T04:00:00Z;9343;12269;5282
2016-01-24T05:00:00Z;9229;12304;5004
2016-01-24T06:00:00Z;9028;12969;4902
2016-01-24T07:00:00Z;8927;13839;5068
2016-01-24T08:00:00Z;8941;15002;5345
2016-01-24T09:00:00Z;9137;15888;5468
2016-01-24T10:00:00Z;9184;16905;5397
2016-01-24T11:00:00Z;8602;16335;5311
2016-01-24T12:00:00Z;8702;15458;5440
2016-01-24T13:00:00Z;8447;15119;5245
2016-01-24T14:00:00Z;8656;15157;5362
2016-01-24T15:00:00Z;9800;15721;5754
2016-01-24T16:00:00Z;11357;17484;6292
2016-01-24T17:00:00Z;12349;18139;6513
2016-01-24T18:00:00Z;13103;17223;6876
2016-01-24T19:00:00Z;14080;16113;7278
2016-01-24T20:00:00Z;14663;15513;7644
2016-01-24T21:00:00Z;14628;15740;7622
2016-01-24T22:00:00Z;14571;14731;7535
2016-01-24T23:00:00Z;14322;13954;7356
2016-01-25T00:00:00Z;14318;13196;7138
2016-01-25T01:00:00Z;13945;13036;6829
2016-01-25T02:00:00Z;13843;13037;6641
2016-01-25T03:00:00Z;13358;13310;6338
2016-01-25T04:00:00Z;13026;14601;5980
2016-01-25T05:00:00Z;12509;17549;5591
2016-01-25T06:00:00Z;11962;20239;5170
