new_timeindex,hoho_cluster,tcs_cluster,tcs_hoho_cluster,ind_cluster-1,ind_cluster-2
2017-01-01 00:00:00,0.7515,0.922,0.0087,0.9519,1.0
2017-01-01 01:00:00,0.9172,0.922,0.0173,0.9519,1.0
2017-01-01 02:00:00,0.9763,0.922,0.026,0.9519,1.0
2017-01-01 03:00:00,1.0,0.922,0.026,0.9519,1.0
2017-01-01 04:00:00,0.9527,0.922,0.0087,0.9519,1.0
2017-01-01 05:00:00,0.9408,0.92,0.0,0.9519,1.0
2017-01-01 06:00:00,0.8107,0.7681,0.7139,0.9244,1.0
2017-01-01 07:00:00,0.5858,0.8043,0.4594,0.9244,1.0
2017-01-01 08:00:00,0.5503,0.8426,0.6016,0.9244,1.0
2017-01-01 09:00:00,0.5266,0.8426,0.4176,0.9244,1.0
2017-01-01 10:00:00,0.4911,0.8426,0.6071,0.9244,1.0
2017-01-01 11:00:00,0.503,0.8426,0.6025,0.9244,1.0
2017-01-01 12:00:00,0.4675,0.8426,0.6442,0.9244,1.0
2017-01-01 13:00:00,0.4556,0.8426,0.6022,0.9244,1.0
2017-01-01 14:00:00,0.3491,0.8426,0.6013,0.9244,1.0
2017-01-01 15:00:00,0.432,0.8426,0.6101,0.9244,1.0
2017-01-01 16:00:00,0.5385,0.8426,0.7007,0.9244,1.0
2017-01-01 17:00:00,0.4793,0.8436,0.4377,0.9244,1.0
2017-01-01 18:00:00,0.2071,0.9945,0.6048,0.9519,1.0
2017-01-01 19:00:00,0.0,0.9572,0.7226,0.9519,1.0
2017-01-01 20:00:00,0.0118,0.922,0.6998,0.9519,1.0
2017-01-01 21:00:00,0.1065,0.922,0.0866,0.9519,1.0
2017-01-01 22:00:00,0.3018,0.922,0.0,0.9519,1.0
2017-01-01 23:00:00,0.574,0.922,0.0,0.9519,1.0
2017-01-02 00:00:00,0.7515,0.2982,0.0087,0.7378,1.0
2017-01-02 01:00:00,0.9172,0.2982,0.0173,0.7378,1.0
2017-01-02 02:00:00,0.9763,0.2982,0.0346,0.7378,1.0
2017-01-02 03:00:00,1.0,0.2982,0.026,0.7378,1.0
2017-01-02 04:00:00,0.9527,0.2982,0.0087,0.7378,1.0
2017-01-02 05:00:00,0.9408,0.2941,0.0087,0.7378,1.0
2017-01-02 06:00:00,0.8107,0.2605,0.5755,0.7778,1.0
2017-01-02 07:00:00,0.5858,0.1656,0.5472,0.8032,1.0
2017-01-02 08:00:00,0.5503,0.2047,0.6414,0.8287,1.0
2017-01-02 09:00:00,0.5266,0.271,0.638,0.8415,1.0
2017-01-02 10:00:00,0.4911,0.2718,0.5847,0.8516,1.0
2017-01-02 11:00:00,0.503,0.2727,0.4755,0.8516,1.0
2017-01-02 12:00:00,0.4675,0.2735,0.6103,0.8516,1.0
2017-01-02 13:00:00,0.4556,0.2718,0.7267,0.8287,1.0
2017-01-02 14:00:00,0.3491,0.2727,0.7284,0.8287,1.0
2017-01-02 15:00:00,0.432,0.2735,0.5764,0.8287,1.0
2017-01-02 16:00:00,0.5385,0.2743,0.7659,0.8516,1.0
2017-01-02 17:00:00,0.4793,0.2118,0.6696,0.8415,1.0
2017-01-02 18:00:00,0.2071,0.2449,0.7604,0.817,1.0
2017-01-02 19:00:00,0.0,0.2086,0.3948,0.7915,1.0
2017-01-02 20:00:00,0.0118,0.3065,0.7,0.7787,1.0
2017-01-02 21:00:00,0.1065,0.3065,0.0952,0.7787,1.0
2017-01-02 22:00:00,0.3018,0.2982,0.0,0.7378,1.0
2017-01-02 23:00:00,0.574,0.2982,0.0,0.7378,1.0
2017-01-03 00:00:00,0.7515,0.2982,0.0087,0.7378,1.0
2017-01-03 01:00:00,0.9172,0.2982,0.0173,0.7378,1.0
2017-01-03 02:00:00,0.9763,0.2982,0.0346,0.7378,1.0
2017-01-03 03:00:00,1.0,0.2982,0.0346,0.7378,1.0
2017-01-03 04:00:00,0.9527,0.2982,0.0173,0.7378,1.0
2017-01-03 05:00:00,0.9408,0.2941,0.0087,0.7378,1.0
2017-01-03 06:00:00,0.8107,0.2605,0.5841,0.7778,1.0
2017-01-03 07:00:00,0.5858,0.1656,0.5559,0.8032,1.0
2017-01-03 08:00:00,0.5503,0.2047,0.65,0.8287,1.0
2017-01-03 09:00:00,0.5266,0.271,0.638,0.8415,1.0
2017-01-03 10:00:00,0.4911,0.2718,0.5847,0.8516,1.0
2017-01-03 11:00:00,0.503,0.2727,0.4755,0.8516,1.0
2017-01-03 12:00:00,0.4675,0.2735,0.6189,0.8516,1.0
2017-01-03 13:00:00,0.4556,0.2718,0.7267,0.8287,1.0
2017-01-03 14:00:00,0.3491,0.2727,0.7371,0.8287,1.0
2017-01-03 15:00:00,0.432,0.2735,0.585,0.8287,1.0
2017-01-03 16:00:00,0.5385,0.2743,0.7745,0.8516,1.0
2017-01-03 17:00:00,0.4793,0.2118,0.6783,0.8415,1.0
2017-01-03 18:00:00,0.2071,0.2449,0.7777,0.817,1.0
2017-01-03 19:00:00,0.0,0.2086,0.4034,0.7915,1.0
2017-01-03 20:00:00,0.0118,0.3065,0.7086,0.7787,1.0
2017-01-03 21:00:00,0.1065,0.3065,0.1039,0.7787,1.0
2017-01-03 22:00:00,0.3018,0.2982,0.0,0.7378,1.0
2017-01-03 23:00:00,0.574,0.2982,0.0,0.7378,1.0
2017-01-04 00:00:00,0.7515,0.2982,0.0173,0.7378,1.0
2017-01-04 01:00:00,0.9172,0.2982,0.026,0.7378,1.0
2017-01-04 02:00:00,0.9763,0.2982,0.0433,0.7378,1.0
2017-01-04 03:00:00,1.0,0.2982,0.0433,0.7378,1.0
2017-01-04 04:00:00,0.9527,0.2982,0.0173,0.7378,1.0
2017-01-04 05:00:00,0.9408,0.2941,0.0087,0.7378,1.0
2017-01-04 06:00:00,0.8107,0.2605,0.6101,0.7778,1.0
2017-01-04 07:00:00,0.5858,0.1656,0.5732,0.8032,1.0
2017-01-04 08:00:00,0.5503,0.2047,0.6673,0.8287,1.0
2017-01-04 09:00:00,0.5266,0.271,0.6553,0.8415,1.0
2017-01-04 10:00:00,0.4911,0.2718,0.602,0.8516,1.0
2017-01-04 11:00:00,0.503,0.2727,0.5015,0.8516,1.0
2017-01-04 12:00:00,0.4675,0.2735,0.6362,0.8516,1.0
2017-01-04 13:00:00,0.4556,0.2718,0.7527,0.8287,1.0
2017-01-04 14:00:00,0.3491,0.2727,0.7544,0.8287,1.0
2017-01-04 15:00:00,0.432,0.2735,0.6023,0.8287,1.0
2017-01-04 16:00:00,0.5385,0.2743,0.8005,0.8516,1.0
2017-01-04 17:00:00,0.4793,0.2118,0.7043,0.8415,1.0
2017-01-04 18:00:00,0.2071,0.2449,0.8037,0.817,1.0
2017-01-04 19:00:00,0.0,0.2086,0.4208,0.7915,1.0
2017-01-04 20:00:00,0.0118,0.3065,0.726,0.7787,1.0
2017-01-04 21:00:00,0.1065,0.3065,0.1212,0.7787,1.0
2017-01-04 22:00:00,0.3018,0.2982,0.0,0.7378,1.0
2017-01-04 23:00:00,0.574,0.2982,0.0,0.7378,1.0
2017-01-05 00:00:00,0.7515,0.2982,0.0173,0.7378,1.0
2017-01-05 01:00:00,0.9172,0.2982,0.026,0.7378,1.0
2017-01-05 02:00:00,0.9763,0.2982,0.0433,0.7378,1.0
2017-01-05 03:00:00,1.0,0.2982,0.0433,0.7378,1.0
2017-01-05 04:00:00,0.9527,0.2982,0.0173,0.7378,1.0
2017-01-05 05:00:00,0.9408,0.2941,0.0087,0.7378,1.0
2017-01-05 06:00:00,0.8107,0.2605,0.6101,0.7778,1.0
2017-01-05 07:00:00,0.5858,0.1656,0.5732,0.8032,1.0
2017-01-05 08:00:00,0.5503,0.2047,0.6673,0.8287,1.0
2017-01-05 09:00:00,0.5266,0.271,0.6553,0.8415,1.0
2017-01-05 10:00:00,0.4911,0.2718,0.602,0.8516,1.0
2017-01-05 11:00:00,0.503,0.2727,0.5015,0.8516,1.0
2017-01-05 12:00:00,0.4675,0.2735,0.6362,0.8516,1.0
2017-01-05 13:00:00,0.4556,0.2718,0.7527,0.8287,1.0
2017-01-05 14:00:00,0.3491,0.2727,0.7544,0.8287,1.0
2017-01-05 15:00:00,0.432,0.2735,0.6023,0.8287,1.0
2017-01-05 16:00:00,0.5385,0.2743,0.8005,0.8516,1.0
2017-01-05 17:00:00,0.4793,0.2118,0.7043,0.8415,1.0
2017-01-05 18:00:00,0.2071,0.2449,0.8037,0.817,1.0
2017-01-05 19:00:00,0.0,0.2086,0.4208,0.7915,1.0
2017-01-05 20:00:00,0.0118,0.3065,0.726,0.7787,1.0
2017-01-05 21:00:00,0.1065,0.3065,0.1212,0.7787,1.0
2017-01-05 22:00:00,0.3018,0.2982,0.0,0.7378,1.0
2017-01-05 23:00:00,0.574,0.2982,0.0,0.7378,1.0
2017-01-06 00:00:00,0.7515,0.2982,0.0173,0.7378,1.0
2017-01-06 01:00:00,0.9172,0.2982,0.026,0.7378,1.0
2017-01-06 02:00:00,0.9763,0.2982,0.0433,0.7378,1.0
2017-01-06 03:00:00,1.0,0.2982,0.0433,0.7378,1.0
2017-01-06 04:00:00,0.9527,0.2982,0.0173,0.7378,1.0
2017-01-06 05:00:00,0.9408,0.2941,0.0087,0.7378,1.0
2017-01-06 06:00:00,0.8107,0.2605,0.6014,0.7778,1.0
2017-01-06 07:00:00,0.5858,0.1656,0.5732,0.8032,1.0
2017-01-06 08:00:00,0.5503,0.2047,0.6673,0.8287,1.0
2017-01-06 09:00:00,0.5266,0.271,0.6553,0.8415,1.0
2017-01-06 10:00:00,0.4911,0.2718,0.602,0.8516,1.0
2017-01-06 11:00:00,0.503,0.2727,0.5015,0.8516,1.0
2017-01-06 12:00:00,0.4675,0.2735,0.6362,0.8516,1.0
2017-01-06 13:00:00,0.4556,0.2718,0.7527,0.8287,1.0
2017-01-06 14:00:00,0.3491,0.2727,0.7544,0.8287,1.0
2017-01-06 15:00:00,0.432,0.2735,0.6023,0.8287,1.0
2017-01-06 16:00:00,0.5385,0.2743,0.8005,0.8516,1.0
2017-01-06 17:00:00,0.4793,0.2118,0.7043,0.8415,1.0
2017-01-06 18:00:00,0.2071,0.2449,0.8037,0.817,1.0
2017-01-06 19:00:00,0.0,0.2086,0.4208,0.7915,1.0
2017-01-06 20:00:00,0.0118,0.3065,0.726,0.7787,1.0
2017-01-06 21:00:00,0.1065,0.3065,0.1126,0.7787,1.0
2017-01-06 22:00:00,0.3018,0.2982,0.0,0.7378,1.0
2017-01-06 23:00:00,0.574,0.2982,0.0,0.7378,1.0
2017-01-07 00:00:00,0.7515,0.5273,0.0173,0.8663,1.0
2017-01-07 01:00:00,0.9172,0.5273,0.026,0.8663,1.0
2017-01-07 02:00:00,0.9763,0.5273,0.0433,0.8663,1.0
2017-01-07 03:00:00,1.0,0.5273,0.0433,0.8663,1.0
2017-01-07 04:00:00,0.9527,0.5273,0.0173,0.8663,1.0
2017-01-07 05:00:00,0.9408,0.5249,0.0087,0.8663,1.0
2017-01-07 06:00:00,0.8107,0.448,0.6014,0.8443,1.0
2017-01-07 07:00:00,0.5858,0.3539,0.5732,0.8443,1.0
2017-01-07 08:00:00,0.5503,0.3931,0.6673,0.8443,1.0
2017-01-07 09:00:00,0.5266,0.4594,0.6553,0.8443,1.0
2017-01-07 10:00:00,0.4911,0.4602,0.602,0.8443,1.0
2017-01-07 11:00:00,0.503,0.461,0.5015,0.8443,1.0
2017-01-07 12:00:00,0.4675,0.4619,0.6362,0.8443,1.0
2017-01-07 13:00:00,0.4556,0.4602,0.7527,0.8443,1.0
2017-01-07 14:00:00,0.3491,0.461,0.7544,0.8443,1.0
2017-01-07 15:00:00,0.432,0.4619,0.6023,0.8443,1.0
2017-01-07 16:00:00,0.5385,0.4627,0.8005,0.8443,1.0
2017-01-07 17:00:00,0.4793,0.3993,0.7043,0.8443,1.0
2017-01-07 18:00:00,0.2071,0.4765,0.8037,0.8663,1.0
2017-01-07 19:00:00,0.0,0.4394,0.4208,0.8663,1.0
2017-01-07 20:00:00,0.0118,0.5356,0.726,0.8663,1.0
2017-01-07 21:00:00,0.1065,0.5356,0.1126,0.8663,1.0
2017-01-07 22:00:00,0.3018,0.5273,0.0,0.8663,1.0
2017-01-07 23:00:00,0.574,0.5273,0.0,0.8663,1.0
2017-01-08 00:00:00,0.7515,0.9189,0.0173,0.9519,1.0
2017-01-08 01:00:00,0.9172,0.9189,0.026,0.9519,1.0
2017-01-08 02:00:00,0.9763,0.922,0.0433,0.9519,1.0
2017-01-08 03:00:00,1.0,0.922,0.0433,0.9519,1.0
2017-01-08 04:00:00,0.9527,0.922,0.0173,0.9519,1.0
2017-01-08 05:00:00,0.9408,0.92,0.0087,0.9519,1.0
2017-01-08 06:00:00,0.8107,0.7681,0.6014,0.9244,1.0
2017-01-08 07:00:00,0.5858,0.8043,0.5732,0.9244,1.0
2017-01-08 08:00:00,0.5503,0.8426,0.6673,0.9244,1.0
2017-01-08 09:00:00,0.5266,0.8426,0.6553,0.9244,1.0
2017-01-08 10:00:00,0.4911,0.8426,0.602,0.9244,1.0
2017-01-08 11:00:00,0.503,0.8426,0.5015,0.9244,1.0
2017-01-08 12:00:00,0.4675,0.8426,0.6362,0.9244,1.0
2017-01-08 13:00:00,0.4556,0.8426,0.7527,0.9244,1.0
2017-01-08 14:00:00,0.3491,0.8426,0.7544,0.9244,1.0
2017-01-08 15:00:00,0.432,0.8426,0.6023,0.9244,1.0
2017-01-08 16:00:00,0.5385,0.8426,0.8005,0.9244,1.0
2017-01-08 17:00:00,0.4793,0.8436,0.7043,0.9244,1.0
2017-01-08 18:00:00,0.2071,0.9945,0.8037,0.9519,1.0
2017-01-08 19:00:00,0.0,0.9572,0.4208,0.9519,1.0
2017-01-08 20:00:00,0.0118,0.922,0.726,0.9519,1.0
2017-01-08 21:00:00,0.1065,0.922,0.1126,0.9519,1.0
2017-01-08 22:00:00,0.3018,0.922,0.0,0.9519,1.0
2017-01-08 23:00:00,0.574,0.9189,0.0,0.9519,1.0
2017-01-09 00:00:00,0.7515,0.2982,0.0173,0.7378,1.0
2017-01-09 01:00:00,0.9172,0.2982,0.026,0.7378,1.0
2017-01-09 02:00:00,0.9763,0.2982,0.0433,0.7378,1.0
2017-01-09 03:00:00,1.0,0.2982,0.0433,0.7378,1.0
2017-01-09 04:00:00,0.9527,0.2982,0.0173,0.7378,1.0
2017-01-09 05:00:00,0.9408,0.2941,0.0087,0.7378,1.0
2017-01-09 06:00:00,0.8107,0.2605,0.6014,0.7778,1.0
2017-01-09 07:00:00,0.5858,0.1656,0.5732,0.8032,1.0
2017-01-09 08:00:00,0.5503,0.2047,0.6673,0.8287,1.0
2017-01-09 09:00:00,0.5266,0.271,0.6553,0.8415,1.0
2017-01-09 10:00:00,0.4911,0.2718,0.602,0.8516,1.0
2017-01-09 11:00:00,0.503,0.2727,0.5015,0.8516,1.0
2017-01-09 12:00:00,0.4675,0.2735,0.6362,0.8516,1.0
2017-01-09 13:00:00,0.4556,0.2718,0.7527,0.8287,1.0
2017-01-09 14:00:00,0.3491,0.2727,0.7544,0.8287,1.0
2017-01-09 15:00:00,0.432,0.2735,0.6023,0.8287,1.0
2017-01-09 16:00:00,0.5385,0.2743,0.8005,0.8516,1.0
2017-01-09 17:00:00,0.4793,0.2118,0.7043,0.8415,1.0
2017-01-09 18:00:00,0.2071,0.2449,0.8037,0.817,1.0
