new_timeindex,hoho_cluster,tcs_cluster,tcs_hoho_cluster,ind_cluster-1,ind_cluster-2
2017-01-01 00:00:00,0.15781689376599253,0.3743335075797178,0.041853485687465754,0.8901253009746203,0.3910557044410414
2017-01-01 01:00:00,0.17288928933189082,0.3743335075797178,0.038220019345714805,0.8901253009746203,0.3910557044410414
2017-01-01 02:00:00,0.19990405813612708,0.3743335075797178,0.03692235279508946,0.8901253009746203,0.3910557044410414
2017-01-01 03:00:00,0.18246793792876428,0.3743335075797178,0.036403286174839324,0.8901253009746203,0.3910557044410414
2017-01-01 04:00:00,0.18492018860452908,0.3743335075797178,0.0374414194153396,0.8901253009746203,0.3910557044410414
2017-01-01 05:00:00,0.20816069823107597,0.40531017940707875,0.03770095272546467,0.8901253009746203,0.3910557044410414
2017-01-01 06:00:00,0.2319075912847685,0.43797662430561984,0.05095070098439103,0.9116620489749555,0.4387203292496171
2017-01-01 07:00:00,0.23433015703373908,0.3062334226864014,0.1989996868381348,0.9116620489749555,0.4387203292496171
2017-01-01 08:00:00,0.24194018773815543,0.1633322244927054,0.22330473890282498,0.9116620489749555,0.4387203292496171
2017-01-01 09:00:00,0.29279345051658334,0.1633322244927054,0.5406663357281132,0.9116620489749555,0.4387203292496171
2017-01-01 10:00:00,0.4824458817291608,0.1633322244927054,0.8228090683679471,0.9116620489749555,0.4387203292496171
2017-01-01 11:00:00,0.45834396283290163,0.1633322244927054,0.8456492724968232,0.9116620489749555,0.4387203292496171
2017-01-01 12:00:00,0.8000471961947939,0.1633322244927054,0.7299752366811235,0.9116620489749555,0.4387203292496171
2017-01-01 13:00:00,0.7216102777157124,0.1633322244927054,0.6621158382484916,0.9116620489749555,0.4387203292496171
2017-01-01 14:00:00,0.9546889813367888,0.1633322244927054,0.6044928398586548,0.9116620489749555,0.4387203292496171
2017-01-01 15:00:00,0.6224747482315678,0.1633322244927054,0.5137674112499211,0.9116620489749555,0.4387203292496171
2017-01-01 16:00:00,0.5784901294477395,0.1633322244927054,0.3926690019688204,0.9116620489749555,0.4387203292496171
2017-01-01 17:00:00,0.5488808992846888,0.14784388857902492,0.5405494820966634,0.9116620489749555,0.4387203292496171
2017-01-01 18:00:00,0.5022803218598283,0.13066577959416434,0.5705724342196095,0.8901253009746203,0.3910557044410414
2017-01-01 19:00:00,0.47916800325238906,0.25807864187417984,0.46664602034393277,0.8901253009746203,0.3910557044410414
2017-01-01 20:00:00,0.4416756442178693,0.3743335075797178,0.3442594360884233,0.8901253009746203,0.3910557044410414
2017-01-01 21:00:00,0.42177937042893143,0.3743335075797178,0.055998051089281964,0.8901253009746203,0.3910557044410414
2017-01-01 22:00:00,0.5927067870222066,0.3743335075797178,0.05171575147221834,0.8901253009746203,0.3910557044410414
2017-01-01 23:00:00,0.17339074830873508,0.3743335075797178,0.04574648533934177,0.8901253009746203,0.3910557044410414
2017-01-02 00:00:00,0.17292229196548745,0.4583421915526353,0.04503650816629636,0.9324759770576593,0.45460853751914243
2017-01-02 01:00:00,0.1780663376951041,0.4583421915526353,0.04140304182454541,0.9324759770576593,0.45460853751914243
2017-01-02 02:00:00,0.17995737355673155,0.4583421915526353,0.040105375273920066,0.9324759770576593,0.45460853751914243
2017-01-02 03:00:00,0.17771663645569596,0.4583421915526353,0.03958630865366993,0.9324759770576593,0.45460853751914243
2017-01-02 04:00:00,0.18336572321226174,0.4583421915526353,0.04062444189417021,0.9324759770576593,0.45460853751914243
2017-01-02 05:00:00,0.20641765655343716,0.5202955352073574,0.04088397520429528,0.9324759770576593,0.45460853751914243
2017-01-02 06:00:00,0.21204020552993255,0.5855804030343883,0.17500674021621246,0.9592244209413707,0.31776416539050534
2017-01-02 07:00:00,0.25804404822131893,0.4693255373288503,0.3526618452685077,0.9552899807078998,0.31776416539050534
2017-01-02 08:00:00,0.30659649619199203,0.3264243391351544,0.5907202283571807,0.9513555404744292,0.31776416539050534
2017-01-02 09:00:00,0.29266677801567026,0.3264243391351544,0.90466590913055,0.9493883203576937,0.31776416539050534
2017-01-02 10:00:00,0.29746845552166007,0.3264243391351544,0.9017023974741336,0.9478145442643053,0.31776416539050534
2017-01-02 11:00:00,0.31653998704982,0.3264243391351544,0.7731679267913176,0.9478145442643053,0.31776416539050534
2017-01-02 12:00:00,0.33774469341872165,0.3264243391351544,0.7008640515409554,0.9478145442643053,0.31776416539050534
2017-01-02 13:00:00,0.380923489270864,0.3264243391351544,0.5356066848938035,0.9513555404744292,0.31776416539050534
2017-01-02 14:00:00,0.5516615577937686,0.3264243391351544,0.45108246959467424,0.9513555404744292,0.31776416539050534
2017-01-02 15:00:00,0.4555679577547473,0.3264243391351544,0.48941312597110975,0.9513555404744292,0.31776416539050534
2017-01-02 16:00:00,0.3344349226112332,0.3264243391351544,0.38054138298963647,0.9478145442643053,0.31776416539050534
2017-01-02 17:00:00,0.2987467816754448,0.29544766730779337,0.3527283780475103,0.9493883203576937,0.31776416539050534
2017-01-02 18:00:00,0.37708853454512975,0.2611394713081235,0.32834968326180203,0.9265743167074529,0.2542113323124043
2017-01-02 19:00:00,0.4432784691976202,0.37306399767445836,0.49339354011310843,0.9305087569409238,0.2542113323124043
2017-01-02 20:00:00,0.5018376549569301,0.4583421915526353,0.2714999812193953,0.9324759770576593,0.2542113323124043
2017-01-02 21:00:00,0.44849101295382776,0.4583421915526353,0.055998051089281964,0.9324759770576593,0.2542113323124043
2017-01-02 22:00:00,0.3723289536140898,0.4583421915526353,0.054898773951048946,0.9324759770576593,0.45460853751914243
