label,identifier,capacity,fuel,country,efficiency_el,type,max_load_factor,part_load_losses,min_uptime,min_downtime,cold_startup_time,warm_startup_time,hot_startup_time,cold_startup_costs,warm_startup_costs,hot_startup_costs,outages,initial_status,unit_lifetime,min_load_factor,grad_pos,grad_neg,from,to_el
DE_transformer_lignite_BNA0708,BNA0708,637.298,lignite,DE,0.37,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA0709,BNA0709,957.9767,lignite,DE,0.43,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA0712,BNA0712,299.3677,lignite,DE,0.316,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA0714,BNA0714,15.2221,lignite,DE,0.376,ipp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA0785,BNA0785,471.8847,lignite,DE,0.375,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA0786,BNA0786,471.8847,lignite,DE,0.375,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA0787,BNA0787,471.8847,lignite,DE,0.375,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA0788,BNA0788,471.8847,lignite,DE,0.375,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA0878,BNA0878,456.6626,lignite,DE,0.465,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA0879,BNA0879,456.6626,lignite,DE,0.465,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA0914,BNA0914,761.1043,lignite,DE,0.41,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA0915,BNA0915,761.1043,lignite,DE,0.412,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1002,BNA1002,31.459,lignite,DE,0.385,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1025,BNA1025,325.7527,lignite,DE,0.33,emb,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.4,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1026,BNA1026,325.7527,lignite,DE,0.33,emb,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.4,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1027,BNA1027,672.8162,lignite,DE,0.36,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1028,BNA1028,665.7126,lignite,DE,0.366,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1097,BNA1097,19.7887,lignite,DE,0.424,ipp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1141,BNA1141,14.7147,lignite,DE,0.3496,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1164,BNA1164,23.5638,lignite,DE,0.4096,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1185,BNA1185,20.6006,lignite,DE,0.4336,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1293a,BNA1293a,10.1481,lignite,DE,0.388,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1293b,BNA1293b,10.1481,lignite,DE,0.388,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1400a,BNA1400a,23.645,lignite,DE,0.3832,ipp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1401a,BNA1401a,1075.6941,lignite,DE,0.43,emb,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.4,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1401b,BNA1401b,1075.6941,lignite,DE,0.43,emb,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.4,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1404,BNA1404,649.4757,lignite,DE,0.437,emb,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.4,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1451,BNA1451,27.9072,lignite,DE,0.3136,ipp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1486,BNA1486,45.6663,lignite,DE,0.3496,chp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_lignite_BNA1511a,BNA1511a,9.4377,lignite,DE,0.3592,ipp,1,0.06,5.0,7.0,9.0,5.0,4.0,44.6,42.0,28.5,20,0.5,45.0,0.0,0.2543,0.2543,DE_bus_lignite,DE_bus_el
DE_transformer_natgas_BNA0012b,BNA0012b,4.2303,natgas,DE,0.354,ipp,1,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0015,BNA0015,24.9975,natgas,DE,0.37,chp,1,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0016,BNA0016,19.2288,natgas,DE,0.3046,emb,1,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20,0.5,40.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0017,BNA0017,21.9209,natgas,DE,0.3098,emb,1,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20,0.5,40.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0018,BNA0018,31.1507,natgas,DE,0.315,emb,1,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20,0.5,40.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0025,BNA0025,5.8071,natgas,DE,0.3773,ipp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0033,BNA0033,11.8065,natgas,DE,0.37,chp,1,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0051,BNA0051,6.8455,natgas,DE,0.4336,ipp,1,0.12,1.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,20,0.5,30.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0059b,BNA0059b,29.997,natgas,DE,0.593,ipp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0073,BNA0073,170.7521,natgas,DE,0.4902,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0074,BNA0074,55.379,natgas,DE,0.3575,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0075,BNA0075,55.379,natgas,DE,0.37,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0081,BNA0081,63.0706,natgas,DE,0.385,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0088a,BNA0088a,54.033,natgas,DE,0.63,ipp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0098,BNA0098,8.8453,natgas,DE,0.45,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0100,BNA0100,14.4216,natgas,DE,0.5625,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0105,BNA0105,40.7651,natgas,DE,0.56,ipp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0111,BNA0111,16.9214,natgas,DE,0.3993,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0117b,BNA0117b,36.5348,natgas,DE,0.58,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0129,BNA0129,13.8448,natgas,DE,0.3817,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0130,BNA0130,61.5323,natgas,DE,0.513,emb,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0135,BNA0135,7.6915,natgas,DE,0.45,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0136,BNA0136,28.4587,natgas,DE,0.585,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0137,BNA0137,9.6144,natgas,DE,0.289,chp,1,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0156b,BNA0156b,5.1918,natgas,DE,0.3696,ipp,1,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0172a,BNA0172a,46.1492,natgas,DE,0.5445,ipp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0172b,BNA0172b,19.2288,natgas,DE,0.3619,ipp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0174,BNA0174,28.1126,natgas,DE,0.3872,ipp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0194,BNA0194,14.9985,natgas,DE,0.3806,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0199,BNA0199,225.362,natgas,DE,0.54,ipp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0202,BNA0202,9.999,natgas,DE,0.3894,ipp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0207,BNA0207,99.9899,natgas,DE,0.41,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0213,BNA0213,15.3831,natgas,DE,0.3872,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0214,BNA0214,89.991,natgas,DE,0.5625,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0220,BNA0220,38.4577,natgas,DE,0.54,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0221a,BNA0221a,24.8821,natgas,DE,0.315,emb,1,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20,0.5,40.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0221b,BNA0221b,25.6513,natgas,DE,0.3124,emb,1,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20,0.5,40.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0221c,BNA0221c,112.681,natgas,DE,0.3597,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0232c,BNA0232c,1.5383,natgas,DE,0.4098,ipp,1,0.12,1.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,20,0.5,30.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0233,BNA0233,17.9213,natgas,DE,0.3773,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0239,BNA0239,123.4491,natgas,DE,0.42,emb,1,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20,0.5,40.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0243,BNA0243,21.9209,natgas,DE,0.3927,ipp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0256a,BNA0256a,29.4201,natgas,DE,0.364,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0256b,BNA0256b,12.5372,natgas,DE,0.364,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0261a,BNA0261a,8.3069,natgas,DE,0.5625,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0261c,BNA0261c,2.5767,natgas,DE,0.603,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0284,BNA0284,18.4597,natgas,DE,0.4,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0285,BNA0285,26.9204,natgas,DE,0.3894,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0286,BNA0286,38.0731,natgas,DE,0.3784,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0343,BNA0343,28.4587,natgas,DE,0.3806,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0354,BNA0354,7.23,natgas,DE,0.531,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0360,BNA0360,5.6533,natgas,DE,0.3696,chp,1,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0361,BNA0361,11.5373,natgas,DE,0.4037,ipp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0374,BNA0374,219.9779,natgas,DE,0.3597,emb,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0386,BNA0386,9.6144,natgas,DE,0.513,ipp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0392a,BNA0392a,37.3039,natgas,DE,0.525,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0392b,BNA0392b,21.5748,natgas,DE,0.564,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0400,BNA0400,48.8412,natgas,DE,0.38,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0401,BNA0401,8.653,natgas,DE,0.5085,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0410,BNA0410,156.5227,natgas,DE,0.577,emb,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0411,BNA0411,157.6765,natgas,DE,0.577,emb,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0418,BNA0418,88.4526,natgas,DE,0.55,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0442,BNA0442,160.3685,natgas,DE,0.59,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0444,BNA0444,26.5358,natgas,DE,0.5805,ipp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0497,BNA0497,37.1117,natgas,DE,0.585,ipp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0499,BNA0499,33.0736,natgas,DE,0.55,ipp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0504,BNA0504,69.993,natgas,DE,0.522,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0510a,BNA0510a,4.4611,natgas,DE,0.3729,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0514,BNA0514,135.7556,natgas,DE,0.57,emb,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0515,BNA0515,14.2293,natgas,DE,0.3674,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0521,BNA0521,18.5789,natgas,DE,0.3718,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0527,BNA0527,8.2684,natgas,DE,0.3905,chp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0531,BNA0531,48.0721,natgas,DE,0.4545,emb,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0545,BNA0545,158.8302,natgas,DE,0.58,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0546,BNA0546,41.5343,natgas,DE,0.558,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0548a,BNA0548a,307.6614,natgas,DE,0.5715,emb,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0548b,BNA0548b,165.368,natgas,DE,0.592,emb,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0556a,BNA0556a,9.9221,natgas,DE,0.3839,ipp,1,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0556b,BNA0556b,5.3841,natgas,DE,0.4406,ipp,1,0.12,1.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,20,0.5,30.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0574a,BNA0574a,21.5363,natgas,DE,0.3098,emb,1,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20,0.5,40.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0588,BNA0588,64.2243,natgas,DE,0.42,chp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0592,BNA0592,14.9985,natgas,DE,0.5,ipp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
DE_transformer_natgas_BNA0593,BNA0593,13.4602,natgas,DE,0.513,ipp,1,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el
