,chp,chp_natgas,chp_lignite,chp_hardcoal,ipp,FR_natgas,AT_natgas
2017-01-01 00:00:00,0.0,0.806,0.656,0.5223,0.7,,
2017-01-01 01:00:00,0.0,0.7649,0.721,0.5215,0.7,,
2017-01-01 02:00:00,0.0,0.7615,0.8474,0.5223,0.7,,
2017-01-01 03:00:00,0.0,0.762,0.8673,0.521,0.7,,
2017-01-01 04:00:00,0.0,0.762,0.8879,0.5223,0.7,,
2017-01-01 05:00:00,0.0467,0.7604,0.8906,0.5223,0.7,,
2017-01-01 06:00:00,0.0319,0.7699,0.813,0.5228,0.7,,
2017-01-01 07:00:00,0.0135,0.8048,0.716,0.5259,0.9,,
2017-01-01 08:00:00,0.0,0.8032,0.657,0.5259,0.9,,
2017-01-01 09:00:00,0.0,0.8032,0.6564,0.5259,0.9,,
2017-01-01 10:00:00,0.0,0.8032,0.6573,0.5259,0.9,,
2017-01-01 11:00:00,0.0,0.8032,0.6751,0.5254,0.9,,
2017-01-01 12:00:00,0.0,0.8032,0.815,0.5259,0.9,,
2017-01-01 13:00:00,0.0,0.8032,0.6481,0.5259,0.9,,
2017-01-01 14:00:00,0.0,0.8032,0.5131,0.5228,0.9,,
2017-01-01 15:00:00,0.0,0.8217,0.4347,0.5201,0.9,,
2017-01-01 16:00:00,0.0,0.8279,0.3956,0.5197,0.9,,
2017-01-01 17:00:00,0.0,0.8279,0.3966,0.5188,0.9,,
2017-01-01 18:00:00,0.0,0.8279,0.3956,0.5197,0.9,,
2017-01-01 19:00:00,0.0,0.8279,0.397,0.5197,0.9,,
2017-01-01 20:00:00,0.0,0.8279,0.3959,0.5215,0.9,,
2017-01-01 21:00:00,0.0,0.8279,0.3953,0.517,0.9,,
2017-01-01 22:00:00,0.0,0.8268,0.3971,0.517,0.7,,
2017-01-01 23:00:00,0.0,0.8274,0.4734,0.5175,0.7,,
2017-01-02 00:00:00,0.0,0.8279,0.6889,0.517,0.7,,
2017-01-02 01:00:00,0.0,0.8262,0.8864,0.5206,0.7,,
2017-01-02 02:00:00,0.0,0.8257,0.8877,0.5241,0.7,,
2017-01-02 03:00:00,0.0,0.8257,0.8751,0.5237,0.7,,
2017-01-02 04:00:00,0.0,0.8262,0.6917,0.5259,0.7,,
2017-01-02 05:00:00,0.0955,0.8459,0.8764,0.5343,0.7,,
2017-01-02 06:00:00,0.079,0.8476,0.8823,0.5396,0.7,,
2017-01-02 07:00:00,0.0603,0.8459,0.8873,0.5507,0.9,,
2017-01-02 08:00:00,0.0291,0.8459,0.8861,0.5543,0.9,,
2017-01-02 09:00:00,0.0,0.8459,0.8684,0.5543,0.9,,
2017-01-02 10:00:00,0.0,0.8443,0.8726,0.5543,0.9,,
2017-01-02 11:00:00,0.0,0.842,0.7276,0.5543,0.9,,
2017-01-02 12:00:00,0.0,0.8414,0.8887,0.5543,0.9,,
2017-01-02 13:00:00,0.0,0.8426,0.8897,0.5543,0.9,,
2017-01-02 14:00:00,0.0,0.8414,0.8909,0.5543,0.9,,
2017-01-02 15:00:00,0.0,0.8426,0.8683,0.5543,0.9,,
2017-01-02 16:00:00,0.0116,0.8454,0.8754,0.5543,0.9,,
2017-01-02 17:00:00,0.0155,0.8459,0.8873,0.5543,0.9,,
2017-01-02 18:00:00,0.0145,0.8459,0.8914,0.5543,0.9,,
2017-01-02 19:00:00,0.0,0.8476,0.8886,0.5543,0.9,,
2017-01-02 20:00:00,0.0,0.8454,0.8814,0.5543,0.9,,
2017-01-02 21:00:00,0.0,0.8437,0.6163,0.5543,0.9,,
2017-01-02 22:00:00,0.0,0.8437,0.4139,0.5543,0.7,,
2017-01-02 23:00:00,0.0,0.8229,0.4117,0.5379,0.7,,
2017-01-03 00:00:00,0.0,0.8195,0.3839,0.5383,0.7,,
2017-01-03 01:00:00,0.0,0.8212,0.1496,0.5379,0.7,,
2017-01-03 02:00:00,0.0,0.8212,0.155,0.5418,0.7,,
2017-01-03 03:00:00,0.0,0.8189,0.1607,0.5396,0.7,,
2017-01-03 04:00:00,0.0,0.8189,0.1601,0.537,0.7,,
2017-01-03 05:00:00,0.081,0.842,0.1629,0.5392,0.7,,
2017-01-03 06:00:00,0.0649,0.8431,0.1557,0.5365,0.7,,
2017-01-03 07:00:00,0.047,0.8414,0.1554,0.5348,0.9,,
2017-01-03 08:00:00,0.0167,0.8403,0.1563,0.5348,0.9,,
2017-01-03 09:00:00,0.0,0.8386,0.1557,0.5348,0.9,,
2017-01-03 10:00:00,0.0,0.8048,0.155,0.5348,0.9,,
2017-01-03 11:00:00,0.0,0.614,0.1563,0.5192,0.9,,
2017-01-03 12:00:00,0.0,0.6145,0.1557,0.5188,0.9,,
2017-01-03 13:00:00,0.0,0.6145,0.1556,0.5188,0.9,,
2017-01-03 14:00:00,0.0,0.6157,0.1496,0.5188,0.9,,
2017-01-03 15:00:00,0.0,0.6157,0.1489,0.5179,0.9,,
2017-01-03 16:00:00,0.0,0.6162,0.1484,0.5161,0.9,,
2017-01-03 17:00:00,0.0032,0.6162,0.1491,0.5135,0.9,,
2017-01-03 18:00:00,0.0021,0.6151,0.1491,0.5135,0.9,,
2017-01-03 19:00:00,0.0,0.6348,0.1494,0.5135,0.9,,
2017-01-03 20:00:00,0.0,0.6382,0.1486,0.5139,0.9,,
2017-01-03 21:00:00,0.0,0.6382,0.1501,0.5175,0.9,,
2017-01-03 22:00:00,0.0,0.6387,0.1609,0.5197,0.7,,
2017-01-03 23:00:00,0.0,0.5982,0.1724,0.5215,0.7,,
2017-01-04 00:00:00,0.0,0.5943,0.1723,0.5223,0.7,,
2017-01-04 01:00:00,0.0,0.6787,0.1719,0.5206,0.7,,
2017-01-04 02:00:00,0.0,0.6934,0.1717,0.5215,0.7,,
2017-01-04 03:00:00,0.0,0.6928,0.1721,0.521,0.7,,
2017-01-04 04:00:00,0.0,0.7863,0.1717,0.5192,0.7,,
2017-01-04 05:00:00,0.0208,0.8234,0.1717,0.5148,0.7,,
2017-01-04 06:00:00,0.0061,0.8234,0.172,0.5135,0.7,,
2017-01-04 07:00:00,0.0,0.8234,0.156,0.5135,0.9,,
2017-01-04 08:00:00,0.0,0.824,0.1641,0.5135,0.9,,
2017-01-04 09:00:00,0.0,0.824,0.2514,0.5152,0.9,,
2017-01-04 10:00:00,0.0,0.8212,0.2534,0.5166,0.9,,
2017-01-04 11:00:00,0.0,0.7806,0.2531,0.5166,0.9,,
2017-01-04 12:00:00,0.0,0.7795,0.253,0.5135,0.9,,
2017-01-04 13:00:00,0.0,0.824,0.2531,0.5135,0.9,,
2017-01-04 14:00:00,0.0,0.8426,0.2531,0.5135,0.9,,
2017-01-04 15:00:00,0.0,0.8431,0.2523,0.5135,0.9,,
2017-01-04 16:00:00,0.0,0.8448,0.248,0.5135,0.9,,
2017-01-04 17:00:00,0.0,0.8431,0.155,0.5135,0.9,,
2017-01-04 18:00:00,0.0,0.8431,0.1907,0.5161,0.9,,
2017-01-04 19:00:00,0.0,0.8437,0.2207,0.5135,0.9,,
2017-01-04 20:00:00,0.0,0.8448,0.2666,0.5135,0.9,,
2017-01-04 21:00:00,0.0,0.8437,0.3304,0.517,0.9,,
2017-01-04 22:00:00,0.0,0.8409,0.3264,0.5135,0.7,,
2017-01-04 23:00:00,0.0,0.8409,0.1547,0.5086,0.7,,
2017-01-05 00:00:00,0.0,0.8398,0.1581,0.5206,0.7,,
2017-01-05 01:00:00,0.0,0.8426,0.2953,0.5232,0.7,,
2017-01-05 02:00:00,0.0,0.8459,0.2863,0.5277,0.7,,
2017-01-05 03:00:00,0.0,0.8459,0.1704,0.5285,0.7,,
2017-01-05 04:00:00,0.0,0.8493,0.1736,0.533,0.7,,
2017-01-05 05:00:00,0.0049,0.8516,0.3636,0.5334,0.7,,
2017-01-05 06:00:00,0.0,0.8527,0.6546,0.5441,0.7,,
2017-01-05 07:00:00,0.0,0.8538,0.7619,0.5454,0.9,,
2017-01-05 08:00:00,0.0,0.8527,0.8257,0.5507,0.9,,
2017-01-05 09:00:00,0.0,0.8533,0.7441,0.5525,0.9,,
2017-01-05 10:00:00,0.0,0.8527,0.6653,0.5525,0.9,,
2017-01-05 11:00:00,0.0,0.8279,0.6564,0.5498,0.9,,
2017-01-05 12:00:00,0.0,0.8032,0.656,0.5454,0.9,,
2017-01-05 13:00:00,0.0,0.8037,0.6641,0.5454,0.9,,
2017-01-05 14:00:00,0.0,0.8505,0.802,0.5454,0.9,,
2017-01-05 15:00:00,0.0,0.855,0.661,0.5476,0.9,,
2017-01-05 16:00:00,0.0,0.8533,0.7263,0.5525,0.9,,
2017-01-05 17:00:00,0.0,0.8521,0.6633,0.5547,0.9,,
2017-01-05 18:00:00,0.0,0.8527,0.8017,0.5525,0.9,,
2017-01-05 19:00:00,0.0,0.8533,0.8739,0.5512,0.9,,
2017-01-05 20:00:00,0.0,0.8493,0.7301,0.5525,0.9,,
2017-01-05 21:00:00,0.0,0.8465,0.7247,0.5392,0.9,,
2017-01-05 22:00:00,0.0,0.8454,0.8776,0.517,0.7,,
2017-01-05 23:00:00,0.0,0.8189,0.8877,0.517,0.7,,
2017-01-06 00:00:00,0.0,0.8054,0.887,0.517,0.7,,
2017-01-06 01:00:00,0.0,0.8054,0.8873,0.5161,0.7,,
2017-01-06 02:00:00,0.0,0.8054,0.8877,0.517,0.7,,
2017-01-06 03:00:00,0.0,0.8054,0.8859,0.5166,0.7,,
2017-01-06 04:00:00,0.0,0.8048,0.8836,0.5152,0.7,,
2017-01-06 05:00:00,0.0023,0.8032,0.8813,0.5277,0.7,,
2017-01-06 06:00:00,0.0,0.8065,0.8846,0.5334,0.7,,
2017-01-06 07:00:00,0.0,0.842,0.8837,0.533,0.9,,
2017-01-06 08:00:00,0.0,0.842,0.8821,0.533,0.9,,
2017-01-06 09:00:00,0.0,0.8459,0.879,0.5241,0.9,,
2017-01-06 10:00:00,0.0,0.8443,0.881,0.5188,0.9,,
2017-01-06 11:00:00,0.0,0.842,0.882,0.5064,0.9,,
2017-01-06 12:00:00,0.0,0.8403,0.8826,0.5064,0.9,,
2017-01-06 13:00:00,0.0,0.8403,0.8816,0.5569,0.9,,
2017-01-06 14:00:00,0.0,0.8398,0.8803,0.556,0.9,,
2017-01-06 15:00:00,0.0,0.8431,0.8813,0.5547,0.9,,
2017-01-06 16:00:00,0.0,0.8443,0.8826,0.5494,0.9,,
2017-01-06 17:00:00,0.0,0.8454,0.8794,0.5489,0.9,,
2017-01-06 18:00:00,0.0,0.8431,0.8794,0.5489,0.9,,
2017-01-06 19:00:00,0.0,0.8426,0.8837,0.5489,0.9,,
2017-01-06 20:00:00,0.0,0.8257,0.8836,0.5516,0.9,,
2017-01-06 21:00:00,0.0,0.8257,0.885,0.5547,0.9,,
2017-01-06 22:00:00,0.0,0.8268,0.8857,0.556,0.7,,
2017-01-06 23:00:00,0.0,0.8279,0.8881,0.5556,0.7,,
2017-01-07 00:00:00,0.0,0.8268,0.8849,0.556,0.7,,
2017-01-07 01:00:00,0.0,0.8274,0.802,0.556,0.7,,
2017-01-07 02:00:00,0.0,0.8268,0.7991,0.556,0.7,,
2017-01-07 03:00:00,0.0,0.8279,0.7956,0.5547,0.7,,
2017-01-07 04:00:00,0.0,0.8268,0.6783,0.556,0.7,,
2017-01-07 05:00:00,0.037,0.8257,0.6753,0.5574,0.7,,
2017-01-07 06:00:00,0.0221,0.8352,0.6831,0.5551,0.7,,
2017-01-07 07:00:00,0.0,0.8471,0.556,0.5529,0.9,,
2017-01-07 08:00:00,0.0,0.8459,0.4546,0.5525,0.9,,
2017-01-07 09:00:00,0.0,0.8459,0.5607,0.5551,0.9,,
2017-01-07 10:00:00,0.0,0.8454,0.5649,0.5534,0.9,,
2017-01-07 11:00:00,0.0,0.8437,0.677,0.5547,0.9,,
2017-01-07 12:00:00,0.0,0.8431,0.6073,0.5596,0.9,,
2017-01-07 13:00:00,0.0,0.8443,0.629,0.5596,0.9,,
2017-01-07 14:00:00,0.0,0.8471,0.5571,0.5587,0.9,,
2017-01-07 15:00:00,0.0,0.8465,0.4533,0.5574,0.9,,
2017-01-07 16:00:00,0.0,0.8448,0.6357,0.5596,0.9,,
2017-01-07 17:00:00,0.0,0.8437,0.6817,0.5591,0.9,,
2017-01-07 18:00:00,0.0,0.8443,0.7264,0.5596,0.9,,
2017-01-07 19:00:00,0.0,0.8437,0.62,0.5587,0.9,,
2017-01-07 20:00:00,0.0,0.8398,0.575,0.5596,0.9,,
2017-01-07 21:00:00,0.0,0.8392,0.6791,0.5591,0.9,,
2017-01-07 22:00:00,0.0,0.8409,0.711,0.5498,0.7,,
2017-01-07 23:00:00,0.0,0.8127,0.8837,0.5392,0.7,,
2017-01-08 00:00:00,0.0,0.8037,0.8056,0.5387,0.7,,
2017-01-08 01:00:00,0.0,0.8032,0.7956,0.5396,0.7,,
2017-01-08 02:00:00,0.0,0.8048,0.8007,0.5365,0.7,,
2017-01-08 03:00:00,0.0,0.8257,0.7976,0.5405,0.7,,
2017-01-08 04:00:00,0.0,0.8037,0.7923,0.5259,0.7,,
2017-01-08 05:00:00,0.0688,0.8116,0.7904,0.5246,0.7,,
2017-01-08 06:00:00,0.0534,0.833,0.7886,0.5383,0.7,,
2017-01-08 07:00:00,0.0347,0.8398,0.7884,0.5365,0.9,,
2017-01-08 08:00:00,0.0023,0.8409,0.8786,0.5365,0.9,,
2017-01-08 09:00:00,0.0,0.8403,0.8819,0.5365,0.9,,
2017-01-08 10:00:00,0.0,0.8414,0.8794,0.5365,0.9,,
2017-01-08 11:00:00,0.0,0.8414,0.8799,0.5365,0.9,,
2017-01-08 12:00:00,0.0,0.8403,0.8803,0.5365,0.9,,
2017-01-08 13:00:00,0.0,0.8403,0.8807,0.5374,0.9,,
2017-01-08 14:00:00,0.0,0.8403,0.881,0.5365,0.9,,
2017-01-08 15:00:00,0.0,0.8392,0.8806,0.537,0.9,,
2017-01-08 16:00:00,0.0,0.8398,0.8794,0.5348,0.9,,
2017-01-08 17:00:00,0.0,0.8398,0.8797,0.5348,0.9,,
2017-01-08 18:00:00,0.0,0.8398,0.8817,0.5348,0.9,,
2017-01-08 19:00:00,0.0,0.8392,0.8841,0.5348,0.9,,
2017-01-08 20:00:00,0.0,0.8375,0.8837,0.5348,0.9,,
2017-01-08 21:00:00,0.0,0.8369,0.8817,0.5361,0.9,,
2017-01-08 22:00:00,0.0,0.8369,0.8801,0.5365,0.7,,
2017-01-08 23:00:00,0.0,0.8099,0.8834,0.5361,0.7,,
2017-01-09 00:00:00,0.0,0.8043,0.8857,0.5365,0.7,,
2017-01-09 01:00:00,0.0,0.8043,0.8866,0.537,0.7,,
2017-01-09 02:00:00,0.0,0.8048,0.8867,0.5365,0.7,,
2017-01-09 03:00:00,0.0,0.8037,0.8866,0.5365,0.7,,
2017-01-09 04:00:00,0.0,0.815,0.8877,0.5383,0.7,,
2017-01-09 05:00:00,0.0896,0.8257,0.8881,0.5356,0.7,,
2017-01-09 06:00:00,0.0732,0.8262,0.8891,0.5365,0.7,,
2017-01-09 07:00:00,0.0547,0.8262,0.8844,0.5365,0.9,,
2017-01-09 08:00:00,0.0239,0.8262,0.8809,0.5365,0.9,,
2017-01-09 09:00:00,0.0,0.8285,0.882,0.5365,0.9,,
2017-01-09 10:00:00,0.0,0.8279,0.8813,0.5365,0.9,,
2017-01-09 11:00:00,0.0,0.8262,0.8827,0.5365,0.9,,
2017-01-09 12:00:00,0.0,0.8262,0.8836,0.5365,0.9,,
2017-01-09 13:00:00,0.0,0.8268,0.8821,0.5356,0.9,,
2017-01-09 14:00:00,0.0,0.8279,0.8827,0.5064,0.9,,
2017-01-09 15:00:00,0.0,0.8268,0.8817,0.5356,0.9,,
2017-01-09 16:00:00,0.0067,0.8268,0.8776,0.5365,0.9,,
2017-01-09 17:00:00,0.0105,0.8274,0.8779,0.5365,0.9,,
2017-01-09 18:00:00,0.0094,0.8279,0.881,0.5365,0.9,,
2017-01-09 19:00:00,0.0,0.8279,0.8754,0.5152,0.9,,
2017-01-09 20:00:00,0.0,0.8268,0.806,0.5011,0.9,,
2017-01-09 21:00:00,0.0,0.8347,0.8203,0.5024,0.9,,
2017-01-09 22:00:00,0.0,0.8398,0.8653,0.5082,0.7,,
2017-01-09 23:00:00,0.0,0.8285,0.8887,0.5059,0.7,,
2017-01-10 00:00:00,0.0,0.8054,0.89,0.5046,0.7,,
2017-01-10 01:00:00,0.0,0.8048,0.892,0.5046,0.7,,
2017-01-10 02:00:00,0.0,0.7925,0.8446,0.5037,0.7,,
2017-01-10 03:00:00,0.0,0.8262,0.7313,0.5042,0.7,,
2017-01-10 04:00:00,0.0328,0.8257,0.6573,0.5046,0.7,,
2017-01-10 05:00:00,0.1336,0.8251,0.6606,0.5028,0.7,,
2017-01-10 06:00:00,0.1157,0.8375,0.66,0.5104,0.7,,
2017-01-10 07:00:00,0.0977,0.8448,0.6767,0.5303,0.9,,
2017-01-10 08:00:00,0.0723,0.8448,0.6763,0.5348,0.9,,
2017-01-10 09:00:00,0.0441,0.8448,0.6757,0.5348,0.9,,
2017-01-10 10:00:00,0.0208,0.8426,0.6764,0.5348,0.9,,
2017-01-10 11:00:00,0.007,0.842,0.6986,0.5352,0.9,,
2017-01-10 12:00:00,0.0031,0.8403,0.8111,0.5348,0.9,,
2017-01-10 13:00:00,0.0075,0.8392,0.8859,0.5148,0.9,,
2017-01-10 14:00:00,0.0162,0.8414,0.8849,0.5179,0.9,,
2017-01-10 15:00:00,0.0379,0.8414,0.8317,0.5219,0.9,,
2017-01-10 16:00:00,0.0531,0.8454,0.768,0.5348,0.9,,
2017-01-10 17:00:00,0.0544,0.8583,0.6894,0.5348,0.9,,
2017-01-10 18:00:00,0.05,0.8414,0.798,0.5348,0.9,,
2017-01-10 19:00:00,0.0342,0.8398,0.8197,0.5348,0.9,,
2017-01-10 20:00:00,0.0,0.8414,0.7817,0.5348,0.9,,
2017-01-10 21:00:00,0.0,0.8482,0.6616,0.5303,0.9,,
2017-01-10 22:00:00,0.0,0.8454,0.658,0.5263,0.7,,
2017-01-10 23:00:00,0.0,0.8437,0.7706,0.5259,0.7,,
2017-01-11 00:00:00,0.0,0.8414,0.8454,0.5281,0.7,,
2017-01-11 01:00:00,0.0,0.8437,0.8916,0.5268,0.7,,
2017-01-11 02:00:00,0.0,0.8431,0.8957,0.5263,0.7,,
2017-01-11 03:00:00,0.0,0.842,0.8649,0.5281,0.7,,
2017-01-11 04:00:00,0.1155,0.8403,0.5034,0.525,0.7,,
2017-01-11 05:00:00,0.2417,0.8358,0.297,0.5325,0.7,,
2017-01-11 06:00:00,0.2197,0.8392,0.1639,0.5436,0.7,,
2017-01-11 07:00:00,0.1968,0.8392,0.1586,0.5423,0.9,,
2017-01-11 08:00:00,0.1695,0.8398,0.1549,0.556,0.9,,
2017-01-11 09:00:00,0.1405,0.8234,0.1553,0.5339,0.9,,
2017-01-11 10:00:00,0.1141,0.8015,0.1553,0.533,0.9,,
2017-01-11 11:00:00,0.0957,0.8043,0.156,0.5303,0.9,,
2017-01-11 12:00:00,0.0892,0.8032,0.1553,0.5321,0.9,,
2017-01-11 13:00:00,0.0945,0.8032,0.1544,0.5299,0.9,,
2017-01-11 14:00:00,0.104,0.8032,0.1549,0.5294,0.9,,
2017-01-11 15:00:00,0.1289,0.8032,0.1551,0.5316,0.9,,
2017-01-11 16:00:00,0.1444,0.8032,0.1553,0.5188,0.9,,
2017-01-11 17:00:00,0.1467,0.8043,0.1546,0.5055,0.9,,
2017-01-11 18:00:00,0.1408,0.8032,0.1557,0.5006,0.9,,
2017-01-11 19:00:00,0.1206,0.8043,0.1546,0.5015,0.9,,
2017-01-11 20:00:00,0.0626,0.8037,0.1547,0.4904,0.9,,
2017-01-11 21:00:00,0.0,0.8043,0.1551,0.4718,0.9,,
2017-01-11 22:00:00,0.0,0.8043,0.1496,0.4714,0.7,,
2017-01-11 23:00:00,0.0,0.8054,0.1497,0.5099,0.7,,
2017-01-12 00:00:00,0.0,0.8054,0.1497,0.5179,0.7,,
2017-01-12 01:00:00,0.0,0.8054,0.1487,0.5339,0.7,,
2017-01-12 02:00:00,0.0,0.8054,0.1491,0.5374,0.7,,
2017-01-12 03:00:00,0.0072,0.8054,0.1493,0.537,0.7,,
2017-01-12 04:00:00,0.1806,0.8037,0.1509,0.5374,0.7,,
2017-01-12 05:00:00,0.3045,0.8032,0.1554,0.5334,0.7,,
2017-01-12 06:00:00,0.2676,0.8291,0.1557,0.5339,0.7,,
2017-01-12 07:00:00,0.249,0.8319,0.1556,0.5348,0.9,,
2017-01-12 08:00:00,0.2261,0.8324,0.1551,0.5928,0.9,,
2017-01-12 09:00:00,0.1958,0.8319,0.1549,0.6074,0.9,,
2017-01-12 10:00:00,0.1765,0.8307,0.1551,0.6119,0.9,,
2017-01-12 11:00:00,0.1586,0.8307,0.1544,0.6123,0.9,,
2017-01-12 12:00:00,0.1455,0.8279,0.1541,0.6074,0.9,,
2017-01-12 13:00:00,0.1461,0.8274,0.155,0.6074,0.9,,
2017-01-12 14:00:00,0.1498,0.8279,0.1554,0.6074,0.9,,
2017-01-12 15:00:00,0.1799,0.8302,0.1549,0.6066,0.9,,
2017-01-12 16:00:00,0.1985,0.833,0.1571,0.5995,0.9,,
2017-01-12 17:00:00,0.1999,0.833,0.2331,0.6004,0.9,,
2017-01-12 18:00:00,0.1915,0.8319,0.2444,0.5995,0.9,,
2017-01-12 19:00:00,0.1699,0.8302,0.2647,0.6012,0.9,,
2017-01-12 20:00:00,0.1102,0.8313,0.3296,0.572,0.9,,
2017-01-12 21:00:00,0.0027,0.8319,0.381,0.5711,0.9,,
2017-01-12 22:00:00,0.0,0.8313,0.3839,0.568,0.7,,
2017-01-12 23:00:00,0.0,0.8324,0.3839,0.56,0.7,,
2017-01-13 00:00:00,0.0,0.833,0.384,0.5565,0.7,,
2017-01-13 01:00:00,0.0,0.8324,0.3849,0.556,0.7,,
2017-01-13 02:00:00,0.0,0.833,0.3874,0.5582,0.7,,
2017-01-13 03:00:00,0.0632,0.8347,0.3869,0.5627,0.7,,
2017-01-13 04:00:00,0.2541,0.8324,0.3826,0.5698,0.7,,
2017-01-13 05:00:00,0.3455,0.8285,0.2489,0.5698,0.7,,
2017-01-13 06:00:00,0.2991,0.8257,0.194,0.5928,0.7,,
2017-01-13 07:00:00,0.2908,0.8262,0.1509,0.5862,0.9,,
2017-01-13 08:00:00,0.2656,0.8279,0.149,0.6092,0.9,,
2017-01-13 09:00:00,0.2385,0.8296,0.1491,0.6137,0.9,,
2017-01-13 10:00:00,0.2205,0.8302,0.1487,0.6145,0.9,,
2017-01-13 11:00:00,0.2015,0.8313,0.1494,0.611,0.9,,
2017-01-13 12:00:00,0.1911,0.8217,0.1497,0.6114,0.9,,
2017-01-13 13:00:00,0.1981,0.8184,0.1491,0.6123,0.9,,
2017-01-13 14:00:00,0.21,0.8195,0.1487,0.6114,0.9,,
2017-01-13 15:00:00,0.2391,0.82,0.1493,0.6128,0.9,,
2017-01-13 16:00:00,0.2592,0.82,0.1484,0.6123,0.9,,
2017-01-13 17:00:00,0.258,0.8212,0.149,0.6119,0.9,,
2017-01-13 18:00:00,0.2479,0.8212,0.1796,0.611,0.9,,
2017-01-13 19:00:00,0.2258,0.82,0.3653,0.5835,0.9,,
2017-01-13 20:00:00,0.1654,0.7756,0.3769,0.5773,0.9,,
2017-01-13 21:00:00,0.0523,0.7761,0.4541,0.5777,0.9,,
2017-01-13 22:00:00,0.0,0.7761,0.512,0.5764,0.7,,
2017-01-13 23:00:00,0.0,0.7953,0.5586,0.5791,0.7,,
2017-01-14 00:00:00,0.0,0.7919,0.6553,0.5777,0.7,,
2017-01-14 01:00:00,0.0,0.6872,0.6196,0.5755,0.7,,
2017-01-14 02:00:00,0.0266,0.6922,0.6466,0.576,0.7,,
2017-01-14 03:00:00,0.0939,0.7947,0.5984,0.576,0.7,,
2017-01-14 04:00:00,0.2751,0.7981,0.5916,0.5742,0.7,,
2017-01-14 05:00:00,0.4171,0.7666,0.5837,0.5755,0.7,,
2017-01-14 06:00:00,0.386,0.7266,0.6319,0.5738,0.7,,
2017-01-14 07:00:00,0.3788,0.744,0.7176,0.5809,0.9,,
2017-01-14 08:00:00,0.354,0.7727,0.7661,0.5822,0.9,,
2017-01-14 09:00:00,0.3181,0.7919,0.719,0.5826,0.9,,
2017-01-14 10:00:00,0.2835,0.7913,0.7227,0.5826,0.9,,
2017-01-14 11:00:00,0.2678,0.7913,0.658,0.5676,0.9,,
2017-01-14 12:00:00,0.2554,0.7919,0.6553,0.56,0.9,,
2017-01-14 13:00:00,0.2588,0.7925,0.5977,0.5613,0.9,,
2017-01-14 14:00:00,0.2626,0.7744,0.5374,0.5613,0.9,,
2017-01-14 15:00:00,0.2915,0.7857,0.4307,0.5582,0.9,,
2017-01-14 16:00:00,0.3111,0.8088,0.4284,0.5596,0.9,,
2017-01-14 17:00:00,0.3129,0.8088,0.4314,0.5591,0.9,,
2017-01-14 18:00:00,0.3006,0.8105,0.5369,0.5582,0.9,,
2017-01-14 19:00:00,0.2658,0.8065,0.5383,0.5587,0.9,,
2017-01-14 20:00:00,0.1983,0.806,0.4334,0.5574,0.9,,
2017-01-14 21:00:00,0.081,0.8065,0.4291,0.5587,0.9,,
2017-01-14 22:00:00,0.0,0.8077,0.4979,0.5596,0.7,,
2017-01-14 23:00:00,0.0,0.8077,0.7151,0.56,0.7,,
2017-01-15 00:00:00,0.0033,0.8082,0.7483,0.5574,0.7,,
2017-01-15 01:00:00,0.0143,0.8077,0.7863,0.5587,0.7,,
2017-01-15 02:00:00,0.0459,0.8307,0.6563,0.5596,0.7,,
2017-01-15 03:00:00,0.1072,0.8324,0.5864,0.5582,0.7,,
2017-01-15 04:00:00,0.2932,0.8302,0.4977,0.5587,0.7,,
2017-01-15 05:00:00,0.4546,0.8302,0.5576,0.5578,0.7,,
2017-01-15 06:00:00,0.4151,0.8302,0.6686,0.5574,0.7,,
2017-01-15 07:00:00,0.4119,0.8302,0.7996,0.5596,0.9,,
2017-01-15 08:00:00,0.3742,0.8307,0.6839,0.5605,0.9,,
2017-01-15 09:00:00,0.3382,0.8302,0.6579,0.5613,0.9,,
2017-01-15 10:00:00,0.3068,0.8307,0.6563,0.5613,0.9,,
2017-01-15 11:00:00,0.2863,0.8302,0.6546,0.5587,0.9,,
2017-01-15 12:00:00,0.2721,0.8313,0.6557,0.5582,0.9,,
2017-01-15 13:00:00,0.279,0.8319,0.66,0.5605,0.9,,
2017-01-15 14:00:00,0.2906,0.8319,0.776,0.5605,0.9,,
2017-01-15 15:00:00,0.3183,0.8313,0.8714,0.5609,0.9,,
2017-01-15 16:00:00,0.3346,0.8313,0.8784,0.5569,0.9,,
2017-01-15 17:00:00,0.3286,0.8324,0.8789,0.56,0.9,,
2017-01-15 18:00:00,0.3196,0.8313,0.8796,0.5587,0.9,,
2017-01-15 19:00:00,0.2899,0.8313,0.8829,0.5587,0.9,,
2017-01-15 20:00:00,0.2176,0.8015,0.8833,0.5596,0.9,,
2017-01-15 21:00:00,0.101,0.7992,0.8847,0.5591,0.9,,
2017-01-15 22:00:00,0.0104,0.8026,0.8859,0.5587,0.7,,
2017-01-15 23:00:00,0.0,0.8341,0.8873,0.5605,0.7,,
2017-01-16 00:00:00,0.0012,0.8324,0.8854,0.5609,0.7,,
2017-01-16 01:00:00,0.0125,0.833,0.8864,0.5631,0.7,,
2017-01-16 02:00:00,0.045,0.8313,0.8853,0.5587,0.7,,
2017-01-16 03:00:00,0.1079,0.833,0.8867,0.5596,0.7,,
2017-01-16 04:00:00,0.2952,0.8313,0.8889,0.5591,0.7,,
2017-01-16 05:00:00,0.4513,0.8426,0.8873,0.5702,0.7,,
