label,identifier,capacity,fuel,country,efficiency_el,type,max_load_factor,part_load_losses,min_uptime,min_downtime,cold_startup_time,warm_startup_time,hot_startup_time,cold_startup_costs,warm_startup_costs,hot_startup_costs,outages,initial_status,unit_lifetime,min_load_factor,grad_pos,grad_neg,from,to_el,technology
DE_transformer_natgas_BNA0593,BNA0593,35.0,natgas,DE,0.513,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0594,BNA0594,35.0,natgas,DE,0.513,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0595,BNA0595,37.0,natgas,DE,0.513,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0600a,BNA0600a,25.0,natgas,DE,0.3641,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0606,BNA0606,887.0,natgas,DE,0.5975,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0614a,BNA0614a,47.0,natgas,DE,0.3592,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0614b,BNA0614b,497.5,natgas,DE,0.573,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0615,BNA0615,410.0,natgas,DE,0.52,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0626,BNA0626,434.2,natgas,DE,0.58,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0627,BNA0627,335.0,natgas,DE,0.45,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0658,BNA0658,61.13,natgas,DE,0.5535,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0683a,BNA0683a,79.7,natgas,DE,0.46,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0683b,BNA0683b,97.9,natgas,DE,0.45,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0683c,BNA0683c,97.9,natgas,DE,0.36,chp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0684a,BNA0684a,124.9,natgas,DE,0.558,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0684b,BNA0684b,123.9,natgas,DE,0.35,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0684c,BNA0684c,127.6,natgas,DE,0.558,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0685,BNA0685,104.14,natgas,DE,0.5625,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0688,BNA0688,75.0,natgas,DE,0.5265,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0734,BNA0734,37.5,natgas,DE,0.3514,emb,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0742,BNA0742,75.0,natgas,DE,0.5625,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0743,BNA0743,75.0,natgas,DE,0.5725,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0755b,BNA0755b,60.0,natgas,DE,0.5175,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0804,BNA0804,52.0,natgas,DE,0.3993,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0805,BNA0805,118.5,natgas,DE,0.59,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0814,BNA0814,81.8,natgas,DE,0.3806,chp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0832,BNA0832,9.84,natgas,DE,0.4574,chp,1.0,0.12,1.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,20.0,0.5,30.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0842a,BNA0842a,9.81,natgas,DE,0.487,chp,1.0,0.12,1.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,20.0,0.5,30.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0842b,BNA0842b,9.2,natgas,DE,0.487,chp,1.0,0.12,1.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,20.0,0.5,30.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0843,BNA0843,4.3,natgas,DE,0.487,chp,1.0,0.12,1.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,20.0,0.5,30.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0848,BNA0848,108.0,natgas,DE,0.522,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0857,BNA0857,112.1,natgas,DE,0.5355,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0861a,BNA0861a,75.0,natgas,DE,0.589,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0893,BNA0893,122.0,natgas,DE,0.513,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0896,BNA0896,44.9,natgas,DE,0.3784,chp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0897,BNA0897,23.0,natgas,DE,0.3784,chp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0918b,BNA0918b,157.0,natgas,DE,0.599,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0922,BNA0922,100.0,natgas,DE,0.51,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0957,BNA0957,13.4,natgas,DE,0.385,chp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0994,BNA0994,846.0,natgas,DE,0.597,emb,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA0995,BNA0995,561.0,natgas,DE,0.604,emb,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1023,BNA1023,200.0,natgas,DE,0.5,emb,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1024,BNA1024,200.0,natgas,DE,0.5,emb,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1042,BNA1042,55.0,natgas,DE,0.41,emb,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1046b,BNA1046b,112.0,natgas,DE,0.3384,emb,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1056,BNA1056,25.015,natgas,DE,0.3916,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1074,BNA1074,40.0,natgas,DE,0.3817,emb,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1078,BNA1078,59.0,natgas,DE,0.3927,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1082,BNA1082,88.019,natgas,DE,0.5625,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1085,BNA1085,23.0,natgas,DE,0.25,chp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1086,BNA1086,25.0,natgas,DE,0.25,chp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1087,BNA1087,29.5,natgas,DE,0.5,chp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1088,BNA1088,44.5,natgas,DE,0.5,chp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1089,BNA1089,27.0,natgas,DE,0.3806,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1094,BNA1094,15.1,natgas,DE,0.366,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1104,BNA1104,20.4,natgas,DE,0.3586,chp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1105,BNA1105,9.7,natgas,DE,0.3644,chp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1117,BNA1117,11.4,natgas,DE,0.3774,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1120,BNA1120,10.2,natgas,DE,0.3566,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1121,BNA1121,0.9,natgas,DE,0.449,chp,1.0,0.12,1.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,20.0,0.5,30.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1125,BNA1125,10.0,natgas,DE,0.3774,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1138,BNA1138,10.2,natgas,DE,0.385,chp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1151,BNA1151,13.5,natgas,DE,0.3861,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1165,BNA1165,11.4,natgas,DE,0.3852,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1182,BNA1182,15.5,natgas,DE,0.53,chp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1187,BNA1187,10.2,natgas,DE,0.4242,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1193,BNA1193,12.6,natgas,DE,0.3826,chp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1196a,BNA1196a,12.5,natgas,DE,0.3938,chp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1196b,BNA1196b,11.96,natgas,DE,0.5535,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1238,BNA1238,15.1,natgas,DE,0.385,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1248a,BNA1248a,64.0,natgas,DE,0.3344,chp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1248b,BNA1248b,76.0,natgas,DE,0.603,chp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1260,BNA1260,95.0,natgas,DE,0.3993,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1264,BNA1264,13.5,natgas,DE,0.367,chp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1271,BNA1271,20.0,natgas,DE,0.3795,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1279,BNA1279,51.9,natgas,DE,0.3696,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1284,BNA1284,11.5,natgas,DE,0.3751,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1285,BNA1285,11.0,natgas,DE,0.3564,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1292b,BNA1292b,18.9,natgas,DE,0.4004,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1293c,BNA1293c,3.0,natgas,DE,0.367,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1315,BNA1315,27.0,natgas,DE,0.3826,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1327b,BNA1327b,7.44,natgas,DE,0.4462,ipp,1.0,0.12,1.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,20.0,0.5,30.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1328,BNA1328,24.0,natgas,DE,0.3861,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1329,BNA1329,13.11,natgas,DE,0.5085,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1332,BNA1332,24.0,natgas,DE,0.3795,chp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1333a,BNA1333a,12.181,natgas,DE,0.38,chp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1333b,BNA1333b,11.3377,natgas,DE,0.3509,chp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1334,BNA1334,14.8,natgas,DE,0.549,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1335a,BNA1335a,58.1,natgas,DE,0.3729,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1337e,BNA1337e,47.0,natgas,DE,0.5985,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1396,BNA1396,34.3,natgas,DE,0.3828,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1400b,BNA1400b,23.3,natgas,DE,0.4,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1402,BNA1402,18.1,natgas,DE,0.522,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1403,BNA1403,11.4,natgas,DE,0.3839,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1407,BNA1407,18.72,natgas,DE,0.3722,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1408,BNA1408,15.68,natgas,DE,0.45,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1437,BNA1437,30.72,natgas,DE,0.4112,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1444a,BNA1444a,4.2,natgas,DE,0.3618,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1444b,BNA1444b,4.2,natgas,DE,0.3618,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1444c,BNA1444c,5.1,natgas,DE,0.3644,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1444d,BNA1444d,5.1,natgas,DE,0.367,ipp,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1450,BNA1450,13.0,natgas,DE,0.54,ipp,1.0,0.08,4.0,2.0,34.0,3.0,1.0,76.0,33.0,23.0,20.0,0.5,34.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1464,BNA1464,38.61,natgas,DE,0.589,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1487,BNA1487,94.6,natgas,DE,0.4138,emb,1.0,0.17,1.0,0.0,0.4,0.2,0.1,23.9,21.0,16.5,20.0,0.5,40.0,0.2,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1489,BNA1489,13.2,natgas,DE,0.4336,ipp,1.0,0.12,1.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,20.0,0.5,30.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1492a,BNA1492a,26.2,natgas,DE,0.3982,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1492b,BNA1492b,7.5,natgas,DE,0.3652,ipp,1.0,0.05,4.0,2.0,2.0,1.0,0.1,86.8,34.5,19.5,20.0,0.5,41.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1502,BNA1502,12.6,natgas,DE,0.4574,chp,1.0,0.12,1.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,20.0,0.5,30.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1503,BNA1503,21.1,natgas,DE,0.4588,ipp,1.0,0.12,1.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,20.0,0.5,30.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
DE_transformer_natgas_BNA1504,BNA1504,13.04,natgas,DE,0.4602,ipp,1.0,0.12,1.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,20.0,0.5,30.0,0.0,1.0,1.0,DE_bus_natgas,DE_bus_el,
